"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
159,"NCT04280003","Allogeneic Adipose Tissue-derived Mesenchymal Stem Cells in Ischemic Stroke","AMASCIS-02","Recruiting","No Results Available","Ischemic Stroke|Adipose Tissue-derived Stem Cell|Functional Status","Other: Alogenic adipose tissue-derived stem cells|Drug: Placebo solution","Safety of administration of adipose tissue-derived mesenchymal stem cells measured as reported adverse events|Safety of administration of adipose tissue-derived mesenchymal stem cells measured as neurological o systemic complications|Efficacy of administration of adipose tissue-derived mesenchymal stem cells measured by the Modified Rankin Scale|Efficacy of administration of adipose tissue-derived mesenchymal stem cells measured by the NIHSS|Efficacy of administration of adipose tissue-derived mesenchymal stem cells measuring blood brain repair biomarkers","Instituto de Investigación Hospital Universitario La Paz","All","18 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","AMASCIS - 02","January 20, 2021","July 15, 2023","July 15, 2023","February 21, 2020",,"June 14, 2022","Hospital Universitario La Paz, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT04280003"
160,"NCT04236479","Mesenchymal Stromal Cells for Infants With Congenital Heart Disease (MedCaP)",,"Recruiting","No Results Available","Congenital Heart Disease (CHD)","Biological: BM-MSC","Number of subjects who experience serious adverse events, adverse events, and/or early treatment discontinuations.|Actual magnitude of differences in neuroimaging and neurodevelopmental variables will be measured after MSC delivery.","Catherine Bollard|Children's National Research Institute","All","up to 6 Months   (Child)","Phase 1","36","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00011914","July 29, 2020","September 2024","April 2025","January 22, 2020",,"May 13, 2022","Children's National Health System, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT04236479"
161,"NCT01781390","Safety Study of Allogeneic Mesenchymal Precursor Cell Infusion in Myocardial Infarction","AMICI","Completed","Has Results","Acute Myocardial Infarction","Other: Placebo|Biological: Mesenchymal Precursor Cells (MPC) 12.5 M|Biological: Mesenchymal Precursor Cells (MPC) 25 M","Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)","Mesoblast, Inc.|Mesoblast, Ltd.","All","18 Years and older   (Adult, Older Adult)","Phase 2","106","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ANG.AMI-IC001|2010-020497-41","March 11, 2013","April 6, 2021","April 6, 2021","February 1, 2013","January 18, 2022","June 23, 2022",,"""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/90/NCT01781390/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT01781390"
162,"NCT01552707","Safety Study of Mesenchymal Stem Cells and Spinal Fusion",,"Completed","No Results Available","Lumbar Spondylolisthesis Involving L4-L5, and/or|Degenerative Discopathy Involving L4-L5","Biological: XCEL-MT-OSTEO-ALPHA|Procedure: Standard treatment","safety of XCEL-MT-OSTEO-ALPHA (tissue engineering product composed by ""ex-vivo"" expanded autologous mesenchymal stem cells fixed in allogenic bone tissue in spinal fusion)|Feasibility of XCEL-MT-OSTEO-ALPHA (composed by ""ex-vivo"" expanded autologous mesenchymal stem cells fixed in allogenic bone tissue in spinal fusion)|Efficacy spinal fusion by imaging procedures (X-Ray).|Efficacy spinal fusion by imaging procedures (computerized helicoidal tomography)|Clinical outcomes (VAS)|Clinical outcomes (SF-36)|Clinical outcome (Oswestry Disability Index)","Banc de Sang i Teixits|TFS Trial Form Support|Ministerio de Sanidad, Servicios Sociales e Igualdad|Ministerio de Ciencia e Innovación, Spain","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 1|Phase 2","69","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","XCEL-MT-10-02","July 19, 2012","May 3, 2018","October 21, 2019","March 13, 2012",,"January 21, 2020","Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|Parc de Salut Mar, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Institut Universitari Dexeus (ICATME), Barcelona, Spain|Hospital Vall d'Hebron, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT01552707"
163,"NCT04971161","Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of CVU (Phase IIb)",,"Recruiting","No Results Available","Skin Ulcer Venous Stasis Chronic","Biological: allo-APZ2-CVU|Drug: Placebo","Complete wound closure at Week 18 already persisting for at least two weeks|Assessment of adverse event (AE) occurrence|Wound size change in percent at each post-baseline follow-up visit|Time to complete wound closure|Complete wound closures at each post-baseline follow-up visit|Duration of wound closure|Recurrence of the wound|Quality of wound healing (wound exudate) at each post-baseline follow-up visit|Quality of wound healing (granulation tissue together with epithelialization) at each post-baseline follow-up visit|Quality of wound healing (scar formation) at each post-baseline follow-up visit|Assessment of Quality of Life using the Wound-Quality of Life Questionnaire at V8, V11, V14|Pain assessment as per numerical rating scale on each post-baseline efficacy follow-up visit|Physical examination and vital signs at V14","RHEACELL GmbH & Co. KG|FGK Clinical Research GmbH|Ticeba GmbH","All","18 Years and older   (Adult, Older Adult)","Phase 2","200","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","allo-APZ2-CVU-IIb","August 18, 2021","August 2023","August 2023","July 21, 2021",,"September 21, 2022","Universitätsklinikum Augsburg, Klinik für Dermatologie und Allergologie, Campus Süd, Augsburg, Germany|Fachklinik Bad Bentheim, Dermatologische Ambulanz, Bad Bentheim, Germany|Franziskus-Krankenhaus Berlin, Klinik für Innere Medizin, Angiologie und Diabetologie, Berlin, Germany|Helios Klinikum Berlin-Buch, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany|Helios Klinikum Emil von Behring, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany|Hautarztpraxis Dr. Niesmann & Dr. Othlinghaus, Hautzentrum im Jahrhunderthaus, Bochum, Germany|Katholisches Klinikum Bochum gGmbH, Venenzentrum der Kliniken für Dermatologie und Gefäßchirurgie der Ruhr-Universität Bochum, Bochum, Germany|Hautärzte Braunschweig am Altstadtmarkt, Hautärztliche Gemeinschaftspraxis, Braunschweig, Germany|Klinikum Bremerhaven Reinkenheide gGmbH, Klinik für Dermatologie, Allergologie und Phlebologie, Wundzentrum, Bremerhaven, Germany|Klinische Forschung Dresden GmbH, Dresden, Germany|Universitätsklinikum ""Carl Gustav Carus"" der Technischen Universität Dresden, Medizinische Klinik und Poliklinik III Angiologie und Gefäßzentrum, Dresden, Germany|Universitätsklinikum Düsseldorf, Heinrich-Heine-Universität Düsseldorf, Klinik für Dermatologie, Düsseldorf, Germany|Universitätsklinikum Erlangen, Hautklinik - Wundzentrum Dermatologie, Erlangen, Germany|Universitätsklinikum Essen, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Essen, Germany|Universitätsklinikum Freiburg, Klinik für Dermatologie und Venerologie, Freiburg, Germany|Marienhospital Gelsenkirchen GmbH, Klinik für Chirurgie (Allgemein-, Viszeral- und Endokrine Chirurgie, Thorax-, Gefäß- und Endovaskuläre Chirurgie und Kinderchirurgie), Gelsenkirchen, Germany|SRH Wald-Klinikum Gera GmbH, Zentrum für Klinische Studien, Gera, Germany|Praxis Dr. med. Abdou Zarzour, Halle, Germany|Universitätsklinikum Hamburg- Eppendorf, Institut für Versorgungsforschung in der Dermatologie und bei Pflegeberufen (IVDP), Hamburg, Germany|MVZ Prof. Dr. Ockenfels, Haut und Allergie-Praxisklinik GmbH, Hanau, Germany|SRH Klinikum Karlsbad- Langensteinbach GmbH, Interdisziplinäres Gefäßzentrum Innere Medizin, Karlsbad, Germany|Medizinisches Versorgungszentrum DermaKiel GmbH, Kiel, Germany|Helios Klinikum Krefeld, Klinik für Dermatologie und Venerologie, Krefeld, Germany|Hautarztpraxis Langenau, Studienzentrum, Langenau, Germany|Universitätsklinikum Leipzig AöR, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Leipzig, Germany|Studienambulanz Dr. Schubert Leipzig, Leipzig, Germany|Diabetologikum Ludwigshafen, die Praxis am Ludwigsplatz, Ludwigshafen, Germany|Beldio Research GmbH, Memmingen, Germany|Klinikum der Ludwig-Maximilians-Universität München, Klinik und Poliklinik für Dermatologie und Allergologie, München, Germany|Dermazentrum München, Standort Neuhausen, Studienzentrum, München, Germany|Universitätsklinikum Münster, Klinik für Hautkrankheiten, Allgemeine Dermatologie und Venerologie, Münster, Germany|Klinikum Nürnberg Nord, Klinik für Dermatologie, Nürnberg, Germany|Hautarztpraxis Prof. Dr. med. Khusru Asadullah, Potsdam, Germany|Caritas-Krankenhaus St. Josef, Klinik für Plastische und Ästhetische, Hand- und Wiederherstellungschirurgie, Regensburg, Germany|Universitätsmedizin Rostock, Klinik und Poliklinik für Dermatologie und Venerologie, Rostock, Germany|Helios Kliniken Schwerin, Plastische, Rekonstruktive und Ästhetische Chirurgie, Schwerin, Germany|Hautärztliche Gemeinschaftspraxis Dr. Leitz und Kollegen, Stuttgart, Germany|Universitätsklinikum Tübingen, Universitäts-Hautklinik Tübingen, Tübingen, Germany|Helios Universitätsklinikum Wuppertal, Zentrums für Dermatologie, Allergologie und Dermatochirurgie, Wuppertal, Germany|Universitätsklinikum Würzburg, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Würzburg, Germany",,"https://ClinicalTrials.gov/show/NCT04971161"
164,"NCT02587572","Safety and Efficacy Trial Using Allogeneic Human Mesenchymal Stem Cells: The SIRONA Trial","SIRONA","Not yet recruiting","No Results Available","Metabolic Disease|Endothelial Dysfunction","Biological: Peripheral Intravenous (IV) infusion of LMSCs","Endothelial function: Changes in endothelial function as assessed by the following:|Difference in rate of change in the metabolic syndrome as defined by the following:","Longeveron Inc.","All","45 Years to 85 Years   (Adult, Older Adult)","Phase 2","40","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","00-0000-02","December 2022","December 2023","December 2023","October 27, 2015",,"March 7, 2022",,,"https://ClinicalTrials.gov/show/NCT02587572"
165,"NCT00504803","Mesenchymal Stem Cell Infusion as Prevention for Graft Rejection and Graft-versus-host Disease",,"Completed","No Results Available","Hematological Malignancies","Procedure: Mesenchymal stem cell infusion","Day-100 incidence of non-relapse mortality|1. Hematopoietic engraftment and graft rejection. 2. Incidence of grade II-IV and III-IV acute GVHD. 3. Immunologic reconstitution","University of Liege","All","up to 75 Years   (Child, Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","TJB0601","December 2006","December 2010","December 2010","July 20, 2007",,"September 2, 2011","CHU Sart Tilman, Liege, Belgium",,"https://ClinicalTrials.gov/show/NCT00504803"
166,"NCT03171194","Pilot Trial of Mesenchymal Stem Cells for Systemic Lupus Erythematosus",,"Completed","No Results Available","System; Lupus Erythematosus","Drug: Low Dose Mesenchymal Stem Cells (MSCs)","Frequency of Grade 3 or higher adverse events|Frequency of All Adverse Events|Change in Disease Activity|Change in Patient Reported Outcomes - Life|Change in Patient Reported Outcomes - Fatigue|Change in Patient Reported Outcomes - Pain|Change in Patient Reported Outcomes - Depression|Change in Disease Biomarkers - Cellular|Change in Disease Biomarkers - Serum","Medical University of South Carolina","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","00061632","April 27, 2017","April 30, 2018","October 25, 2018","May 31, 2017",,"May 2, 2019","Emory University, Atlanta, Georgia, United States|Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT03171194"
167,"NCT05491681","AllogeneiC Expanded Human MSC Therapy in Patients Recovering From COVID-19 Acute Respiratory Distress Trial","ACE_CARD","Not yet recruiting","No Results Available","ARDS, Human","Biological: intravenous delivery of allogeneic bone marrow-derived MSCs","Number of product related adverse events through the duration of the study.|Secondary Endpoint","BioCardia, Inc.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1","9","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","05539-A","September 15, 2022","December 31, 2023","March 31, 2024","August 8, 2022",,"August 9, 2022",,,"https://ClinicalTrials.gov/show/NCT05491681"
168,"NCT04654286","Human Amniotic Membrane and Mesenchymal Stem Cells Composite","BPI+MSC","Recruiting","No Results Available","Brachial Plexus Neuropathies","Procedure: Nerve transfer procedure|Procedure: Nerve transfer with HAM-AdMSC composite wrapping","Active range of motion (AROM) pre-surgery|Active range of motion (AROM) at 12 months follow-up|Functional motor power outcome pre-surgery|Functional motor power outcome at 12 months follow-up|Initial elbow flexion MRC grade 1 (in months)|Initial elbow flexion MRC grade 3 (in months)|Pain outcome pre-surgery|Pain outcome at 12 months follow-up|Disabilities of the Arm, Shoulder, and Hand (DASH) score pre-surgery|Disabilities of the Arm, Shoulder, and Hand (DASH) score at 12 months follow-up|Short Form-36 (SF-36) score pre-surgery|Short Form-36 (SF-36) score at 12 months follow-up","Dr. Soetomo General Hospital","All","15 Years to 55 Years   (Child, Adult)","Not Applicable","24","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care","647 / Panke.KKE/ XI / 2016","November 17, 2016","July 30, 2021","July 30, 2022","December 4, 2020",,"December 7, 2020","Cell and Tissue Bank - Regenerative Medicine, Dr. Soetomo General Academic Hospital/ Faculty of Medicine Universitas Airlangga, Surabaya, East Java, Indonesia",,"https://ClinicalTrials.gov/show/NCT04654286"
169,"NCT05130983","A Phase I Study of ExoFlo, an ex Vivo Culture-expanded Adult Allogeneic Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Isolate Product, for the Treatment of Medically Refractory Crohn's Disease",,"Not yet recruiting","No Results Available","Crohn Disease|IBD - Irritable Bowel Disease","Drug: Bone Marrow MSC Derived Extracellular Vesicle Isolate","• To evaluate the feasibility of intravenous ExoFlo in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the safety of intravenous ExoFlo in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in inducing clinical remission in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in inducing clinical response in subjects with moderately to severely active Crohn's disease who have failed or are intolerant to one or more monoclonal antibodies.|• To evaluate the efficacy of intravenous ExoFlo in improving disease-specific health-related quality of life.|• To evaluate the pharmacokinetics and pharmacodynamics of ExoFlo therapy, including changes in C-reactive protein (CRP), fecal calprotectin, fecal lactoferrin, and other pharmacodynamic biomarkers.","Direct Biologics, LLC","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","10","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","DB-EF-CROHNS-0004","September 1, 2022","January 1, 2024","March 1, 2024","November 23, 2021",,"September 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05130983"
170,"NCT01087996","The Percutaneous Stem Cell Injection Delivery Effects on Neomyogenesis Pilot Study (The POSEIDON-Pilot Study)",,"Completed","Has Results","Stem Cell Transplantation","Biological: Auto-hMSCs|Biological: Allo-hMSCs","Incidence of TE-SAE Define as Composite of Death, Non-fatal MI, Stroke, Hospitalization for Worsening Heart Failure, Cardiac Perforation, Pericardial Tamponade, Ventricular Arrhythmias >15 Sec. or With Hemodynamic Compromise or Atrial Fibrillation|CT Infarct Size From Early Enhanced Defect: - Difference Between the Baseline and 13-month|CT Measure of Left Ventricular Ejection Fraction|CT Measure of End Diastolic Volume|CT Measure of End Systolic Volume|CT Measure of Scar Size as % of LV Mass|Change in Distance Walked in 6-minutes From Baseline.|Change in Minnesota Living With Heart Failure Total Score|Change in New York Heart Association Class at 12-months","University of Miami|National Heart, Lung, and Blood Institute (NHLBI)|The Emmes Company, LLC","All","21 Years to 90 Years   (Adult, Older Adult)","Phase 1|Phase 2","31","Other|NIH|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20090352|R01HL110737|R01HL107110|R01HL084275|P20HL101443|R01HL094849","March 2010","April 2011","October 2012","March 16, 2010","May 27, 2015","May 27, 2015","University of Miami Miller School of Medicine, Miami, Florida, United States|Johns Hopkins University, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01087996"
171,"NCT04410731","Allogeneic BM-MSCs in Patients With Lumbar Facet Arthropathy","Cellkine","Active, not recruiting","No Results Available","Facet-Mediated Low Back Pain","Drug: Single bilateral intra-articular injection of allogeneic BM-MSCs for lumbar facet joint arthropathy","Clinical assessment of nature, incidence, and severity of adverse events (AEs)|Self-reported assessment of nature, incidence, and severity of AEs|Study personnel assessment of nature, incidence, and severity of AEs|Global Health Scale (GHS)|Visual Analog Scale (VAS) - back and leg pain|Oswestry Disability Index (ODI)|Patient Health Questionnaire-4 (PHQ-4)|Narcotic Use Questionnaire|Work Status Questionnaire|PROMIS-CAT|Changes from Baseline evaluated by MRI|Change in number of red blood cells following treatment|Change in white blood cells with differential following treatment|Change in number of platelets following treatment|Change in Serum C-Reactive Protein (CRP)|Change in Erythrocyte Sedimentation Rate (ESR)|Change in Blood Urea Nitrogen (BUN)|Change in Creatinine|Change in Sodium|Change in Potassium|Change in Chloride|Change in Aspartate Aminotransferase (AST)|Change in Glucose|Change in Carbon Dioxide","Mayo Clinic","All","40 Years to 70 Years   (Adult, Older Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20-000330","April 28, 2020","April 2024","April 2024","June 1, 2020",,"May 12, 2022","Mayo Clinic in Florida, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT04410731"
172,"NCT03973827","Wharton´s Jelly Derived Mesenchymal Stromal Cell Repeated Treatment of Adult Patients Diagnosed With Type I Diabetes",,"Active, not recruiting","No Results Available","Type1diabetes","Drug: ProTrans","The primary safety endpoint in this study is; safety parameters include adverse events, hypoglycemia and allergic reactions|Delta-change of C-peptide AreaUnder the Curve (AUC) (0-120 min) for Mixed Meal Tolerance Test (MMTT) at day 372 following WJMSC infusion when compared to test performed before start of treatment.|Number of patients insulin independent (ADA criteria) at day 372.|Number of patients with daily insulin needs <0.25U/kg at day 372.|HbA1c at day 372|Glucose variability (mean amplitude of glycaemic excursions and glycaemic lability index) duration derived from the continuous glucose monitoring system® at day 372|Delta change of levels of fasting C-peptide at day 372 when compared to test before start of treatment|Numbers of patients with peak C-peptide >0.20 nmol/l, in response to the MMTT, at day 372.","NextCell Pharma Ab","Male","18 Years to 41 Years   (Adult)","Phase 1|Phase 2","15","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ProTrans-Repeat|2018-004158-11","May 17, 2019","December 10, 2020","October 30, 2024","June 4, 2019",,"January 11, 2022","Karolinska Trial Alliance, Fas 1 enheten, Karolinska Universitetssjukhuset Huddinge, Huddinge, Sweden",,"https://ClinicalTrials.gov/show/NCT03973827"
173,"NCT02328612","Randomized, Parallel Group, Placebo Control, Unicentric, Interventional Study to Assess the Effect of Expanded Human Allogeneic Adipose-derived Mesenchymal Adult Stem Cells on the Human Response to Lipopolysaccharyde in Human Volunteers","CELLULA","Completed","No Results Available","Sepsis","Other: Intravenous infusion of cells","Inflammatory response as measured by laboratory measurements and functional assays of innate immunology","Tigenix S.A.U.|Cellerix","Male","18 Years to 35 Years   (Adult)","Phase 1","32","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Cx611-0102","October 2014","March 2015","March 2015","December 31, 2014",,"April 3, 2015","Academic Medical Center, Amsterdam, Netherlands",,"https://ClinicalTrials.gov/show/NCT02328612"
174,"NCT02585622","NEPHSTROM for Diabetic Kidney Disease","NEPHSTROM","Recruiting","No Results Available","Diabetic Kidney Disease","Biological: Mesenchymal Stromal Cells|Other: Placebo","Number and severity of all pre-specified infusion-associated events and the overall number and frequency of adverse events.|Glomerular filtration rate (GFR)|Urinary Albumin/Creatinine Ratio (ACR)|Urinary albumin excretion (UAE).|Fasting blood glucose (target <126mg/dL)|HbA1c (target <75mmol/mol or <9%)|Total cholesterol (target <200 mg/dl)|LDL cholesterol (target <100 mg/dl)|Triglycerides (target <170 mg/dl)|Arterial blood pressure (the target value <130/80 mmHg)|Quality of life|Anti-HLA antibody development|Inflammation and fibrosis related soluble mediators|Serum/plasma concentrations (pg/ml) of biomarkers of inflammation.|Serum/plasma concentrations (ng/ml) of biomarkers of CKD progression.|Urine concentrations (pg/ml adjusted to urine creatinine concentration) of biomarkers of inflammation.|Proportion/total number of circulating T cells, B cells, NK cells, monocytes, dendritic cells|Cost-effectiveness of cell therapy","Mario Negri Institute for Pharmacological Research|Leiden University Medical Center|ASST Papa Giovanni XXIII, Bergamo, Italy|IRCCS - Istituto di Ricerche Farmacologiche Mario Negri - Bergamo, Italy|Belfast Health and Social Care Trust|National University of Ireland, Galway, Ireland|University Hospital Birmingham, NHS Foundation Trust, Hospital, Birmingham, UK|NHS Blood and Transplant","All","40 Years to 85 Years   (Adult, Older Adult)","Phase 1|Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Other","NEPHSTROM|2016-000661-23","December 11, 2017","December 2021","July 2022","October 23, 2015",,"July 14, 2021","National University of ireland - Galway University Hospital -Regenerative Medicine Institute, Galway, Ireland|ASST - Papa Giovanni XXIII - U.O. Nefrologia e Dialisi/ Mario Negri Institute for Pharmacological Research - Clinical Research Center for Rare Diseases Aldo e Cele Daccò, Bergamo, BG, Italy|Belfast Health and Social Care Trust - Belfast City Hospital, Belfast, United Kingdom|University Hospital Birmingham NHS Foundation Trust - Queen Elizabeth Medical Centre, Birmingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02585622"
175,"NCT04615429","Clinical Trial to Assess the Efficacy of MSC in Patients With ARDS Due to COVID-19",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome|COVID-19 Pneumonia","Biological: Mesenchymal stromal cells|Other: Placebo","Change in the PaO2/FiO2* ratio from baseline to day 7 of treatment administration|All-cause mortality|Time to PaO2/FiO2 ratio greater than 200 mmHg|Clinical status on the World Health Organization ordinal scale|PaO2/FiO2 ratio|SOFA score|Oxygen therapy-free days|Duration of hospitalization|Duration of ICU admission|Incidence of non-invasive ventilation|Incidence of invasive mechanical ventilation|Duration of non-invasive ventilation|Duration of invasive mechanical ventilation|Mechanical ventilation-free days|Survival rate|Cumulative incidence SAEs, Grade 3 and 4 AEs, ADR and AEs of special interest.","Cristina Avendaño Solá|Puerta de Hierro University Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","COVID-AT|2020-002193-27","September 15, 2020","January 2022","February 2022","November 4, 2020",,"November 10, 2021","Hospital Universitario Puerta de Hierro-Majadahonda, Majadahonda, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT04615429"
176,"NCT02633163","Phase 2 Trial of Mesenchymal Stem Cells in Systemic Lupus Erythematosus (MiSLE)",,"Recruiting","No Results Available","Systemic Lupus Erythematosus","Drug: Low Dose Mesenchymal Stem Cells (MSCs)|Drug: High Dose Mesenchymal Stem Cells (MSCs)|Drug: Placebo Infusion","Clinical response at Week 24 as defined by the SLE Responder Index (SRI):|Change in SLEDAI score between groups|Renal and non-renal organ system flares|Changes in SLICC-DI|Changes in HR-QOL|Changes in Fatigue|Changes in Pain|Changes in Depression|Changes in patient-reported lupus-specific disease status|Steroid-sparing effect|Cumulative systemic steroid dose|Changes in the presence of serum and urine biomarkers of SLE activity:","Medical University of South Carolina","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","81","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","MUSC-UCMSC-001","October 26, 2018","December 2022","June 2023","December 17, 2015",,"September 7, 2022","Cedars-Sinai Medical Center, Los Angeles, California, United States|University of California - San Diego, San Diego, California, United States|Emory University, Atlanta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|The Feinstein Institute for Medical Research, Manhasset, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Oklahoma Medical Research Foundation, Oklahoma City, Oklahoma, United States|Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT02633163"
177,"NCT04433104","Umbilical Cord Mesenchymal Stem Cells Transplantation in the Treatment of Chronic Obstructive Pulmonary Disease",,"Recruiting","No Results Available","COPD","Biological: Umbilical Cord Mesenchymal Stem Cells transplantation|Drug: drug therapy according to Vietnamese MOHS procedure","Adverse events and serious adverse events|Quality of Life using Georges Respiratory Questionnaire|Chest CT|arterial blood gas analysis (pH)|arterial blood gas analysis (PaO2)|arterial blood gas analysis (PaCO2)|arterial blood gas analysis (BE)|arterial blood gas analysis (HCO3-)|Respiratory functions (FEV1)|Respiratory functions (FEV1/FVC)|Respiratory functions (VC)|Respiratory functions (TLC)|Respiratory functions (RV)|Respiratory functions (DLCO)|Respiratory functions (DLNO/DLCO)|inflammatory response (CRP)|inflammatory response (Pro-BNP)|inflammatory response (Troponin-T)|cytokine analysis from patients' plasma|modified medical research council","Vinmec Research Institute of Stem Cell and Gene Technology","All","40 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","VinmecISC1916","June 9, 2020","July 30, 2021","December 25, 2021","June 16, 2020",,"April 21, 2021","Vinmec International Hospital Times City, Hà Nội, Hanoi, Vietnam",,"https://ClinicalTrials.gov/show/NCT04433104"
178,"NCT04548583","Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Crohn's Colitis",,"Recruiting","No Results Available","Crohn Colitis","Drug: Remestemcel-L|Other: Placebo","Treatment related adverse events|Complete clinical healing|Clinical response|Partial clinical response|Lack of response|Crohn's disease activity index|Inflammatory bowel disease questionnaire|EuroQol 5 Dimensions survey|Inflammatory bowel disease patient reported treatment impact survey|Short Form 36 health survey","The Cleveland Clinic|Mesoblast, Inc.","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","24","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","20-845","November 4, 2020","October 2023","October 2023","September 14, 2020",,"April 5, 2022","Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT04548583"
