"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
254,"NCT00953485","Allogeneic Mesenchymal Stem Cells Transplantation for Primary Sjögren's Syndrome (pSS)",,"Unknown status","No Results Available","Sjogren's Syndrome|Mesenchymal Stem Cells","Biological: Allogeneic Mesenchymal Stem Cells (AlloMSC)","Sjögren's syndrome disease activity index|pSS Serology (ANA, dsDNA, SS-A, SS-B)|Improvement of salivary gland function (measured as stimulated saliva flow rate)","The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School","All","15 Years to 70 Years   (Child, Adult, Older Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NJGLYY002","June 2009","December 2010","December 2011","August 6, 2009",,"August 20, 2009","the Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT00953485"
255,"NCT05520112","Treatment of Recurrent Pregnancy Loss Using Mesenchymal Stem Cells",,"Not yet recruiting","No Results Available","Recurrent Pregnancy Loss","Biological: Mesenchymal stem cells capable of differentiation in the endometrial-decidual direction|Other: Standard treatment according to the clinical protocols","Adverse effects associated with the therapy|Percent of patients with successful pregnancy","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus|Belarusian Medical Academy of Post-Graduate Education","Female","18 Years to 49 Years   (Adult)","Phase 1|Phase 2","20","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IBCE_MSC(Endometrial)","November 1, 2022","December 31, 2023","December 31, 2023","August 29, 2022",,"August 29, 2022","Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus, Minsk, Belarus",,"https://ClinicalTrials.gov/show/NCT05520112"
256,"NCT00603330","Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function",,"Recruiting","No Results Available","Graft-versus-host Disease|Poor Graft Function|Low Donor T-cell Chimerism","Biological: Mesenchymal stem cells","Arm 1. Efficacy of MSC infusion as treatment for steroid-resistant grade II - IV acute GVHD.|Arm 2. Efficacy of MSC infusion as treatment for poor graft function|Arm 3. Efficacy of MSC infusion followed by donor lymphocyte infusion for preventing graft rejection in patients with low or failing donor T-cell chimerism after allogeneic HCT|Toxicity of MSC infusion","University of Liege|KU Leuven|Maastricht University Medical Center|Ziekenhuis Netwerk Antwerpen (ZNA)|University Hospital, Antwerp|University Hospital, Ghent|AZ-VUB|AZ Sint-Jan AV|Cliniques universitaires Saint-Luc- Université Catholique de Louvain|University Hospital of Mont-Godinne|Jolimont Hospital Haine Saint Paul|Queen Fabiola Children's University Hospital","All","Child, Adult, Older Adult","Phase 2","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TJB0703P1","January 2008","August 2024","August 2024","January 29, 2008",,"September 21, 2022","UZA, Edeghem, Antwerpen, Belgium|Hôpital des enfants Reine Fabiola, Brussels, Brabant, Belgium|AZ VUB Jette, Brussels, Brabant, Belgium|Cliniques universitaires Saint-Luc- Université Catholique de Louvain, Brussels, Brabant, Belgium|AZ Gasthuisberg Leuven, Leuven, Flamish Brabant, Belgium|UZ Gent, Gent, Flanders Ost, Belgium|Hôpital de Jolimont, Haine St Paul, Hainaut, Belgium|Cliniques Universitaires Mont-Godinne, Yvoir, Namur, Belgium|AZ St Jan, Brugge, West Flanders, Belgium|Hôpital Stuyvenberg, Antwerpen, Belgium|CHU Sart Tilman, Liege, Belgium|University Hospital Maastricht, Maastricht, Limburg, Netherlands",,"https://ClinicalTrials.gov/show/NCT00603330"
257,"NCT00972660","Safety and Efficacy Study of Allogenic Mesenchymal Stem Cells to Treat Extensive Chronic Graft Versus Host Disease",,"Unknown status","No Results Available","Graft Versus Host Disease","Biological: Mesenchymal stem cell (MSC)|Drug: Prednisone and cyclosporine or primary therapies","The total Response rate defined as patients with complete and partial response.|Overall Survival|Events Free Survival|The percentage of patients who can taper or discontinue the immunosuppressive agents|Serum cytokine levels and lymphocyte subsets in patients with chronic GVHD","Guangdong Provincial People's Hospital|Sun Yat-sen University","All","Child, Adult, Older Adult","Phase 2","52","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GDREC.[2009]008","September 2009","December 2015","December 2017","September 7, 2009",,"August 26, 2014","Guangdong General Hospital, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT00972660"
258,"NCT01609283","A Dose-escalation Safety Trial for Intrathecal Autologous Mesenchymal Stem Cell Therapy in Amyotrophic Lateral Sclerosis",,"Completed","No Results Available","Amyotrophic Lateral Sclerosis","Biological: autologous mesenchymal stem cells","Number of patients with dose-limiting toxicities|Number of patients with adverse events|Change in serum sedimentation rate|Change in C-reactive protein levels|Change in complete blood counts|Change in total nucleated cell count in cerebrospinal fluid (CSF)|Change in protein level in cerebrospinal fluid (CSF)|Number of patients with presence of cancer cells in their cerebrospinal fluid (CSF)","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Phase 1","27","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","11-008415","May 2012","January 31, 2019","January 31, 2019","May 31, 2012",,"September 3, 2019","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT01609283"
259,"NCT01745744","Application of Cell Regeneration Therapy With Mesenchymal Stem Cells From Adipose Tissue in Critical Chronic Ischemic Syndrome of Lower Limbs (CLI) in Nondiabetic Patients.",,"Completed","No Results Available","Critical Limb Ischemia","Other: Mesenchymal stem cells from adipose tissue","Number of adverse events and serious adverse events|Evolution of chronic critical ischemia","Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud|Iniciativa Andaluza en Terapias Avanzadas|Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years to 89 Years   (Adult, Older Adult)","Phase 2","33","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CeTMAd/ICC/2009|2009-013554-32","February 2011","July 2018","July 2018","December 10, 2012",,"July 9, 2018","Hospital San Lazaro, Sevilla, Spain|University Hospital Virgen Macarena, Sevilla, Spain",,"https://ClinicalTrials.gov/show/NCT01745744"
260,"NCT04898088","A Proof of Concept Study for the DNA Repair Driven by the Mesenchymal Stem Cells in Critical COVID-19 Patients","REPAIR","Completed","No Results Available","COVID-19 Pneumonia","Biological: Mesenchymal Stem Cells Transplantation","Expression of PARP1 gene as indicator of base excision repair|Expression of genes ATM, RAD51, RAD52 and WRN as indicator of Recombinational repair|Expression of genes RAD23B and ERCC1 as indicator of Nucleotide excision repair|Expression of genes MLH1, MSH2 and MSH6as indicator of Mismatch repair","SBÜ Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi|Istinye University|Liv Hospital (Ulus)","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","8860/9193","January 1, 2020","August 30, 2020","September 30, 2020","May 24, 2021",,"May 24, 2021","Istinye University, Istanbul, Turkey|SBÜ Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi, Istanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT04898088"
261,"NCT03378414","Umbilical Cord Mesenchymal Stem Cells Therapy (19#iSCLife®-SA) for Patients With Spinocerebellar Ataxia",,"Not yet recruiting","No Results Available","Spinocerebellar Ataxia Type 1|Spinocerebellar Ataxia Type 2|Spinocerebellar Ataxia Type 3|Spinocerebellar Ataxia Type 6","Procedure: Intravenous infusion|Procedure: Intrathecal injection|Biological: umbilical cord mesenchymal stem cell","Scale for the assessment anf rating of ataxia (SARA)|Image examinations|Inventory of Non-Ataxia Symptoms (INAS) score|Cerebrospinal fluid (csf) routine","Sclnow Biotechnology Co., Ltd.","All","16 Years to 60 Years   (Child, Adult)","Phase 2","45","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SCLnow-XY-03","June 2022","December 2022","December 2023","December 19, 2017",,"May 9, 2022",,,"https://ClinicalTrials.gov/show/NCT03378414"
262,"NCT03529136","Clinical Trial of Umbilical Cord Mesenchymal Stem Cell Transfusion in Decompensated Liver Cirrhosis",,"Unknown status","No Results Available","Decompensated Liver Cirrhosis","Biological: UC-MSC","overall survival","Shandong Qilu Stem Cells Engineering Co., Ltd.|Shanghai Public Health Clinical Center|First Affiliated Hospital of Fujian Medical University|Yantai Hospital for Infectious Diseases|The Second Affiliated Hospital of Chongqing Medical University|Jinan Hospital for Infectious Diseases","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","252","Industry|Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CTR1800015304","June 1, 2018","December 31, 2019","April 30, 2020","May 18, 2018",,"May 18, 2018",,,"https://ClinicalTrials.gov/show/NCT03529136"
263,"NCT05127122","Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for ARDS","EXIT-ARDS","Not yet recruiting","No Results Available","ARDS, Human","Drug: Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles|Other: Saline","The incidence of serious adverse events.|Number to patients with All-Cause Mortality at 28 days|Ventilator-free days at 28days|Change in partial pressure of arterial oxygen to fraction of inspired oxygen (PaO2/FiO2) ratio from pre-infusion baseline(Day 0)to Day 7.PaO2 may be calculated from arterial blood gas (ABG)or imputed from the SpO2daily.","Direct Biologics, LLC","All","18 Years to 85 Years   (Adult, Older Adult)","Phase 1|Phase 2","81","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","DB-EF-EXITARDS-0003","January 2023","January 2023","January 2023","November 19, 2021",,"September 10, 2022",,,"https://ClinicalTrials.gov/show/NCT05127122"
264,"NCT02192749","Allogeneic Umbilical Cord Mesenchymal Stem Cell Therapy for Autism",,"Completed","No Results Available","Autism","Biological: Umbilical cord mesenchymal stem cells","Number of participants with adverse events|Number of participants with a change in disability as measured by the Autism Treatment Evaluation Checklist (ATEC)|Number of participants with a change in disability as measured by the Childhood Autism Rating Scale (CARS)|Change from baseline macrophage-derived chemokine (MDC)|Change from baseline thymus and activation-regulated chemokine (TARC)","Translational Biosciences","All","6 Years to 16 Years   (Child)","Phase 1|Phase 2","20","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TBS-UCMSC-ASD001","July 2014","August 2017","August 2017","July 17, 2014",,"October 13, 2017","Stem Cell Institute, Panama City, Panama",,"https://ClinicalTrials.gov/show/NCT02192749"
265,"NCT01932164","Use of Mesenchymal Stem Cells for Alveolar Bone Tissue Engineering for Cleft Lip and Palate Patients",,"Completed","Has Results","Cleft Lip and Palate","Procedure: maxillary alveolar graft by tissue engineering|Procedure: Bone tissue engineering using mesenchymal stem cells","Amount of New Bone Mass Formed|Quality of Bone Regeneration","Hospital Sirio-Libanes|Hospital Infantil Universitario Niño Jesús, Madrid, Spain","All","7 Years to 12 Years   (Child)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HSL 2013-04","May 2013","December 16, 2015","December 16, 2015","August 30, 2013","March 30, 2015","May 28, 2020","Hospital Sírio Libanês, São Paulo, Brazil",,"https://ClinicalTrials.gov/show/NCT01932164"
266,"NCT02565459","MSC and Kidney Transplant Tolerance (Phase A)",,"Unknown status","No Results Available","Chronic Renal Failure","Biological: Mesenchymal Stromal Cells","Number of adverse events|Circulating naive and memory T cell count (CD45RA/CD45RO) (flow cytometry analysis)|Circulating regulatory T cell count.|T-cell function in mixed lymphocyte reaction.|Urinary FOXP3 mRNA expression evaluated by real time quantitative PCR","Monia Lorini|Mario Negri Institute for Pharmacological Research|A.O. Ospedale Papa Giovanni XXIII","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","22","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Third-party MSC-Tx tolerance A|2015-002186-27","September 2015","September 2021","December 2021","October 1, 2015",,"April 6, 2018","U.O. Nefrologia e Dialisi, Bergamo, Italy",,"https://ClinicalTrials.gov/show/NCT02565459"
267,"NCT05035862","Mechanisms of Interferon Gamma-primed Mesenchymal Stromal Cells (MSCs) for Moderate-to-severe Persistent Asthma",,"Recruiting","No Results Available","Asthma","Drug: Albuterol Sulfate|Drug: Interferon gamma-primed mesenchymal stromal cells (MSCs)|Drug: Prednisone","Change in number of adverse events and severe adverse events post-intervention|Number of grade ≥3 adverse reaction attributable to the γMSC product|Change in lung function test|In- vivo trafficking of MSCs after intravenous infusion|Upper airway inflammation of MSC treatment|Circulating inflammatory cells of MSC treatment|Biophysical characteristics of the cell products and correlation with clinical outcome","Emory University|The Marcus Foundation|Ossium Health, Inc.","All","18 Years to 30 Years   (Adult)","Phase 1","12","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","STUDY00002655|2709","March 16, 2022","July 2023","July 2023","September 5, 2021",,"July 25, 2022","Children's Healthcare of Atlanta, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT05035862"
268,"NCT03580291","Human Umbilical Cord Mesenchymal Stem Cells Treatment for Lupus Nephritis (LN)",,"Unknown status","No Results Available","Lupus Nephritis","Other: Mesenchymal stem cells|Drug: Mycophenolate Mofetil|Other: Placebo of Mesenchymal stem cells|Drug: Placebo of Mycophenolate Mofetil","Total remission rate|The time for subjects of the two groups to achieve PR and CR|Levels of 24-hour urinary protein|Ratio of Urinary Protein / Creatinine|Levels of serum albumin|Levels of serum creatinine|The estimated glomerular filtration rate ( eGFR )|Levels of Complement component 3 (C3)|Levels of Complement component 4 (C4)|The antinuclear antibody (ANA) levels|The anti-double stranded DNA antibody (dsDNA) levels|Patient Health Assessment Questionnaire (HAQ) score|Physician Global Assessment (PhGA) score|The (Systemic lupus Erythematosis Disease Activity index) SLEDAI score|The (British Isles lupus assessment group ) BILAG score|The SLE reaction index|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0","Lingyun Sun|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School","All","18 Years to 60 Years   (Adult)","Phase 2","230","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","2017001","August 1, 2018","June 1, 2021","June 1, 2021","July 9, 2018",,"July 10, 2018","The Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT03580291"
269,"NCT00813267","Mesenchymal Stem Cell for Osteonecrosis of the Femoral Head",,"Unknown status","No Results Available","Osteochondritis of the Femoral Head","Biological: mesenchymal stem cell infusion|Biological: bone marrow mononuclear cell infusion","The femoral head blood-supply artery angiographies and the areas of femoral head necrosis|Coxa joint paining|Walking distance|Joint functions|Life","Jianming Tan|Fuzhou General Hospital","All","12 Years to 60 Years   (Child, Adult)","Early Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","fuzhough1221","December 2009","August 2011","August 2015","December 23, 2008",,"October 10, 2012","Fuzhou General Hospital, Fuzhou, Fujian, China",,"https://ClinicalTrials.gov/show/NCT00813267"
270,"NCT01985464","Umbilical Cord Tissue-derived Mesenchymal Stem Cells for Rheumatoid Arthritis",,"Unknown status","No Results Available","Rheumatoid Arthritis","Biological: Umbilical cord mesenchymal stem cells","Number of participants with adverse events|Number of participants with a change in disease activity index as measured by 28-DAS Score|Number of participants with a change in current disease activity as measured by EULAR Response Criteria|Change from baseline quality of life measure (based on Stanford HAQ)|Change from baseline C-reactive protein|Change from baseline erythrocyte sedimentation rate (ESR)|Change from baseline anti-citrulline antibody measure|Change from baseline rheumatoid factor (RF)","Translational Biosciences","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","20","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TBS-UCMSCRA-001","October 2013","December 2019","June 2020","November 15, 2013",,"June 20, 2019","Stem Cell Institute, Panama City, Panama",,"https://ClinicalTrials.gov/show/NCT01985464"
271,"NCT01983709","Allogeneic Human Bone Marrow Derived Mesenchymal Stem Cells in Localized Prostate Cancer","MSC","Terminated","No Results Available","Prostate Cancer","Biological: Allogeneic Human Mesenchymal Stem Cells","Amount of systemically infused (MSC) DNA relative to recipient DNA at sites of prostate cancer in men with localized adenocarcinoma of the prostate that are scheduled to undergo a prostatectomy|Feasibility of infusing MSCs into men with localized prostate cancer who plan to undergo a prostatectomy.|Determine the proportion of MSC to recipient DNA in the peripheral blood|Determine the proportion of MSC to recipient DNA within the seminal vesicle.|Changes in the Sexual Health Inventory for Men (SHIM) survey post-prostatectomy.|Change in urinary function as assessed by the Expanded Prostate Cancer Index Composite (EPIC) survey post-prostatectomy|Change in bowel habits as assessed by the Expanded Prostate Cancer Index Composite (EPIC) survey post-prostatectomy|Change in sexual function as assessed by the Expanded Prostate Cancer Index Composite (EPIC) survey post-prostatectomy|Change in hormonal function as assessed by the Expanded Prostate Cancer Index Composite (EPIC) survey post-prostatectomy|Change in overall satisfaction as assessed by the Expanded Prostate Cancer Index Composite (EPIC) survey post-prostatectomy|Safety as assessed by number of participants experiencing adverse events|Safety as assessed by number of participants experiencing serious adverse events|Safety as assessed by number of participants experiencing treatment-related adverse events","Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins","Male","18 Years to 100 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","J1348|NA_00083720","October 2013","June 2017","June 2017","November 14, 2013",,"July 16, 2018","Johns Hopkins Hospital, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01983709"
272,"NCT02034188","Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis",,"Completed","No Results Available","Multiple Sclerosis","Biological: Umbilical cord mesenchymal stem cells","Number of participants with adverse events|Number of participants with a change in disability as measured by Expanded Disability Status Scale (EDSS)|Number of participants with a change in neurological impairment as measured by Scripps Neurological Rating Scale|Number of participants with a change in cognitive function as measured by the • Paced Auditory Serial Addition Test (PASAT)|Number of participants with a change in upper extremity function as measured by the Nine Hole Peg Test|Number of participants with a change in mobility and leg function as measured by the 25 foot walking test|Number of participants with a change in quality of life as measured by the Short form 36 (SF-36) quality of life questionnaire|Number of participants experiencing pulmonary edema as measured by 12-lead electrocardiogram (ECG)|Number of participants with a change in brain or spinal cord lesions as measured by gadolinium-enhanced magnetic resonance imaging (MRI)","Translational Biosciences","All","18 Years to 55 Years   (Adult)","Phase 1|Phase 2","20","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TBS-UCMSC-001","January 2014","March 2016","March 2016","January 13, 2014",,"August 10, 2017","Stem Cell Institute, Panama City, Panama",,"https://ClinicalTrials.gov/show/NCT02034188"
273,"NCT01716481","The STem Cell Application Researches and Trials In NeuroloGy-2 (STARTING-2) Study","STARTING-2","Unknown status","No Results Available","Stroke, Ischemic","Other: Mesenchymal stem cell","Categorical shift in modified Rankin scale (mRS)|Change of National Institutes of Health stroke scale (NIHSS)|Early improvement of National Institutes of Health stroke scale (NIHSS)|Dichotomized modified Rankin scale (mRS)|Change of modified Rankin scale (mRS)|Dichotomized modified Barthel index (mBI)|Change of modified Barthel index (mBI)|Change of gross motor function|Change of Fine motor function|Change of Mobility|Change of mini-mental status exam (MMSE)|Change of quality of life|Safety outcome","Samsung Medical Center|Pharmicell Co., Ltd.","All","30 Years to 75 Years   (Adult, Older Adult)","Phase 3","60","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2011-10-047","November 2012","December 2017","December 2017","October 29, 2012",,"April 26, 2017","Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT01716481"
274,"NCT00646724","Cotransplantation of Islet and Mesenchymal Stem Cell in Type 1 Diabetic Patients",,"Unknown status","No Results Available","Type 1 Diabetes Mellitus","Biological: cotransplantation of islet and mesenchymal stem cell","Exogenous insulin requirement|Hemoglobin A1c|Glucose and C-peptide levels|liver function|kidney function|Portal vein Ultrasound|autoantibodies|Complete Blood Count","Fuzhou General Hospital","All","18 Years to 60 Years   (Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","fuzhough0712","January 2008","January 2012","January 2014","March 28, 2008",,"June 16, 2011","Fuzhou General Hospital, Fuzhou, Fujian, China",,"https://ClinicalTrials.gov/show/NCT00646724"
275,"NCT04055415","Clinical Study of Adipose Derived Mesenchymal Stem Cells for Treatment of Pulmonary Arterial Hypertension",,"Unknown status","No Results Available","Pulmonary Hypertension","Biological: adipose derived mesenchymal stem cells|Drug: Conventional drug therapy（expectorant，bronchodilator）","Change in Pulmonary Vascular Resistance from Baseline|Change from Baseline in Participant Quality of Life Using the SF-36|Change in Plasma NT-pro-BNP levels|Change in the IL-1β, IL-6, PGE-2, TGF-β, TNF-α and IGF-1 (ng/ul)|Incidence of Treatment Adverse|Change in Six Minute Walk distance","Liaocheng People's Hospital","All","40 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","mashengjun2","August 1, 2019","August 1, 2020","February 1, 2021","August 13, 2019",,"August 13, 2019","Liaocheng city people's hospital, Liaocheng, Shandong, China",,"https://ClinicalTrials.gov/show/NCT04055415"
276,"NCT03521323","Intrathecal Transplantation of UC-MSC in Patients With Early Stage of Chronic Spinal Cord Injury",,"Unknown status","No Results Available","Spinal Cord Injuries","Drug: Umbilical Cord Mesenchymal Stem Cells|Drug: Placebos","Changes in American Spinal Injury Association (ASIA) Score Scale|Changes in International Association of Neural Restoration Spinal Cord Injury Functional Rating Scale (IANR-SCIRFS)|Changes in electromyogram test|Changes in residual urine","Third Affiliated Hospital, Sun Yat-Sen University|West China Hospital|Shanghai East Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","IT-UCMSC-ECSCI","September 1, 2019","December 31, 2021","December 31, 2021","May 11, 2018",,"May 1, 2019","The Third Affiliated Hospital, Sun Yat-Sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03521323"
277,"NCT01056471","Autologous Mesenchymal Stem Cells From Adipose Tissue in Patients With Secondary Progressive Multiple Sclerosis",,"Completed","No Results Available","Autoimmune Diseases|Immune System Diseases|Demyelinating Diseases|Nervous System Diseases|Demyelinating Autoimmune Diseases, CNS|Autoimmune Diseases of the Nervous System","Other: Autologous mesenchymal stem cells from adipose tissue.","To evaluate safety and tolerability related to the intravenous infusion of autologous mesenchymal stem cells|To evaluate effects on MS disease activity measured by: clinical variables, imaging variables, immunological and neurophysiologic analysis, neuropsychological and quality of life scales.","Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud|Carlos III Health Institute|Andalusian Network for Design and Translation of Advanced Therapies","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CMM/EM/2008","January 2010","June 2012","June 2015","January 26, 2010",,"August 7, 2015","Hospital Regional Universitario de Málaga, Málaga, Spain|Hospital Universitario Virgen Macarena, Sevilla, Spain",,"https://ClinicalTrials.gov/show/NCT01056471"
278,"NCT03521336","Intrathecal Transplantation of UC-MSC in Patients With Sub-Acute Spinal Cord Injury",,"Unknown status","No Results Available","Spinal Cord Injury","Drug: Umbilical Cord Mesenchymal Stem Cells|Drug: Placebo","Changes in American Spinal Injury Association (ASIA) Score Scale|Changes in International Association of Neural Restoration Spinal Cord Injury Functional Rating Scale (IANR-SCIRFS)|Changes in electromyogram test|Changes in residual urine","Third Affiliated Hospital, Sun Yat-Sen University|West China Hospital|Shanghai East Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","84","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","IT-UCMSC-SASCI","September 1, 2019","December 31, 2021","December 31, 2021","May 11, 2018",,"May 1, 2019","Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03521336"
279,"NCT03028428","Intra-articular Injection of MSCs in Treatment of Knee OA",,"Unknown status","No Results Available","Osteoarthritis|Stem Cells|MSC","Biological: Placenta Derived Mesenchymal Stem Cell|Drug: Sodium Hyaluronate","adverse events|radiographic evidence|WOMAC assessment|VAS|SF-36","Affiliated Hospital of Jiangsu University","All","40 Years to 75 Years   (Adult, Older Adult)","Phase 2","1","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","AHJiangsuU-FSK-MSC-OA","December 2016","December 2018","December 2019","January 23, 2017",,"January 30, 2018",,,"https://ClinicalTrials.gov/show/NCT03028428"
280,"NCT01824069","Treatment CLI Nonrevascularizable Lower Limb With Cell Therapy","HULPVAS","Completed","No Results Available","Nonrevascularizable Critical Ischemia of the Lower Limbs","Other: Intramuscular injection of a suspension of adult mesenchymal stem cells derived","Safety of inject mesenchymal stem cells in MMII|Quality of life of patients after treatment","Instituto de Investigación Hospital Universitario La Paz|Hospital Universitario La Paz","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","HULPVAS-2011-01|2012-000290-23","April 2013","April 2014","September 2015","April 4, 2013",,"June 15, 2016","Hospital Universitario La Paz, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01824069"
