"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
45,"NCT01454336","Transplantation of Autologous Mesenchymal Stem Cell in Decompensate Cirrhotic Patients With Pioglitazone",,"Completed","No Results Available","Liver Fibrosis","Biological: Cell injection","ALT|AST|Serum Albumin|Liver Fibrosis|Progression of fibrosis","Royan Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","3","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Royan-liver-003","June 2010","July 2013","July 2013","October 19, 2011",,"May 13, 2014","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT01454336"
46,"NCT02751125","Reconstruction of Jaw Bone Using Mesenchymal Stem Cells",,"Completed","No Results Available","Bone Atrophy","Drug: BCP with autologous mesenchymal stem cells (MSC).","Amount of newly formed bone induced by MSCs and the bone substitute. These measurements are based on radiological assessments.|Implant stability|Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]","University of Bergen|University of Ulm|Haukeland University Hospital|Université de Nantes","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1","13","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2012-003139-50","June 2014","March 1, 2019","March 1, 2020","April 26, 2016",,"March 3, 2020","Institute of Clinical Dentistry, University of Bergen, Bergen, Hordaland, Norway",,"https://ClinicalTrials.gov/show/NCT02751125"
47,"NCT02351011","Human Autologous MSCs for the Treatment of Mid to Late Stage Knee OA",,"Completed","No Results Available","Osteoarthritis of Knee","Biological: 1 x 10^6 MSCs|Biological: 10 x 10^6 MSCs|Biological: 50 x 10^6 MSCs","Safety as determined by the occurrence of local and systemic adverse events and/or serious adverse events.|Knee Injury and Osteoarthritis Outcome Score (KOOS)|Marx Activity Scale (Patient-reported activity)|Short-Form 36 (Health-related quality of life)|Whole Organ MRI Score (WORMS), Gadolinium-enhanced MRI, T2 Mapping (To assess joint structure, inflammation, and cartilage status over time)|Cartilage oligomeric matrix protein (COMP)|Hyaluronic acid (HA)|C-terminal telopeptide of type II collagen (CTXII)|Types I and II collagen cleavage (C1,2C)|Type II collagen cleavage (C2C)|IL-6/TNFα/IL-15","Jas Chahal|University Health Network, Toronto","All","40 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","12","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","MSC-001","February 2015","December 2018","December 2018","January 30, 2015",,"September 27, 2019","Toronto Western Hospital, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02351011"
48,"NCT02384018","Mesenchymal Stem Cell and Islet Co-transplantation",,"Completed","No Results Available","Chronic Pancreatitis|Diabetes","Biological: autologous mesenchymal stromal cell","C-peptide level after mixed meal tolerance test|Liver function, kidney function|The absence of severe hypoglycemic episodes","Medical University of South Carolina|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years to 69 Years   (Adult, Older Adult)","Phase 1","3","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CCT-BMMSC15-001|5R21DK099696","December 2014","June 1, 2016","November 21, 2017","March 10, 2015",,"April 4, 2022","GI Surgery, Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT02384018"
49,"NCT05279157","Autologous Adipose-Derived Adult Stem Cell Implantation for Corneal Diseases (ADASCs-CT-CD)","ADASCs-CT-CD","Recruiting","No Results Available","Ophthalmological Disorder|Corneal Dystrophy|Treatment|Therapy|Keratoconus","Procedure: Implantation|Procedure: Lipoaspiration","Improvement in best-corrected distance visual acuity (BCDVA).|Increase in corneal thickness.|Refractive changes|Improvement in anterior corneal surface regularity","Vissum, Instituto Oftalmológico de Alicante|Universidad Miguel Hernandez de Elche|Instituto de Salud Carlos III","All","18 Years to 60 Years   (Adult)","Phase 2","15","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","EI17-00523|2018-000523-14","April 19, 2022","June 30, 2022","June 30, 2022","March 15, 2022",,"April 28, 2022","Jorge L. Alio, Alicante, Spain",,"https://ClinicalTrials.gov/show/NCT05279157"
50,"NCT04759105","Efficacy of Intradiscal Injection of Autologous BM-MSC in Worker Patients Affected by Chronic LBP Due to Multilevel IDD","ACTIVE","Recruiting","No Results Available","Intervertebral Disc Degeneration|Chronic Low-back Pain","Drug: Autologous BM-MSC|Other: Sham Procedure","Pain clinical relief|Functional disability index improvement|Work ability improvement|Measure pain relief of the patient|Measure functional disability index of the patient|Evaluate disability and quality of life evolution of the patient|Disability and quality of life evolution|Assess rescue painkillers medication|Structural assessment|Evaluation of cost|Incidence of Adverse Events (AE)|Assessment of vital signs|Evaluation of blood and urine analysis|Analysis of chemical biomarkers for tissue degeneration","Campus Bio-Medico University|Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico|Center for Outcomes Research and Clinical Epidemiology, Italy","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","52","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","ACTIVE trial_(BRIC2018-ID03)|2019-004476-19","November 17, 2020","July 31, 2021","June 30, 2022","February 18, 2021",,"February 18, 2021","Campus Bio-Medico University of Rome, Roma, Italy",,"https://ClinicalTrials.gov/show/NCT04759105"
51,"NCT05066334","Efficacy of Intradiscal Injection of Autologous BM-MSC in Subjects With Chronic LBP Due to Multilevel Lumbar IDD","DREAM","Recruiting","No Results Available","Intervertebral Disc Degeneration|Chronic Low-back Pain","Drug: Autologous BM-MSC|Procedure: Sham","Pain Change|Functional disability index evaluation|Disability evolution|Quality of life evolution|Drug consumption of rescue painkillers medication|Measurement of pain|Employment and work status assessment|Structural assessment|Evaluation of costs|Body Mass Index evaluation|Haematological evaluation: safety parameter|Coagulation status: safety parameter|Metabolic functions: safety parameter|Inflammation: safety parameter|Urinalysis|Spine examination|Specific Adverse Events Evaluation","Campus Bio-Medico University|Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico|Center for Outcomes Research and Clinical Epidemiology, Italy","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","52","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","DREAM (GR - 2018-12367168)|2019-002749-40","March 22, 2021","May 31, 2022","June 9, 2023","October 4, 2021",,"October 4, 2021","Campus Bio-Medico University of Rome, Roma, Italy",,"https://ClinicalTrials.gov/show/NCT05066334"
52,"NCT02239393","Safety and Efficacy of Intravenous Autologous Mesenchymal Stem Cells for MS: a Phase 2 Proof of Concept Study","MESCAMS","Completed","No Results Available","Multiple Sclerosis","Biological: Mesenchymal Stem Cells","Safety|Efficacy","Ottawa Hospital Research Institute","All","18 Years to 50 Years   (Adult)","Phase 2","31","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20140368","June 2015","December 2019","December 2019","September 12, 2014",,"March 4, 2020","Health Sciences Centre, Winnipeg, Manitoba, Canada|Ottawa Hospital - General Campus, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT02239393"
53,"NCT02017912","Phase 2, Randomized, Double Blind, Placebo Controlled Multicenter Study of Autologous MSC-NTF Cells in Patients With ALS","NurOwn","Completed","No Results Available","Amyotrophic Lateral Sclerosis (ALS)","Biological: Autologous MSC-NTF cells|Biological: Placebo","Number of patients with adverse events|Change in Amyotrophic Lateral Sclerosis (ALS) Functional Rating Scale (ALS-FRS) slopes from the pre-transplantation period to the post-transplantation period between the treatment and placebo groups through 24 weeks post-transplantation.|Change in SVC slopes from the pre-transplantation period to the post-transplantation period between the treatment and placebo groups through 24 weeks post-transplantation","Brainstorm-Cell Therapeutics","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","48","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","BCT-001-US","May 2014","March 2016","July 2016","December 23, 2013",,"July 18, 2018","Massachusetts General Hospital, Boston, Massachusetts, United States|UMass Medical School, Worcester, Massachusetts, United States|Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02017912"
54,"NCT00781872","Mesenchymal Stem Cells for the Treatment of MS",,"Completed","No Results Available","Multiple Sclerosis","Biological: Injection of autologous bone marrow derived mesenchymal stem cells","Safety of one or multiple intrathecaland intravenous injections of autologous MSC in Multiple sclerosis|Clinical effects in terms of changes in the expended disability status scale (EDSS) at 3-6 month intervals|Immunological effects of treatment with MSC in MS","Hadassah Medical Organization","All","35 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","24","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MS22MSC-HMO-CTIL","October 2006","December 2009","December 2009","October 29, 2008",,"March 29, 2021",,,"https://ClinicalTrials.gov/show/NCT00781872"
55,"NCT03799718","Safety and Efficacy of Repeated Administration of NurOwn (MSC-NTF Cells) in Participants With Progressive MS",,"Completed","No Results Available","Multiple Sclerosis, Chronic Progressive","Biological: NurOwn (MSC-NTF cells)","Incidence of treatment-emergent adverse events|Timed 25-foot walking speed or 9-Hole Peg Test - change from baseline.|Number of participants with changes in neurotrophic factors (such as Vascular endothelial growth factor and Hepatocyte growth factor) in the cerebrospinal fluid (CSF) following NurOwn® transplantation","Brainstorm-Cell Therapeutics","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","20","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BCT-101-US","March 13, 2019","March 11, 2021","March 30, 2021","January 10, 2019",,"September 1, 2021","University of Southern California, Los Angeles, California, United States|Stanford University School of Medicine, Redwood City, California, United States|The Mount Sinai Hospital, New York, New York, United States|Cleveland Clinic, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03799718"
56,"NCT02315027","Mesenchymal Stem Cell Therapy in Multiple System Atrophy",,"Active, not recruiting","No Results Available","MSA","Biological: Autologous Mesenchymal Stem Cells","Adverse event frequency (by severity, type, attribution, and intervention dose).|Rate of change of Unified Multiple System Atrophy Rating Scale (UMSARS) I score from baseline to 12 months (or last available date), compared with placebo limb of Rifampicin trial (historical control cohort).|Rate of change from baseline to 12 months (or last available date) in UMSARS II score.|Rate of change from baseline to 12 months (or last available date) in UMSARS total score.|Rate of change in COMPASS-select score from baseline to 12 months.|Change in CASS score and thermoregulatory sweat test (TST) % from baseline to 12 months.|MRI morphometric changes using dedicated algorithms to evaluate rate of atrophy of defined areas of brain from baseline to 12 months.|Change in CSF biomarkers from baseline to 2 months.","Mayo Clinic|Food and Drug Administration (FDA)|National Institute of Neurological Disorders and Stroke (NINDS)","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other|U.S. Fed|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","12-005950|R01FD004789|R01NS092625","October 2012","March 2024","March 2024","December 11, 2014",,"September 9, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02315027"
57,"NCT02230514","Mesenchymal Stromal Cells for the Treatment of Non-union Fractures of Long Bones",,"Completed","No Results Available","Atrophic Nonunion of Fracture","Drug: XCEL-MT-OSTEO-ALPHA|Other: autologous iliac crest|Procedure: Surgery","Efficacy assessment of XCEL-MT-OSTEO-ALPHA in non-union fractures by imaging procedures|Safety assessment of XCEL-MT-OSTEO-ALPHA in non-union fractures|Efficacy assessment by quality of life test","Banc de Sang i Teixits|Hospital ASEPEYO Sant Cugat","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","19","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","XCEL-PSART-01|2013-005025-23","November 20, 2014","March 5, 2019","December 20, 2019","September 3, 2014",,"April 12, 2021","Hospital ASEPEYO Sant Cugat, Sant Cugat, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02230514"
58,"NCT02807389","Stem Cell Fistula Plug in Post Surgical Leak Fistulas",,"Completed","No Results Available","Surgical Leak Fistula","Drug: MSC Fistula Plug","Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Incidence of Fistula Closure","Mayo Clinic","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","2","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-004326","March 14, 2017","April 2, 2019","April 2, 2019","June 21, 2016",,"April 23, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02807389"
59,"NCT03220243","Stem Cell Coated Fistula Plug in Patients With Crohn's RVF",,"Completed","No Results Available","Fistula Vagina|Crohn Disease","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-002892","October 19, 2017","September 20, 2020","September 20, 2020","July 18, 2017",,"October 30, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03220243"
60,"NCT00644410","Autologous Mesenchymal Stromal Cell Therapy in Heart Failure",,"Completed","No Results Available","Congestive Heart Failure","Biological: Mesenchymal stromal cell|Biological: Saline","Improvements in left ventricular function|Clinical improvements","Rigshospitalet, Denmark","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","59","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MSC heart failure","September 2008","March 2015","March 2015","March 26, 2008",,"March 17, 2015","The Heart Centre, Rigshospitalet University Hospital Copenhagen,, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT00644410"
61,"NCT02589119","Stem Cell Fistula Plug in Cryptoglandular Perianal Fistulas (MSC-AFP)",,"Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-003200","January 2016","September 2019","September 2019","October 28, 2015",,"December 6, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02589119"
62,"NCT03209700","Re-treatment From a Phase I Study of MSC-AFP in Patients With Perianal Fistulas","MSC-AFP","Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula|Crohn's Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","William A. Faubion, M.D.|Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-004503","July 20, 2017","December 10, 2019","December 10, 2019","July 6, 2017",,"January 3, 2020","Mayo Clinic in Minnesota, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03209700"
63,"NCT01068951","Treatment of Patients With Newly Onset of Type 1 Diabetes With Mesenchymal Stem Cells",,"Completed","No Results Available","Type 1 Diabetes","Biological: Mesenchymal stem cells","The concentration of stimulated c-peptide at 90 minutes after the start of a mixed meal tolerance test at 365+/-10 days following the infusion or not with mesenchymal stem cells","Uppsala University Hospital","All","18 Years to 40 Years   (Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","AS2010-0180","June 2010","September 2013","September 2013","February 17, 2010",,"February 5, 2014","Uppsala University Hospital, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT01068951"
64,"NCT04210440","The Treatment of Initial Stage of Hip Osteonecrosis: the Core Decompression","NEC15","Completed","No Results Available","Hip Necrosis|Hip Injuries","Procedure: Core decompression procedure","Avoiding arthroplasty|Harris Hip Score","Dante Dallari, MD|Istituto Ortopedico Rizzoli","All","18 Years to 50 Years   (Adult)","Not Applicable","52","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0029170","March 1, 2003","March 1, 2011","March 1, 2012","December 24, 2019",,"December 24, 2019","Istituto Ortopedico Rizzli, Bologna, Italy",,"https://ClinicalTrials.gov/show/NCT04210440"
65,"NCT02152657","Evaluation of Autologous Mesenchymal Stem Cell Transplantation in Chronic Spinal Cord Injury: a Pilot Study",,"Completed","No Results Available","Spinal Cord Injury","Other: Mesenchymal stem cell transplantation","Magnetic resonance imaging|Sensitivity and motor strength on the inferior limbs|Improvement in urological function|Improvements in sensorial mapping and neuropathic pain","Hospital Sao Rafael","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SCI-002","January 2015","December 2015","December 2016","June 2, 2014",,"April 26, 2017","Hospital São Rafael, Salvador, Bahia, Brazil",,"https://ClinicalTrials.gov/show/NCT02152657"
66,"NCT01377870","Evaluation of Autologous Mesenchymal Stem Cell Transplantation (Effects and Side Effects) in Multiple Sclerosis",,"Completed","No Results Available","Multiple Sclerosis","Biological: intravenous injection of mesenchymal stem cells|Biological: injection of cell free media","MRI metrics changes|Brain atrophy|number of sever relapses|EDSS|MSFC|quality of life|RAO Test|intravenous cell transplantation","Royan Institute","All","18 Years to 55 Years   (Adult)","Phase 1|Phase 2","22","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","Royn-nerve-001","December 2011","March 2014","April 2014","June 21, 2011",,"March 7, 2018","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT01377870"
67,"NCT03280056","Safety and Efficacy of Repeated Administrations of NurOwn® in ALS Patients",,"Completed","No Results Available","Amyotrophic Lateral Sclerosis (ALS)","Biological: NurOwn® (MSC-NTF cells)|Other: Placebo|Other: Bone Marrow aspiration","To evaluate the efficacy and safety of NurOwn® (autologous MSC-NTF cells) as compared to placebo as measured by the amyotrophic lateral sclerosis functional rating scale (ALSFRS-R)|Biomarkers","Brainstorm-Cell Therapeutics|California Institute for Regenerative Medicine (CIRM)","All","18 Years to 60 Years   (Adult)","Phase 3","263","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","BCT-002-US","August 28, 2017","October 30, 2020","October 30, 2020","September 12, 2017",,"October 6, 2021","University of California Irvine Alpha Stem Cell Clinic, Irvine, California, United States|Cedars-Sinai Medical Center, Los Angeles, California, United States|California Pacific Medical Center, San Francisco, California, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03280056"
68,"NCT01206179","Treatment of Non Union of Long Bone Fractures by Autologous Mesenchymal Stem Cell",,"Completed","No Results Available","Nonunion Fractures","Biological: cell injection","Radiological progression of bone fusion|Reduction of pain using VAS|Cost analysis based on length of hospital stay","Royan Institute","All","12 Years to 75 Years   (Child, Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Royan-Bone-004","March 2009","March 2011","May 2011","September 21, 2010",,"December 14, 2011","Royan Institute, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT01206179"
69,"NCT01468064","Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Ischemic Stroke","AMETIS","Completed","No Results Available","Stroke|Infarction, Middle Cerebral Artery","Genetic: Autologous BMSCs transplantation|Genetic: Autologous EPCs transplantation|Genetic: IV infusion of placebo","Number of adverse events after infusion of BMSCs or EPCs.|Changes in functional outcomes measured by the modified Rankin Scale (mRS) and the Barthel index (BI).","Southern Medical University, China|The Second People's Hospital of Nanhai District of Foshan|The First People's Hospital of Haizhu District Guangzhou|Cellonis Biotechnology Co. Ltd.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","ZJH-001|2011A030400007","November 2011","December 2015","March 2017","November 9, 2011",,"April 2, 2021","Zhujiang Hospital, Southern Medical University, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT01468064"
70,"NCT04349631","A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",,"Completed","No Results Available","COVID-19","Biological: HB-adMSCs","Incidence of hospitalization for COVID-19|Incidence of symptoms for COVID-19|absence of upper/lower respiratory infection|Glucose|Calcium|Albumin|Total Protein|Sodium|Total carbon dioxide|Potassium|Chloride|BUN|Creatinine|Alkaline phosphatase|Alanine aminotransferase|Aspartate aminotransferase|Total bilirubin|White blood cells|Red blood cells|Hemoglobin|Hematocrit|Mean corpuscular volume|Mean corpuscular hemoglobin|Mean corpuscular hemoglobin concentration|Red cell distribution width|Neutrophils|Lymphs|Monocytes|Eos|Basophils|Absolute neutrophils|Absolute lymphs|Absolute monocytes|Absolute eosinophils|Absolute basophils|Immature granulocytes|Absolute Immature granulocytes|Platelets|Prothrombin time|INR|TNFalpha|Interleukin-6|Interleukin-10|C-reactive protein|SF-36|PHQ-9","Hope Biosciences Stem Cell Research Foundation|Hope Biosciences","All","Child, Adult, Older Adult","Phase 2","56","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","HBCOV01","April 22, 2020","November 24, 2020","May 1, 2021","April 16, 2020",,"July 7, 2021","Hope Biosciences Stem Cell Research Foundation, Sugar Land, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04349631"
71,"NCT00420134","Improvement of Liver Function in Liver Cirrhosis Patients After Autologous Mesenchymal Stem Cell Injection:a Phase I-II Clinical Trial",,"Completed","No Results Available","Liver Failure|Cirrhosis","Procedure: injection of progenitor of hepatocyte drived from Mesenchymal stem cell","Liver function test|MELD score|Cirrhosis mortality after 6 months","Shahid Beheshti University of Medical Sciences|Tarbiat Modarres University","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single|Primary Purpose: Treatment","348","February 2006","May 2009","June 2009","January 9, 2007",,"September 17, 2009","Research Center for Gastroenterology and Liver Diseases, Tehran, Iran, Islamic Republic of|Research center of Gastroenterology and Liver Disease, Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT00420134"
72,"NCT03969680","Mesenchymal Stem Cell Transplantation for Osteoarthritis",,"Recruiting","No Results Available","Knee Osteoarthritis","Biological: Auotologous BMSCs plus autologous PRP|Biological: Auotologous PRP","Physical function change|Change in pain density|Cartilage repair|Change in MOS item short from health survey(SF-36)|Change in Lequesne Index|Change in knee society score (KSS)","Yantai Yuhuangding Hospital","All","40 Years to 70 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","2019-002","July 8, 2019","June 30, 2023","December 31, 2023","May 31, 2019",,"August 4, 2022","Yantai Yuhuangding Hospital, Yantai, Shandong, China",,"https://ClinicalTrials.gov/show/NCT03969680"
73,"NCT02012153","Mesenchymal Stromal Cells in Kidney Transplant Recipients",,"Recruiting","No Results Available","Kidney Transplant Rejection","Biological: Mesenchymal Stromal Cells","Circulating naïve and memory T cell count (CD45RA/CD45RO) (flow cytometry analysis).|T-cell function by ELISPOT assay in mixed lymphocyte reaction.|Number of adverse events.|Circulating regulatory T cell count.|Urinary FOXP3 mRNA expression evaluated by real time quantitative PCR.","Mario Negri Institute for Pharmacological Research|A.O. Ospedale Papa Giovanni XXIII","All","18 Years and older   (Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC-Tx tolerance|2013-003221-29","December 2013","December 2022","March 2023","December 16, 2013",,"November 26, 2021","U.O. Nefrologia e Dialisi, Bergamo, Italy",,"https://ClinicalTrials.gov/show/NCT02012153"
74,"NCT03840343","Patient-Derived Stem Cell Therapy for Diabetic Kidney Disease",,"Recruiting","No Results Available","Diabetic Kidney Disease|Diabetic Nephropathies|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|Chronic Kidney Disease|Diabetic Nephropathy Type 2|Kidney Failure|Kidney Insufficiency","Biological: Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Lower Dose|Biological: Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Higher Dose","Adverse Events|Kidney Function","Mayo Clinic|Regenerative Medicine Minnesota","All","45 Years to 75 Years   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-002423|RMM 091718 CT 001","October 23, 2019","December 2024","December 2025","February 15, 2019",,"March 15, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03840343"
75,"NCT05080465","Long Term Follow up Mesenchymal Stem Cell Therapy for Patients Virus-related Liver Cirrhosis",,"Active, not recruiting","No Results Available","Liver Cirrhosis","Biological: Autologous BM MSC","MR Elastography|The level of serum alanine aminotransferase (ALT)|Clinical Examination|The level of glomerular filtration rate (GFR)|The level of serum albumin (ALB)|The level of serum total bilirubin (TB)","Ukraine Association of Biobank","All","18 Years to 69 Years   (Adult, Older Adult)","Phase 3","700","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","UAB00240818-1","December 2, 2018","October 7, 2021","December 31, 2022","October 15, 2021",,"May 18, 2022","Institute of Bio-Stem Cell Rehabilitation, Kharkov, Ukraine",,"https://ClinicalTrials.gov/show/NCT05080465"
