"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
42,"NCT01860417","Treatment of Degenerative Disc Disease With Allogenic Mesenchymal Stem Cells (MSV)","Disc_allo","Completed","No Results Available","Degenerative Disc Disease|Intervertebral Disc Disease|Low Back Pain","Biological: Allogenic Mesenchymal Stromal Cells|Drug: Mepivacaine","Safety and tolerability|Pain and disability evolution|Evolution of affected disc(s) by quantitative Magnetic Resonance Imaging (RMI)|Llife quality evolution (Short Form (SF)-12 questionnaire)","Red de Terapia Celular|Citospin|University of Valladolid","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","25","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","TerCel005|2012-004444-30|Disc_allo_MSV","April 2013","April 2017","April 2017","May 22, 2013",,"April 26, 2017","Hospital Clinico Universitario, Valladolid, Spain|Instituto de Biologia y Genetica Molecular, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT01860417"
43,"NCT04089579","hCT-MSC in Children With Autism Spectrum Disorder","IMPACT","Recruiting","No Results Available","Autism|Autism Spectrum Disorder","Biological: Cord Tissue Mesenchymal Stromal Cells|Other: Placebo Infusion","Change on the Socialization and Communication Subscale Standard Scores on the Vineland Behavior Scales|Change in VABS-3 Socialization Standard Score|Change in VABS-3 Communication Standard Score|Change in CGI-Severity score|CGI-Intervention score|Change in the Pediatric Quality of Life Scale","Joanne Kurtzberg, MD|The Marcus Foundation|Duke University","All","4 Years to 11 Years   (Child)","Phase 2","164","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Pro00102894","October 12, 2020","February 1, 2023","August 1, 2023","September 13, 2019",,"February 18, 2022","Duke University Medical Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04089579"
44,"NCT03522545","Adjunctive Allogeneic Mesenchymal Stem Cells for Treatment-resistant Bipolar Depression",,"Recruiting","No Results Available","Treatment-resistant Bipolar Depression","Biological: Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs)|Biological: Placebo","Change in depression as assessed by the Montgomery-Åsberg Depression Rating Scale (MADRS)|Change in Functional impairment as assessed by the Functioning Assessment Short Test (FAST)|Change in Overall functioning in living as assessed by the Global Assessment of Functioning (GAF)|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity of mania subscale|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity of depression subscale|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity overall subscale|Change in neurocognition as assessed by the California Verbal Learning Test|Change in problem-solving ability as assessed by the Wisconsin Card Sorting Test (WCST)|Number of participants with inflammatory markers as assessed by multiplex biomarker analysis|Change in brain-derived neurotrophic factor (BDNF) level as assessed by enzyme-linked immunosorbent assay (ELISA)|Change in C-reactive protein (CRP) level as assessed by enzyme-linked immunosorbent assay (ELISA)|Number of participants with a change in brain activity between baseline and week 26 as assessed by Magnetic Resonance Imaging (MRI)|Number of participants who withdrawal due to Adverse Events (AEs)|Number of participants with suicidal ideation based on clinical assessment|Number of participants with treatment emergent mania or hypomania as assessed by the Young Mania Rating Scale (YMRS) and clinical assessment","The University of Texas Health Science Center, Houston","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HSC-MS-16-0657","June 1, 2021","July 1, 2024","July 1, 2024","May 11, 2018",,"September 7, 2022","The University of Texas Health Science Center at Houston, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03522545"
45,"NCT01586312","Treatment of Knee Osteoarthritis With Allogenic Mesenchymal Stem Cells","MSV_allo","Completed","Has Results","Osteoarthritis, Knee|Arthritis of Knee|Knee Osteoarthritis","Other: Allogenic mesenchymal stromal cells injection|Drug: Hyaluronic Acid","Number of Participants With Adverse Events as a Measure of Safety and Tolerability|Pain and Disability Evolution (WOMAC, Visual Analogue Scale, Lequesne Index and SF-12 Scores)|Evolution of Cartilage Degeneration by T2 Relaxation Measurements in MRI (Cartigram)","Red de Terapia Celular|University of Valladolid|Sanidad de Castilla y León|Centro Medico Teknon","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","TerCel004|2011-005321-51|EC11-309|MSV_allo","April 2012","December 2013","June 2014","April 26, 2012","November 6, 2014","October 16, 2015","Centro Medico Teknon, Barcelona, Spain|Hospital Clinico Universitario, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT01586312"
46,"NCT03608579","Autologous Culture Expanded Adipose Derived MSCs for Treatment of Painful Hip OA",,"Recruiting","No Results Available","Osteoarthritis, Hip","Drug: Autologous Adipose Derived Mesenchymal Stromal Cells","Nature, incidence and severity of adverse events (AEs)|Change in Visual Analog Scale (VAS) for pain in the target hip following completion of treatment cycles|Change in Tegner activity scale in the target hip following completion of treatment cycles|Change in modified Harris Hip Score (mHHS) in the target hip following completion of treatment cycles|Change in Hip disability and osteoarthritis Outcome Score (HOS) in the target hip following completion of treatment cycles|Change in radiographic joint morphology|Change in cartilage thickness|Change in cartilage volume|Change in cartilage morphology|Change in subchondral bone morphology|Change periarticular soft-tissues|Change in synovial fluid biomarkers within the target hip","Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-000015","November 5, 2018","December 2022","December 2022","August 1, 2018",,"December 17, 2021","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03608579"
47,"NCT04714801","Adipose Derived Mesenchymal Cell Treatment in Lungtransplantation",,"Recruiting","No Results Available","Lung Transplant Rejection","Drug: adipose derived mesenchymal stromal cells|Drug: Saline","Pulmonary graft dysfunction (PDG)|Kidney glomerular Filtration Rate|Inflammatory markers","Rigshospitalet, Denmark","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ASC Lungtransplantation","October 1, 2020","November 30, 2023","November 30, 2024","January 19, 2021",,"July 16, 2021","2014 Department of Cardiology, The Heart Centre, University Hospital Rigshospitalet, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT04714801"
48,"NCT01909154","Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia","CME-LEM1","Completed","Has Results","Spinal Cord Injury","Biological: Mesenchymal stromal cell therapy","Safety-Number of Adverse Events|Efficacy-Sensitivity Recovery Using ASIA Scale|Efficacy-Changes in the Level of Chronic Pain Based on the IANR-SCIFRS Scale (Pain Section)|Efficacy- Changes in the Neurophysiological Parameters Measured as the Number of Patients With SSEPs (Somatosensory Evoked Potentials)|Efficacy-Urodynamic Studies in Terms of máximum Cystometric Capacity|Efficacy-modification of Magnetic Resonance Imaging (MRI)","Puerta de Hierro University Hospital","All","18 Years to 60 Years   (Adult)","Phase 1","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CME-LEM1|2010-023285-46","March 2013","April 2014","March 2015","July 26, 2013","March 29, 2019","March 29, 2019","Hospital Puerta de Hierro, Majadahonda, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01909154"
49,"NCT04971161","Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of CVU (Phase IIb)",,"Recruiting","No Results Available","Skin Ulcer Venous Stasis Chronic","Biological: allo-APZ2-CVU|Drug: Placebo","Complete wound closure at Week 18 already persisting for at least two weeks|Assessment of adverse event (AE) occurrence|Wound size change in percent at each post-baseline follow-up visit|Time to complete wound closure|Complete wound closures at each post-baseline follow-up visit|Duration of wound closure|Recurrence of the wound|Quality of wound healing (wound exudate) at each post-baseline follow-up visit|Quality of wound healing (granulation tissue together with epithelialization) at each post-baseline follow-up visit|Quality of wound healing (scar formation) at each post-baseline follow-up visit|Assessment of Quality of Life using the Wound-Quality of Life Questionnaire at V8, V11, V14|Pain assessment as per numerical rating scale on each post-baseline efficacy follow-up visit|Physical examination and vital signs at V14","RHEACELL GmbH & Co. KG|FGK Clinical Research GmbH|Ticeba GmbH","All","18 Years and older   (Adult, Older Adult)","Phase 2","200","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","allo-APZ2-CVU-IIb","August 18, 2021","August 2023","August 2023","July 21, 2021",,"September 21, 2022","Universitätsklinikum Augsburg, Klinik für Dermatologie und Allergologie, Campus Süd, Augsburg, Germany|Fachklinik Bad Bentheim, Dermatologische Ambulanz, Bad Bentheim, Germany|Franziskus-Krankenhaus Berlin, Klinik für Innere Medizin, Angiologie und Diabetologie, Berlin, Germany|Helios Klinikum Berlin-Buch, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany|Helios Klinikum Emil von Behring, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany|Hautarztpraxis Dr. Niesmann & Dr. Othlinghaus, Hautzentrum im Jahrhunderthaus, Bochum, Germany|Katholisches Klinikum Bochum gGmbH, Venenzentrum der Kliniken für Dermatologie und Gefäßchirurgie der Ruhr-Universität Bochum, Bochum, Germany|Hautärzte Braunschweig am Altstadtmarkt, Hautärztliche Gemeinschaftspraxis, Braunschweig, Germany|Klinikum Bremerhaven Reinkenheide gGmbH, Klinik für Dermatologie, Allergologie und Phlebologie, Wundzentrum, Bremerhaven, Germany|Klinische Forschung Dresden GmbH, Dresden, Germany|Universitätsklinikum ""Carl Gustav Carus"" der Technischen Universität Dresden, Medizinische Klinik und Poliklinik III Angiologie und Gefäßzentrum, Dresden, Germany|Universitätsklinikum Düsseldorf, Heinrich-Heine-Universität Düsseldorf, Klinik für Dermatologie, Düsseldorf, Germany|Universitätsklinikum Erlangen, Hautklinik - Wundzentrum Dermatologie, Erlangen, Germany|Universitätsklinikum Essen, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Essen, Germany|Universitätsklinikum Freiburg, Klinik für Dermatologie und Venerologie, Freiburg, Germany|Marienhospital Gelsenkirchen GmbH, Klinik für Chirurgie (Allgemein-, Viszeral- und Endokrine Chirurgie, Thorax-, Gefäß- und Endovaskuläre Chirurgie und Kinderchirurgie), Gelsenkirchen, Germany|SRH Wald-Klinikum Gera GmbH, Zentrum für Klinische Studien, Gera, Germany|Praxis Dr. med. Abdou Zarzour, Halle, Germany|Universitätsklinikum Hamburg- Eppendorf, Institut für Versorgungsforschung in der Dermatologie und bei Pflegeberufen (IVDP), Hamburg, Germany|MVZ Prof. Dr. Ockenfels, Haut und Allergie-Praxisklinik GmbH, Hanau, Germany|SRH Klinikum Karlsbad- Langensteinbach GmbH, Interdisziplinäres Gefäßzentrum Innere Medizin, Karlsbad, Germany|Medizinisches Versorgungszentrum DermaKiel GmbH, Kiel, Germany|Helios Klinikum Krefeld, Klinik für Dermatologie und Venerologie, Krefeld, Germany|Hautarztpraxis Langenau, Studienzentrum, Langenau, Germany|Universitätsklinikum Leipzig AöR, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Leipzig, Germany|Studienambulanz Dr. Schubert Leipzig, Leipzig, Germany|Diabetologikum Ludwigshafen, die Praxis am Ludwigsplatz, Ludwigshafen, Germany|Beldio Research GmbH, Memmingen, Germany|Klinikum der Ludwig-Maximilians-Universität München, Klinik und Poliklinik für Dermatologie und Allergologie, München, Germany|Dermazentrum München, Standort Neuhausen, Studienzentrum, München, Germany|Universitätsklinikum Münster, Klinik für Hautkrankheiten, Allgemeine Dermatologie und Venerologie, Münster, Germany|Klinikum Nürnberg Nord, Klinik für Dermatologie, Nürnberg, Germany|Hautarztpraxis Prof. Dr. med. Khusru Asadullah, Potsdam, Germany|Caritas-Krankenhaus St. Josef, Klinik für Plastische und Ästhetische, Hand- und Wiederherstellungschirurgie, Regensburg, Germany|Universitätsmedizin Rostock, Klinik und Poliklinik für Dermatologie und Venerologie, Rostock, Germany|Helios Kliniken Schwerin, Plastische, Rekonstruktive und Ästhetische Chirurgie, Schwerin, Germany|Hautärztliche Gemeinschaftspraxis Dr. Leitz und Kollegen, Stuttgart, Germany|Universitätsklinikum Tübingen, Universitäts-Hautklinik Tübingen, Tübingen, Germany|Helios Universitätsklinikum Wuppertal, Zentrums für Dermatologie, Allergologie und Dermatochirurgie, Wuppertal, Germany|Universitätsklinikum Würzburg, Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie, Würzburg, Germany",,"https://ClinicalTrials.gov/show/NCT04971161"
50,"NCT01175655","A Study to Evaluate the Potential of Mesenchymal Stromal Cells to Treat Obliterative Bronchiolitis After Lung Transplantation","MSC in OB","Completed","No Results Available","Bronchiolitis Obliterans|Lung Transplantation","Other: MSC","To establish the safety of infusions of MSC from related or unrelated HLA identical or HLA mismatched donors in the management of bronchiolitis obliterans syndrome after lung transplantation.|To document changes in lung function and 6 minute walk distance (6MWD) following infusion of MSC|To document survival post MSC infusion","The Prince Charles Hospital|Cell and Tissue Therapies Western Australia","All","Child, Adult, Older Adult","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EC 28105","February 2010","July 2015","July 2016","August 5, 2010",,"April 26, 2022","TPCH, Brisbane, Queensland, Australia|RPH, Perth, Western Australia, Australia",,"https://ClinicalTrials.gov/show/NCT01175655"
51,"NCT01872624","Safety Study of Bone-marrow Derived Mesenchymal Stromal Cells Associated With Endobronchial Valves in Emphysema",,"Completed","No Results Available","Pulmonary Emphysema","Procedure: Bronchoscopy","Absence of lung deficits during the procedure and/or in the 4 months follow-up|Quality of Life|Pulmonary function|Inflammation","Hospital de Clinicas de Porto Alegre|Ministry of Health, Brazil|National Research Council, Brazil|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Rio de Janeiro State Research Supporting Foundation (FAPERJ)|Universidade Federal do Rio de Janeiro|Pontifícia Universidade Católica do Paraná","All","18 Years and older   (Adult, Older Adult)","Not Applicable","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","13-0150","May 2013","December 2014","March 2015","June 7, 2013",,"March 25, 2015","Pontificia Universidade Catolica do Parana, Curitiba, PR, Brazil|Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, Brazil|Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil",,"https://ClinicalTrials.gov/show/NCT01872624"
52,"NCT03917797","Mesenchymal Stromal Cells (MSC´s) in Renal Lupus","MSC-ROLE","Recruiting","No Results Available","Lupus Erythematosus, Systemic|Lupus Glomerulonephritis","Biological: MSC treatment|Drug: Standard of Care|Drug: Placebo","Achievement of Global Renal Response (GR) at Study Endpoint|Achievement of Complete Renal Response (CR) at Study Endpoint|Achievement of Partial Renal Response (PR) at Study Endpoint|Treatment Failure|Response of SLE Responder Index (SRI).|Selena Sledai|BILAG score|Disease Flares|Biomarker Response","Universidad de los Andes, Chile","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","39","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Phase II Lupus MSC","April 2, 2019","December 2022","December 2022","April 17, 2019",,"November 16, 2020","Clínica Universidad de los Andes, Santiago de Chile, Región Metropolitana, Chile|Hospital Barros Luco Trudeau, Santiago de Chile, Región Metropolitana, Chile",,"https://ClinicalTrials.gov/show/NCT03917797"
53,"NCT02230514","Mesenchymal Stromal Cells for the Treatment of Non-union Fractures of Long Bones",,"Completed","No Results Available","Atrophic Nonunion of Fracture","Drug: XCEL-MT-OSTEO-ALPHA|Other: autologous iliac crest|Procedure: Surgery","Efficacy assessment of XCEL-MT-OSTEO-ALPHA in non-union fractures by imaging procedures|Safety assessment of XCEL-MT-OSTEO-ALPHA in non-union fractures|Efficacy assessment by quality of life test","Banc de Sang i Teixits|Hospital ASEPEYO Sant Cugat","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","19","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","XCEL-PSART-01|2013-005025-23","November 20, 2014","March 5, 2019","December 20, 2019","September 3, 2014",,"April 12, 2021","Hospital ASEPEYO Sant Cugat, Sant Cugat, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02230514"
54,"NCT03209700","Re-treatment From a Phase I Study of MSC-AFP in Patients With Perianal Fistulas","MSC-AFP","Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula|Crohn's Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","William A. Faubion, M.D.|Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-004503","July 20, 2017","December 10, 2019","December 10, 2019","July 6, 2017",,"January 3, 2020","Mayo Clinic in Minnesota, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03209700"
55,"NCT02807389","Stem Cell Fistula Plug in Post Surgical Leak Fistulas",,"Completed","No Results Available","Surgical Leak Fistula","Drug: MSC Fistula Plug","Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Incidence of Fistula Closure","Mayo Clinic","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 1","2","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-004326","March 14, 2017","April 2, 2019","April 2, 2019","June 21, 2016",,"April 23, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02807389"
56,"NCT03449069","Pediatric MSC-AFP Sub-study for Crohn's Fistula",,"Recruiting","No Results Available","Fistula in Ano|Crohn Disease","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity)|Number of participants with response to the treatment regarding cessation of drainage from the treated fistula.|Number of participants with radiographic response to the treatment regarding the treated fistula.","Mayo Clinic","All","12 Years to 17 Years   (Child)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-010539","July 23, 2018","February 28, 2023","February 28, 2023","February 28, 2018",,"March 31, 2022","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03449069"
57,"NCT02589119","Stem Cell Fistula Plug in Cryptoglandular Perianal Fistulas (MSC-AFP)",,"Completed","No Results Available","Perianal Fistula|Cryptoglandular Perianal Fistula","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-003200","January 2016","September 2019","September 2019","October 28, 2015",,"December 6, 2019","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02589119"
58,"NCT03220243","Stem Cell Coated Fistula Plug in Patients With Crohn's RVF",,"Completed","No Results Available","Fistula Vagina|Crohn Disease","Drug: MSC-AFP","Number of participants with treatment-related adverse events (safety and toxicity).|Number of participants with response to the treatment regarding potential cessation of drainage from their fistula.","Mayo Clinic","Female","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","5","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-002892","October 19, 2017","September 20, 2020","September 20, 2020","July 18, 2017",,"October 30, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03220243"
59,"NCT01449032","MesenchYmal STROMAL CELL Therapy in Patients With Chronic Myocardial Ischemia (MyStromalCell Trial)","MyStromalCell","Completed","No Results Available","Chronic Ischemic Heart Disease","Biological: MSC|Biological: Saline","Exercise test|Clinical evaluation","Rigshospitalet, Denmark","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","MyStromalCell","April 2010","January 2014","January 2014","October 7, 2011",,"June 10, 2014","Rigshospitalet University Hospital Copenhagen, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT01449032"
60,"NCT01038596","Mesenchymal Stromal Cells and Osteoarthritis",,"Completed","No Results Available","Osteoarthritis",,"Global Gene expression profile of bone marrow-derived mesenchymal stromal cells from osteoarthritic versus healthy donors|Flow cytometric analysis of cell surface antigens, Alkaline phosphatase activity, DNA content as measure for cellular proliferation","Technische Universität Dresden|German Federal Ministry of Education and Research","All","50 Years to 90 Years   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","HipMSC-Osteoarthritis","January 2009","June 2016","December 2016","December 24, 2009",,"April 14, 2017","University Hospital Dresden, Orthopaedic Department, Dresden, Germany",,"https://ClinicalTrials.gov/show/NCT01038596"
61,"NCT05465096","Treatment of Osteoarthritis of the Hip Joint With Intra-articular Injection of Microfractured Autologous Adipose Tissue Containing Mesenchymal Stromal Cells.","Lipo-Hip","Not yet recruiting","No Results Available","Hip Osteoarthritis|Hip Disease","Procedure: Micro-fragmented adipose tissue injection","Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC)|Visual Analogue Scale (VAS)|Harris Hip Scale (HHS)","Istituto Ortopedico Rizzoli","All","40 Years to 70 Years   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Lipo-Hip","September 2022","March 2023","September 2024","July 19, 2022",,"July 25, 2022","Istituto Ortopedico Rizzoli, Bologna, Italy",,"https://ClinicalTrials.gov/show/NCT05465096"
62,"NCT04489732","MSC in Patients With Xerostomia Post XRT in Head and Neck Cancer",,"Recruiting","No Results Available","Xerostomia Following Radiotherapy","Biological: Autologous bone-marrow derived, interferon gamma stimulated mesenchymal stromal cells","Percentage of subjects experiencing dose limiting toxicity (DLT)|Change in Saliva production rate|Saliva composition analysis: Change in salivary pH|Saliva composition analysis: Change in total protein concentration in saliva|Saliva composition analysis: Change in amylase concentration in saliva|Saliva composition analysis: Change in mucin concentration in saliva|Change in The University of Michigan Xerostomia Related Quality of Life (XeQOL) score|Change in The MD Anderson Dysphagia Index (MDADI) score|Change in Visual Analogue Scale (VAS) xerostomia score|Change in salivary gland size|Change in salivary gland stiffness measured by shear wave velocity|Participant Drop out Rate","University of Wisconsin, Madison|University of Wisconsin Carbone Cancer Center (UWCCC)|National Institute of Dental and Craniofacial Research (NIDCR)","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 1","12","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-1290|A533300|SMPH/HUMAN ONCOLOGY/HUMAN ONCO|UW20025|NCI-2021-00070|1UG3DE030431-01|Protocol Version 10/7/2021|Head & Neck SPORE","February 18, 2022","June 2023","May 2024","July 28, 2020",,"March 22, 2022","University of Wisconsin, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT04489732"
63,"NCT05456243","Adipose-derived MSC to Treat Rejection in Kidney Transplant Recipients",,"Recruiting","No Results Available","Kidney Transplant","Biological: Low dose adipose tissue derived mesenchymal stromal cells (A-MSC)|Biological: High dose adipose tissue derived mesenchymal stromal cells (A-MSC)","Worsening kidney allograft rejection|Adverse Events","Mayo Clinic","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","12","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","21-012522","October 2022","August 2025","August 2025","July 13, 2022",,"September 9, 2022","Mayo Clinic, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT05456243"
64,"NCT03828123","Autologous Multipotent Mesenchymal Stromal Cells in the Treatment of Amyotrophic Lateral Sclerosis","AMSC-ALS-001","Completed","No Results Available","Motor Neuron Disease, Amyotrophic Lateral Sclerosis","Biological: Suspension of human autologous MSC 3P in 1.5 ml","Safety: Complications related to the medicinal product application - new neurological deficit and occurrence of other adverse events|Efficacy: Inhibition of the disease progression - ALS functional rating scale|Efficacy: Inhibition of the disease progression - Norris scale|Efficacy: Inhibition of the disease progression - Forced vital capacity (FVC)","Bioinova, s.r.o.|Department of Neurology, University Hospital Motol, Prague, Czech Republic","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","26","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AMSC-ALS-001","January 2012","August 18, 2017","August 18, 2017","February 4, 2019",,"February 12, 2019",,,"https://ClinicalTrials.gov/show/NCT03828123"
65,"NCT05204329","Safety of Topical Mesenchymal Stromal Cell Secretome for Ocular Surface Disease","MSC Secretome","Not yet recruiting","No Results Available","Mesenchymal Stromal Cells|Cornea|Corneal Defect|Corneal Epithelium Defect","Biological: MSC Secretome Eye Drops","Epithelial Status Assessment|Visual Acuity|Corneal Epithelial thickness|Corneal Scarring / Haze|Tolerability of MSC secretome drops|Durability of Corneal Epithelial Status Improvement|Time to Improvement of Corneal Epithelial Barrier","University of Illinois at Chicago|National Institutes of Health (NIH)|National Eye Institute (NEI)","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","18","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2021-0754|1UG3EY031809-01","December 1, 2022","January 1, 2025","January 1, 2025","January 24, 2022",,"January 24, 2022",,,"https://ClinicalTrials.gov/show/NCT05204329"
