"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
50,"NCT00957931","Allo-HCT MUD for Non-malignant Red Blood Cell (RBC) Disorders: Sickle Cell, Thal, and DBA: Reduced Intensity Conditioning, Co-tx MSCs",,"Completed","Has Results","Sickle Cell Disease|Thalassemia|Diamond-Blackfan Anemia","Procedure: Bone marrow transplantation|Biological: Mesenchymal Stromal Cells","Count of Participants With Stable Engraftment Post Hematopoietic Cell Transplantation (HCT)|Overall Survival 6 Months Following HCT|Overall Survival 1 Year Following HCT|Count of Participants With Disease-free Survival 6 Months Following HCT|Count of Participants With Disease-free Survival 1 Year Following HCT","Stanford University|University of Minnesota|University of Alabama at Birmingham","All","1 Year to 25 Years   (Child, Adult)","Phase 2","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC01","March 2009","August 2013","August 2013","August 13, 2009","August 6, 2018","August 6, 2018","Children's Hospital of Alabama, Birmingham, Alabama, United States|University of Minnesota, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT00957931"
51,"NCT04011059","Randomized Study of Coronary Revascularization Surgery With Injection of WJ-MSCs and Placement of an Epicardial Extracellular Matrix","scorem-cells","Not yet recruiting","No Results Available","Cardiovascular Diseases|Heart Failure|Coronary Artery Disease|Mesenchymal Stem Cell Transplantation|Regenerative Medicine","Biological: Wharton's jelly-derived mesenchymal cells","Left ventricular ejection fraction (LVEF)|Final diastolic and systolic volumes|Left ventricule viability|Ventricular arrhythmias|Estimated functional status|Change in the median score of Quality of life|Delayed enhancement of the left ventricle|Improvement in the 6-minute walk test|Mortality at 3 and 12 months due to cardiovascular causes|Mortality at 3 and 12 months due to all causes","Hospital San Vicente Fundación|Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnología (COLCIENCIAS)|IPS Universitaria Servicios de Salud Universidad de Antioquia|Hospital San Vicente Fundación - Rionegro","All","30 Years to 75 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","001","July 2, 2019","January 30, 2022","June 30, 2023","July 8, 2019",,"July 9, 2019","Hospital San Vicente Fundación, Medellín, Antioquia, Colombia",,"https://ClinicalTrials.gov/show/NCT04011059"
52,"NCT04992832","Multi-intravenous Infusion of Umbilical Cord Mesenchymal Stem Cells in Heart Failure With Reduced Ejection Fraction（PRIME-HFrEF Study）","PRIME-HFrEF","Recruiting","No Results Available","Heart Failure, Systolic","Biological: human umbilical cord mesenchymal stem cells|Other: human serum albumin","Left ventricular ejection fraction|Mortality|NT-proBNP|Left ventricular end diastolic diameter|6 minutes walking distance|Minnesota Living with Heart Failure Questionnaire（MLHFQ）|PET/CMR","Shanghai East Hospital","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","DFSC-2018(CR)-08","July 28, 2021","October 31, 2023","December 31, 2023","August 5, 2021",,"November 18, 2021","Heart Failure Department, East Hospital Affiliated to Tongji University, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04992832"
53,"NCT02495766","Autologous Mesenchymal Stromal Cells for Multiple Sclerosis","EMMES","Completed","No Results Available","Relapsing-Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis","Drug: XCEL-MC-ALPHA|Drug: Placebo","Adverse events|Cumulative number of MRI Gd-enhancing lesions|Multiple Sclerosis Outbreaks|Expanded Disability Status Scale (EDDS) score|Cumulative number of lesions visualized on T2 sequence","Banc de Sang i Teixits|Vall d'Hebron Research Institute (VHIR)","All","18 Years to 60 Years   (Adult)","Phase 1|Phase 2","8","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","XCEL-MS-02","May 11, 2015","November 27, 2017","November 15, 2018","July 13, 2015",,"January 21, 2020","Hospital Vall Hebron, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02495766"
54,"NCT05016011","Efficacy of Allogeneic UCMSCs for Treating Large Defects Knee Injury",,"Recruiting","No Results Available","Osteoarthritis, Knee","Biological: Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)|Procedure: Marrow cellution","Recording of Adverse Events and Serious Adverse Events|International Knee Documentation Committee (IKDC) score|Knee Injury and Osteoarthritis Outcome Score (KOOS)|Visual Analog Score (VAS)|Magnetic resonance imaging (MRI)|Immunohistochemistry (IHC)","Cytopeutics Sdn. Bhd.|Universiti Kebangsaan Malaysia Medical Centre","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","50","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","POD0032/CP/R","July 1, 2020","June 1, 2022","June 1, 2023","August 23, 2021",,"August 23, 2021","Hospital Canselor Tuanku Muhriz Universiti Kebangsaan Malaysia (HCTM-UKM), Bandar Tun Razak, Wilayah Persekutuan Kuala Lumpur, Malaysia",,"https://ClinicalTrials.gov/show/NCT05016011"
55,"NCT04314011","Clinical Study of Umbilical Cord Mesenchymal Stem Cells Infusion for Aging Frailty",,"Completed","No Results Available","Aging Frailty","Biological: Human umbilical cord mesenchymal stem cells（HUC-MSCs）|Biological: Placebo","Safety of HUC-MSCs infusion|Difference in rate of decline of Frailty|Difference in subject quality of life assessments|Changes in the pro-inflammatory cytokines of blood sample between the HUC-MSC and placebo cohorts|Changes in cellular components of the immune system between the HUC-MSC and placebo cohorts","Shanghai East Hospital","All","60 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","EC.D (BG).020.02.0","June 1, 2020","December 30, 2021","March 1, 2022","March 18, 2020",,"March 17, 2022","Shanghai East Hospital, Shanghai Tongji University, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT04314011"
56,"NCT04869397","Treatment of Respiratory Complications Associated With COVID-19 Using Umbilical Cord Mesenchymal Stromal Cells","ProTrans19+","Recruiting","No Results Available","Covid19","Biological: Allogeneic Wharton's jelly-MSCs (WJ-MSC)|Other: Placebo","Composite endpoint|Clinical status evaluation assessed by the 9-point ordinal scale|Survival|Time to clinical improvement assessed by the 9-point ordinal scale|Duration of hospitalization and ICU stay","McGill University Health Centre/Research Institute of the McGill University Health Centre","All","18 Years and older   (Adult, Older Adult)","Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","2021-6954","June 14, 2021","June 30, 2022","July 30, 2022","May 3, 2021",,"June 15, 2021","McGill University Health Centre, Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04869397"
57,"NCT01909154","Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia","CME-LEM1","Completed","Has Results","Spinal Cord Injury","Biological: Mesenchymal stromal cell therapy","Safety-Number of Adverse Events|Efficacy-Sensitivity Recovery Using ASIA Scale|Efficacy-Changes in the Level of Chronic Pain Based on the IANR-SCIFRS Scale (Pain Section)|Efficacy- Changes in the Neurophysiological Parameters Measured as the Number of Patients With SSEPs (Somatosensory Evoked Potentials)|Efficacy-Urodynamic Studies in Terms of máximum Cystometric Capacity|Efficacy-modification of Magnetic Resonance Imaging (MRI)","Puerta de Hierro University Hospital","All","18 Years to 60 Years   (Adult)","Phase 1","12","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CME-LEM1|2010-023285-46","March 2013","April 2014","March 2015","July 26, 2013","March 29, 2019","March 29, 2019","Hospital Puerta de Hierro, Majadahonda, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01909154"
58,"NCT04236479","Mesenchymal Stromal Cells for Infants With Congenital Heart Disease (MedCaP)",,"Recruiting","No Results Available","Congenital Heart Disease (CHD)","Biological: BM-MSC","Number of subjects who experience serious adverse events, adverse events, and/or early treatment discontinuations.|Actual magnitude of differences in neuroimaging and neurodevelopmental variables will be measured after MSC delivery.","Catherine Bollard|Children's National Research Institute","All","up to 6 Months   (Child)","Phase 1","36","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00011914","July 29, 2020","September 2024","April 2025","January 22, 2020",,"May 13, 2022","Children's National Health System, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT04236479"
59,"NCT01659762","A Phase I Study Evaluating Autologous Bone Marrow Derived Mesenchymal Stromal for Crohn's Disease.","EPIC/MSC/IBD","Completed","No Results Available","Crohn's Disease","Biological: autologous mesenchymal stromal cell","Number of adverse events|Crohn's disease activity Index (CDAI)","Emory University|Atlanta Clinical and Translational Science Institute","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","16","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00051454|EPIC001","July 2012","July 2015",,"August 8, 2012",,"October 17, 2016","Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT01659762"
60,"NCT05043610","MSCs for Prevention of MI-induced HF","PREVENT-TAHA","Recruiting","No Results Available","Myocardial Infarction, Acute|Myocardial Infarction First|Myocardial Infarction, Anterior Wall|Cardiac Remodeling, Ventricular|STEMI|Regenerative Medicine|Heart Failure","Biological: Umbilical Cord-Derived Wharton's Jelly Mesenchymal Stem Cells (WJ-MSCs)|Other: Conventional Treatment","Incidence of Heart Failure|Change in Left Ventricular Function from base line|Cardiovascular Death|Composite outcome of cardiovascular death and heart failure incidence","Shiraz University of Medical Sciences|National Institute of Medical Research Development (NIMAD), Iran|Cell Tech Pharmed Company, Iran","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","240","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","IR.SUMS.REC.1400.409","January 1, 2021","November 1, 2025","November 1, 2025","September 14, 2021",,"September 14, 2021","Al-Zahra Heart Hospital, Shiraz University of Medical Sciences, Shiraz, Fars, Iran, Islamic Republic of|Faghihi Hospital, Shiraz, Fars, Iran, Islamic Republic of|Namazee Hospital, Shiraz, Fars, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT05043610"
61,"NCT04714801","Adipose Derived Mesenchymal Cell Treatment in Lungtransplantation",,"Recruiting","No Results Available","Lung Transplant Rejection","Drug: adipose derived mesenchymal stromal cells|Drug: Saline","Pulmonary graft dysfunction (PDG)|Kidney glomerular Filtration Rate|Inflammatory markers","Rigshospitalet, Denmark","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","ASC Lungtransplantation","October 1, 2020","November 30, 2023","November 30, 2024","January 19, 2021",,"July 16, 2021","2014 Department of Cardiology, The Heart Centre, University Hospital Rigshospitalet, Copenhagen, Denmark",,"https://ClinicalTrials.gov/show/NCT04714801"
62,"NCT01342250","Human Umbilical Cord Mesenchymal Stem Cells Transplantation for Patients With Decompensated Liver Cirrhosis",,"Completed","No Results Available","Liver Cirrhosis","Biological: conventional therapy plus low dose hUC-MSCs treatment|Biological: conventional therapy plus medium dose hUC-MSCs treatment|Biological: conventional therapy plus high dose hUC-MSCs treatment","Overall Survival (OS)|Liver function improvement|The size of liver and the width of portal venous|Incidence of hepatocellular carcinoma within 1 year|Child-Pugh score, MELD score,SF36-quality of life (SF36-QOL)|The clinical symptom improvement(including appetite, debilitation, abdominal distension, edema of lower limbs, et al )","Shenzhen Beike Bio-Technology Co., Ltd.|No.85 Hospital, Changning, Shanghai, China","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","BKCR-LD-1.0(2010)","October 2010","July 2011","October 2011","April 27, 2011",,"October 14, 2011","Shanghai Liver Disease Research Center, the Nanjing Military Command (Shanghai 85 Hospital), Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT01342250"
63,"NCT03522545","Adjunctive Allogeneic Mesenchymal Stem Cells for Treatment-resistant Bipolar Depression",,"Recruiting","No Results Available","Treatment-resistant Bipolar Depression","Biological: Allogeneic Bone Marrow Derived Multipotent Mesenchymal Stromal Cells (MSCs)|Biological: Placebo","Change in depression as assessed by the Montgomery-Åsberg Depression Rating Scale (MADRS)|Change in Functional impairment as assessed by the Functioning Assessment Short Test (FAST)|Change in Overall functioning in living as assessed by the Global Assessment of Functioning (GAF)|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity of mania subscale|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity of depression subscale|Change in Clinical Global Impression Scale for Bipolar illness (CGI-BP), severity overall subscale|Change in neurocognition as assessed by the California Verbal Learning Test|Change in problem-solving ability as assessed by the Wisconsin Card Sorting Test (WCST)|Number of participants with inflammatory markers as assessed by multiplex biomarker analysis|Change in brain-derived neurotrophic factor (BDNF) level as assessed by enzyme-linked immunosorbent assay (ELISA)|Change in C-reactive protein (CRP) level as assessed by enzyme-linked immunosorbent assay (ELISA)|Number of participants with a change in brain activity between baseline and week 26 as assessed by Magnetic Resonance Imaging (MRI)|Number of participants who withdrawal due to Adverse Events (AEs)|Number of participants with suicidal ideation based on clinical assessment|Number of participants with treatment emergent mania or hypomania as assessed by the Young Mania Rating Scale (YMRS) and clinical assessment","The University of Texas Health Science Center, Houston","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HSC-MS-16-0657","June 1, 2021","July 1, 2024","July 1, 2024","May 11, 2018",,"September 7, 2022","The University of Texas Health Science Center at Houston, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03522545"
64,"NCT04447833","Mesenchymal Stromal Cell Therapy For The Treatment Of Acute Respiratory Distress Syndrome","ARDS-MSC-205","Active, not recruiting","No Results Available","ARDS, Human|COVID","Drug: Mesenchymal Stromal Stem Cells - KI-MSC-PL-205","The incidence of pre-specified treatment related adverse events of interest (TRAEIs).|Safety; All-cause mortality|Changes in Leucocytes|Changes in Trombocytes|Changes in plasma concentration of C-reactive protein (CRP)|Changes in plasma concentration of Prothrombin complex (PK)|Changes in plasma concentration of Creatinine|Changes in plasma concentration of Aspartate amino transferase (ASAT)|Changes in plasma concentration of Alanine amino transferase (ALAT)|Changes in plasma concentration of N-terminal pro-brain natriuretic peptide (NT-proBNP)|Changes in Blood pressure|Changes in Body temperature|Efficacy; Changes in pulmonary compliance|Efficacy; Changes in driving pressure (Plateau pressure- PEEP)|Efficacy; Changes in oxygenation (PaO2/FiO2)|Efficacy; Duration of ventilator support|Efficacy; Pulmonary bilateral infiltrates|Efficacy; Sequential Organ Failure Assessment (SOFA) score|Efficacy; Hospital stay|Lung function|Lung fibrosis|Six minutes walk test|Changes in Quality of life|Blood biomarkers|Sensitisation test","Uppsala University|Uppsala University Hospital","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","7","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-02238","June 17, 2020","January 30, 2021","June 30, 2025","June 25, 2020",,"March 4, 2021","Uppsala University Hospital, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT04447833"
65,"NCT04626583","Safety of Locally Delivered Allogeneic Mesenchymal Stromal Cells",,"Recruiting","No Results Available","Mesenchymal Stromal Cells|Cornea|Safety|Corneal Defect","Biological: Allogeneic MSC","Primary Safety Outcome: Incidence of treatment emergent adverse events (TEAE) assessed at 28 days.|Primary Efficacy Outcome: Proportion of participants with improvement in epithelial defect or barrier integrity relative to baseline (based on fluorescein staining)|Secondary Efficacy Outcomes: Visual Acuity|Secondary Efficacy Outcomes: Time to Completion of Corneal Epithelialization|Secondary Efficacy Outcomes: Durability of the Corneal Epithelialization and Healing|Secondary Efficacy Outcomes: Corneal stromal haze|Secondary Efficacy Outcomes: Corneal epithelial thickness","University of Illinois at Chicago|United States Department of Defense","All","18 Years and older   (Adult, Older Adult)","Phase 1","18","Other|U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-0334|W81XWH-18-1-0661","March 5, 2021","December 30, 2023","December 30, 2023","November 12, 2020",,"April 21, 2022","University of Illinois, Department of Ophthalmology and Visual Sciences, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT04626583"
66,"NCT05512988","Human Umbilical Cord Mesenchymal Stem Cell(UC-MSC)Delayed Renal Chronic Kidney Disease(CKD3、4 )",,"Recruiting","No Results Available","Chronic Kidney Diseases","Biological: UC-MSC|Biological: Saline solution","Change of GFR|Incidence of Treatment-Serious Adverse Events as assessed by SPSS 23.0 and Graphpad prism 6|Number of participants with treatment-related adverse events as assessed by SPSS 23.0 and Graphpad prism 6|IgA|IgG|IgM|C3|C4|CRP|IL-6|Peripheral hemolymocyte subsets|Urine protein|Urine RBC|24-hour urine protein|Urine albumin/creatinine|Electrolytes|Hemoglobin|Albumin|Heart ultrasound|Carotid ultrasound|NT-proBNP|iPTH+1,25-VitD3","Tongji Hospital|Zhongyuan Xiehe Biological Cell Storage Service (Tianjin) Co., Ltd.","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","TongjiHospitalxugangtjh","April 13, 2021","April 30, 2024","May 31, 2024","August 23, 2022",,"August 23, 2022","Tongji Hospital, Tongji Medical College, Huazhong University of Science & Technology, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT05512988"
67,"NCT03478215","Mesenchymal Stromal Cells in Living Donor Kidney Transplantation",,"Recruiting","No Results Available","Renal Transplantation|Mesenchymal Stem Cells","Biological: Mesenchymal Stromal Stem Cells (MSCs) Infusion|Other: Normal Saline (Placebo) Infusion","Number of participants without any infusional toxicity, occurring within 24 hours of infusion.|Number of participants without any acute rejection, graft loss, or death at 6 months post transplant.","The Methodist Hospital Research Institute|Center for Cell and Gene Therapy, Baylor College of Medicine","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","24","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Other","Pro00012858|U1111-1169-2289","December 2016","December 2023","December 2023","March 27, 2018",,"March 9, 2022","Houston Methodist Hospital System, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT03478215"
68,"NCT05061030","Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents",,"Recruiting","No Results Available","Type1diabetes","Biological: the ATMP Protrans","Safety at one year evaluated as adverse events|Safety at five years evaluated as adverse events|Efficacy measured as change in C-peptide Area under the curve to a mixed mealtolerance test.|Insulin independency|Low insulin needs|Insulin needs|HbA1c|Time in target|Time in range|C-peptide|Change in peak C-peptide","Uppsala University Hospital","All","7 Years to 21 Years   (Child, Adult)","Phase 1|Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","WJMSC-P01","January 14, 2022","September 2028","December 2028","September 29, 2021",,"May 23, 2022","Uppsala University Hospital, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT05061030"
69,"NCT05308342","Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Premature Ovarian Insufficiency",,"Recruiting","No Results Available","Premature Ovarian Insufficiency","Procedure: transplantation of human UC-MSCs into ovaries of POI patients|Drug: hormone replacement treatment","Follicular development rate|Changes in blood flow index in the ovary|Clinical pregnancy rate","Li-jun Ding|Nanjing University","Female","20 Years to 39 Years   (Adult)","Not Applicable","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","SZ-POF-2019-4","November 20, 2019","July 31, 2023","December 1, 2023","April 4, 2022",,"April 4, 2022","Reproductive Medicine Center, The affiliated Drum Towel Hospital of Nanjing University Medical School, Nanjing, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT05308342"
70,"NCT05018637","Efficacy of WJ-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture",,"Enrolling by invitation","No Results Available","Vertebral Compression Fracture|Osteoporotic Fractures","Drug: WJ-MSC|Drug: Teriparatide","improvement in Visual Analogue Scale|improvement in Oswestry Disability Index|Change in the T score (lumbar spine and femoral neck) of dual-energy x-ray absorptiometry|Presence of new vertebral fracture|Change in the bone mineral density (computed tomography) of fractured vertebrae","Inbo Han|CHA University","Female","40 Years and older   (Adult, Older Adult)","Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2019-11-010","September 1, 2020","December 31, 2022","December 31, 2022","August 24, 2021",,"August 24, 2021","CHA University, CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT05018637"
71,"NCT04014166","Study of Human Umbilical Cord-derived Mesenchymal Stem Cells for Treatment of Refractory Immune Thrombocytopenia",,"Recruiting","No Results Available","Thrombocytopenia|Mesenchymal Stem Cells","Other: Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)","Changes of the platelet counts after hUC-MSCs infusion|Incidence of adverse events after hUC-MSCs infusion|Changes in virus safety indicators after hUC-MSCs infusion|Changes of concentration of hUC-MSCs in peripheral blood|Changes of antibody production of hUC-MSCs in peripheral blood|Changes of immune function in refractory ITP patients after hUC-MSCs infusion","Institute of Hematology & Blood Diseases Hospital","All","18 Years to 60 Years   (Adult)","Not Applicable","15","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SC2019002-EC-1","November 21, 2019","December 31, 2021","December 31, 2022","July 10, 2019",,"July 1, 2021","Yunfei Chen, Tianjin, Tianjin, China",,"https://ClinicalTrials.gov/show/NCT04014166"
72,"NCT02359929","BMT Autologous MSCs for GvHD",,"Completed","No Results Available","Graft Versus Host Disease|Acute Graft Versus Host Disease|Chronic Graft Versus Host Disease","Biological: Autologous mesenchymal stromal cells (MSCs)","Safety and Tolerability of EPIC MSC2014-002 based on dose limiting toxicities (DLTs)|Overall Response Rate for acute GVHD subjects|Overall Response Rate for chronic GVHD subjects|Transplant-related mortality|Incidence of Relapse|Disease-free survival|Overall-survival","Emory University|CURE Foundation","All","12 Years and older   (Child, Adult, Older Adult)","Phase 1","11","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00076372","January 2015","June 15, 2020","January 11, 2021","February 10, 2015",,"March 4, 2021","Children's Healthcare of Atlanta/Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT02359929"
73,"NCT04400032","Cellular Immuno-Therapy for COVID-19 Acute Respiratory Distress Syndrome","CIRCA-19","Completed","No Results Available","Acute Respiratory Distress Syndrome|Covid19","Biological: Mesenchymal Stromal Cells","Number of Participants With Treatment-Related Adverse Events as Assessed by CTCAE v4.0|Number of Participants alive by Day 28|Number of Participants with ventilator-free Days by Day 28","Ottawa Hospital Research Institute|Stem Cell Network|Ontario Research Fund","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","15","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20200243-01H","May 15, 2020","April 22, 2021","April 22, 2021","May 22, 2020",,"April 26, 2021","The Ottawa Hospital, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04400032"
74,"NCT04034316","Reduce Immunosuppression With Atmp in NS ChildrEn","RACE","Enrolling by invitation","No Results Available","Nephrotic Syndrome in Children|Steroid-Dependent Nephrotic Syndrome|Idiopathic Nephrotic Syndrome","Other: Cord-blood mesenchymal stromal cells","The percentage of patients without nephrotic syndrome recurrence after complete withdrawal of immunosuppressive treatment for at least 6 months|The percentage of adverse events|The time to recurrence of nephrotic syndrome|The percentage of participants achieving a reduction in the immunosuppressive therapy|The dose of immunosuppressive therapy to prevent further NS relapses|Reported Quality of Life","Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico|Cell Factory Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico|Laboratorio Sperimentale di Immunologia e Trapianti, Oncoematologia Pediatrica, Fondazione IRCCS Policlinico S. Matteo, Pavia","All","3 Years to 18 Years   (Child, Adult)","Phase 2","11","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AIFA-2016-02364896|2018-001162-42","November 2, 2018","June 30, 2022","December 2022","July 26, 2019",,"August 26, 2021","Pediatric Nephrology, Dialysis and Transplant Unit, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico Milan, Milan, MI, Italy",,"https://ClinicalTrials.gov/show/NCT04034316"
75,"NCT04089579","hCT-MSC in Children With Autism Spectrum Disorder","IMPACT","Recruiting","No Results Available","Autism|Autism Spectrum Disorder","Biological: Cord Tissue Mesenchymal Stromal Cells|Other: Placebo Infusion","Change on the Socialization and Communication Subscale Standard Scores on the Vineland Behavior Scales|Change in VABS-3 Socialization Standard Score|Change in VABS-3 Communication Standard Score|Change in CGI-Severity score|CGI-Intervention score|Change in the Pediatric Quality of Life Scale","Joanne Kurtzberg, MD|The Marcus Foundation|Duke University","All","4 Years to 11 Years   (Child)","Phase 2","164","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","Pro00102894","October 12, 2020","February 1, 2023","August 1, 2023","September 13, 2019",,"February 18, 2022","Duke University Medical Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04089579"
