,location,lat,lon
296,"Department of Surgery, KMC, Mangalore, Mangalore, Karnataka, India",12.85885905,74.8480016484457
297,"Department of Surgical Disciplines, All India Institute of Medical Sciences, New Delhi, Delhi, India",28.5643603,77.2098719369258
298,"Department of Urology, Asan Medical Center, Seoul, Korea, Republic of",37.50771705,127.10332700284029
299,"Department of Vascular Surgery, AMRI Hospital, Kolkata, West Bengal, India",22.5125412,88.3676076
300,"Department of Vascular Surgery, Madras Medical College, Chennai, Tamil Nadu, India",13.079761000000001,80.27313464478527
301,"Department of Vascular Surgery, Sri Ramchandra Medical College, Chennai, Tamil Nadu, India",13.0836939,80.270186
302,"Department of Vascular Surgery, Stanley Medical College, Chennai, Tamil Nadu, India",13.106091249999999,80.28716805763241
303,"Department of Vascular and Endovascular Surgery, M. S. Ramaiah Medical College and Hospitals, Bangalore, Karnataka, India",12.9767936,77.590082
304,"Depatment of Orthopaedic Surgery, Hôpital Henri Mondor, Créteil, France",46.1718394,4.7148865
305,"Dept of Orthopaedic Surgery at University of Nebraska Medical Center, Omaha, Nebraska, United States",41.2587459,-95.9383758
306,"Dept. of Orthopaedic Surgery, Omaha, Nebraska, United States",41.2587459,-95.9383758
307,"Dermazentrum München, Standort Neuhausen, Studienzentrum, München, Germany",51.1638175,10.4478313
308,"Desert Endocrinology CRC, Henderson, Nevada, United States",36.0301134,-114.9826194
309,"Desert Endocrinology Clinical Research Center-Henderson, Henderson, Nevada, United States",36.0301134,-114.9826194
310,"Desmond Wai Liver & Gastrointestinal Disease Centre - Mount Elizabeth Novena Specialist Centre, Singapore, Singapore",1.357107,103.8194992
311,"Diabetes Research Institute, Miami, Florida, United States",25.78908785,-80.21148042151425
312,"Diabetes Research Institute, University of Miami Miller School of Medicine, Miami, Florida, United States",25.7741728,-80.19362
313,"Diabetologikum Ludwigshafen, Gemeinschaftspraxis, Ludwigshafen, Germany",49.4848949,8.4379807
314,"Diabetologikum Ludwigshafen, die Praxis am Ludwigsplatz, Ludwigshafen, Germany",49.484834,8.4452781
315,"Diabetologikum Raab, Privatärztliche Facharztpraxis, Kassel, Germany",51.3154546,9.4924096
316,"Diablo Clinical Research, Walnut Creek, California, United States",37.9020731,-122.0618702
317,"Digestive Disease Research Center, Shariati Hospital, North Kargar Ave., Tehran, Iran, Islamic Republic of",35.7447916,51.41666085836621
318,"Digestive and Liver Disease Specialists, Norfolk, Virginia, United States",36.8968052,-76.2602336
319,"Direct Biologics, Austin, Texas, United States",30.2711286,-97.7436995
320,"Division of Colorectal Surgery, Department of Surgery, Tehran University of Medical Sciences, Tehran, Iran, Tehran, Iran, Islamic Republic of",35.7447916,51.41666085836621
321,"Division of Peripheral Vascular and Endovascular Sciences, Medanta - The Medicity, Gurgaon, Haryana, India",28.43905715,77.04034428844223
322,"Donald Guthrie Foundation/ Robert Packer Hospital, Sayre, Pennsylvania, United States",41.9789631,-76.515499
323,"Dr. Esnawan Antariksa Air Force Hospital, Jakarta, Indonesia",-6.1753942,106.827183
324,"Dr. Hasan Sadikin, Bandung, West Java, Indonesia",-6.9344694,107.6049539
325,"Dr. Moewardi General Hospital, Surakarta, Central Java, Indonesia",-7.5692489,110.828448
326,"Dr. Sardjito General Hospital, Yogyakarta, Indonesia",-7.9778383999999996,110.36722565020224
327,"Dr. Soetomo General Academic Hospital/ Department Orthopaedic & Traumatology Faculty of Medicine Universitas Airlangga, Surabaya, East Java, Indonesia",-7.2459717,112.7378266
328,"Dr. Soetomo General Hospital, Surabaya, East Java, Indonesia",-7.2459717,112.7378266
329,"Drexel University College of Medicine, Philadelphia, Pennsylvania, United States",39.95673585,-75.16467887210737
330,"Duke University Health System, Durham, North Carolina, United States",35.996653,-78.9018053
331,"Duke University Medical Center, Durham, North Carolina, United States",36.0095073,-78.93676230303336
332,"Duke University, Durham, North Carolina, United States",36.00015569999999,-78.94422972195878
333,"EB-Haus Austria; Salzburger Landeskliniken (SALK); Paracelsus Medizinische Privatuniversität Salzburg (PMU), Salzburg, Austria",47.7981346,13.0464806
334,"Emdai Kamyab Hospital, Mashhad, Khorasan, Iran, Islamic Republic of",36.2964599,59.5875443
335,"Emek Medical Center, Afula, Israel",32.6075587,35.2890861
336,"Emeritus Research, Camberwell, Victoria, Australia",-37.8384623,145.0740767
337,"Emeritus Research, Malvern, Victoria, Australia",-37.8576088,145.0350666
338,"Emory University Hospital, Atlanta, Georgia, United States",33.792151000000004,-84.32208292907711
339,"Emory University School of Medicine, Atlanta, Georgia, United States",33.7489924,-84.3902644
340,"Emory University, Atlanta, Georgia, United States",33.795867650000005,-84.32778960627682
341,"Emory University/Childen's Healthcare of Atlanta, Atlanta, Georgia, United States",33.7489924,-84.3902644
342,"Erciyes University, Faculty of Medicine, Kayseri, Turkey",38.702332299999995,35.52310634115689
343,"Erciyes University, Kayseri, Turkey",38.70739135,35.53375656939036
344,"Eskisehir Osmangazi University, Eskisehir, Turkey",39.748548299999996,30.476135117423823
345,"Eskişehir Osmangazi University, Eskişehir, Turkey",38.9597594,34.9249653
346,"Eulji General Hospital, Nowon-Gu, Seoul, Korea, Republic of",37.50771705,127.10332700284029
347,"Eunpyeong St. Mary's Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
348,"Evangelisches Krankenhaus Kalk, Köln, Germany",38.1329363,-88.744751
349,"Ewha Womans University Mokdong Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
350,"Exercise Physiology Lab, Institute of Human Movement Sciences and Sport, ETH Zurich, Zürich, Zurich, Switzerland",47.3744489,8.5410422
351,"Fachklinik Bad Bentheim, Dermatologische Ambulanz, Bad Bentheim, Germany",52.3024786,7.1605921
352,"Faculty of Medicine, Universitas Indonesia, Jakarta Pusat, DKI Jakarta, Indonesia",-6.19404975,106.84766448412446
353,"Faghihi Hospital, Shiraz, Fars, Iran, Islamic Republic of",32.6475314,54.5643516
354,"Far Eastern Memorial Hospital, Taipei, Taiwan",25.0375198,121.5636796
355,"Federal Research Clinical Center FMBA of Russia, Moscow, Russian Federation",55.7504461,37.6174943
356,"Federal State Budget Institution Research Center for Obstetrics, Gynecology and Perinatology Ministry of Healthcare, Moscow, Russian Federation",55.7504461,37.6174943
357,"Fiona Stanley Hospital, Murdoch, Western Australia, Australia",-32.0695563,115.84766461278814
358,"First Affiliated Hospital of the Third Military University, PLA (Southwest Hospital), Chongqing, Chongqing, China",29.5647398,106.5478767
359,"Fletcher Allen Health Care, Burlington, Vermont, United States",44.473342900000006,-73.18869989999999
360,"Footscray Hospital, Footscray, Victoria, Australia",-37.79515745,144.8979361271368
361,"Franciscan Foot and Ankle Specialists, Burien, Washington, United States",47.469918,-122.3485274
362,"Franziskus-Krankenhaus Berlin, Klinik für Innere Medizin, Angiologie und Diabetologie, Berlin, Germany",52.5170365,13.3888599
363,"Franziskus-Krankenhaus, Berlin, Germany",52.506031199999995,13.3450563645368
364,"Fred Hutchinson Cancer Center, Seattle, Washington, United States",47.6277525,-122.33067301841714
365,"Fred Hutchinson Cancer Research Center, Seattle, Washington, United States",47.6277525,-122.33067301841714
366,"Fred Hutchinson Cancer Research, Seattle, Washington, United States",47.6277525,-122.33067301841714
367,"Fu Cheng Lu 6, Beijing, China",39.9228674,116.2802866
368,"Fundacion Jimenez Diaz, Madrid, Spain",40.43883655,-3.719280167652232
369,"Fundación Jiménez Díaz, Madrid, Spain",40.4167047,-3.7035825
370,"Fuzhou General Hospital, Fuzhou, Fujian, China",26.0774954,119.2918215
371,"Fuzhou General Hospital, Xiamen Univ, Fuzhou, Fujian, China",26.0774954,119.2918215
372,"GI Surgery, Medical University of South Carolina, Charleston, South Carolina, United States",32.784296499999996,-79.94714193501349
373,"GWOXI Stem Cell Applied Technology Co., Ltd., Hsinchu, Taiwan",24.8066333,120.9686833
374,"Gachon University Gil Hospital, Incheon, Gyunggido, Korea, Republic of",55.8215537,49.132971
375,"Gachon University Gil Hospital, Incheon, Korea, Republic of",55.8215537,49.132971
376,"Gachon University Gil Medical Center, Incheon, Korea, Republic of",55.8215537,49.132971
377,"Galen - Ortopedia Sp. Z O.O., Bieruń, Silesia, Poland",50.5687422,19.2343995
378,"Galilee Medical Center, Nahariya, Israel",33.01002235,35.116906251460605
379,"Galway University Hospital, Galway City, Galway, Ireland",53.2769543,-9.066691946148273
380,"Gang Li, Shanghai, Shanghai, China",31.2748685,121.3989967
381,"GangNam Severance Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
382,"Gangnam Severance Hospital, Seoul, Gangnam-gu, Korea, Republic of",55.8215537,49.132971
383,"Gangnam Severance Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
384,"GangnamSeverance Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
385,"Gangneung Asan Hospital, Gangneung-si, Korea, Republic of",37.75403540000001,128.95260349662226
386,"Gangwon National University Hospital, ChunCheon, Korea, Republic of",55.8215537,49.132971
387,"Gastroenterology Center of Connecticut, Hamden, Connecticut, United States",41.3959287,-72.8968716
388,"Gastroenterology Center of the Midsouth, Germantown, Tennessee, United States",35.0867577,-89.8100858
389,"Gastroenterology Center of the Midsouth, PC, Germantown, Tennessee, United States",35.0867577,-89.8100858
390,"Gastroenterology Research Associates, Cedar Knolls, New Jersey, United States",40.8220442,-74.448765
391,"Gastroenterology United of Tulsa, Tulsa, Oklahoma, United States",36.1563122,-95.9927436
392,"Gatot Soebroto Army Hospital, Jakarta, Indonesia",-6.1753942,106.827183
393,"Gatot Soebroto Hospital, Jakarta Pusat, DKI Jakarta, Indonesia",-6.1766593,106.83711442228916
394,"Geauga Regional Hospital, Cleveland, Ohio, United States",41.4996562,-81.6936813
395,"General Hospital of Central Theater Command, Wuhan, Hubei, China",30.5951051,114.2999353
396,"General Hospital of Chinese Armed Police Force, Beijing, China",39.906217,116.3912757
397,"General Hospital of Chinese People's Armed Police Forces, Beijing, Beijing, China",39.906217,116.3912757
398,"Gent University Hospital, Gent, Belgium",51.02353555,3.7266310296153846
399,"Georgetown Washington University, Washington, District of Columbia, United States",38.8950368,-77.0365427
400,"Germans Trias i Pujol Hospital, Badalona, Barcelona, Spain",41.4810542,2.2381723732976044
401,"Glasgow Royal Infirmary, Glasgow, UK, United Kingdom",55.8609825,-4.2488787
402,"Gottsegen György Országos Kardiológiai Intézet - Felnőtt Kardiológiai Osztály, Budapest, Hungary",47.4979937,19.0403594
403,"Great Ormond Street Hospital; Dermatology Department, London, United Kingdom",51.5073219,-0.1276474
404,"Greater Chesapeake Associates, Baltimore, Maryland, United States",39.2908816,-76.610759
405,"Grupo Espanol de trasplantes hematopoyeticos y terapia celular, Madrid, Spain",40.4167047,-3.7035825
406,"Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China",23.1301964,113.2592945
407,"Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong, China",23.1255194,113.31911189880422
408,"Gulf Coast Research, Baton Rouge, Louisiana, United States",30.4507936,-91.1391153
409,"Gyeongsang National University Hospital, Jinju-si, Korea, Republic of",55.8215537,49.132971
410,"Górnośląskie Centrum Medyczne Śląskiej Akademii Medycznej, Katowice, Poland",50.2598987,19.0215852
411,"H. Juan Ramón Jiménez, Huelva, Spain",37.2575874,-6.9484945
412,"HOSPITAL Meixoeiro Vigo, Vigo, Pontevedra, Spain",42.2145115,-8.6847362
413,"Hackensack University Medical Center, Hackensack, New Jersey, United States",40.8837051,-74.05594087673457
414,"Hadassah Medical Organization, Jerusalem, Israel",31.7788242,35.2257626
415,"Hadassah Medical Organizaton, Jerusalem, Israel",31.7788242,35.2257626
416,"Haikou People's Hospital, Haikou, China",20.062692900000002,110.33717397045623
417,"Hainan hospital of Chinese PLA General Hospital, Sanya, Hainan, China",18.2534658,109.5034392
418,"Hallym Univ. Medical Center, ChunCheon, Korea, Republic of",55.8215537,49.132971
419,"Hallym university Medical Center, Seoul, Korea, Republic of",37.50771705,127.10332700284029
420,"Hamilton Health Sciences Centre, Hamilton, Ontario, Canada",43.2560802,-79.8728583
421,"Hanyang University Medical Center, Seoul, Korea, Republic of",37.50771705,127.10332700284029
422,"Hanyang University Seoul Hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
423,"Hanyang university hospital, Seoul, Korea, Republic of",37.50771705,127.10332700284029
424,"Harborview Medical Center, Seattle, Washington, United States",47.60430475,-122.32407171461435
425,"Haukeland University Hospital, Bergen, Vestland, Norway",60.37358075,5.359049775587874
426,"Hautarztpraxis Dr. Niesmann & Dr. Othlinghaus, Hautzentrum im Jahrhunderthaus, Bochum, Germany",51.4818111,7.2196635
427,"Hautarztpraxis Langenau, Studienzentrum, Langenau, Germany",48.4975016,10.1222024
428,"Hautarztpraxis Prof. Dr. med. Khusru Asadullah, Potsdam, Germany",52.4009309,13.0591397
429,"Hautärzte Braunschweig am Altstadtmarkt, Hautärztliche Gemeinschaftspraxis, Braunschweig, Germany",52.2646577,10.5236066
430,"Hautärztliche Gemeinschaftspraxis Dr. Leitz und Kollegen, Stuttgart, Germany",48.7784485,9.1800132
431,"Health Research of Oklahoma, Oklahoma City, Oklahoma, United States",35.4729886,-97.5170536
432,"Health Science Centre, Winnipeg, Manitoba, Canada",49.90816975,-97.16277302533983
433,"Health Sciences Centre, Winnipeg, Manitoba, Canada",49.9039751,-97.15989306350204
434,"Heart Failure Department, East Hospital Affiliated to Tongji University, Shanghai, Shanghai, China",31.4015684,121.4452993
435,"Hebei Newtherapy BIo-Pharma Technology Co., Ltd, Shijiazhuang, Hebei, China",37.9217857,114.51860815501661
436,"Helen Keller Hospital, Sheffield, Alabama, United States",34.746119,-87.70076056923517
437,"Helios Kliniken Schwerin, Plastische, Rekonstruktive und Ästhetische Chirurgie, Schwerin, Germany",53.6288297,11.4148038
438,"Helios Klinikum Berlin-Buch, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany",52.5170365,13.3888599
439,"Helios Klinikum Emil von Behring, Klinik für Plastische und Ästhetische Chirurgie, Berlin, Germany",52.5170365,13.3888599
440,"Helios Klinikum Krefeld, Klinik für Dermatologie und Venerologie, Krefeld, Germany",51.3331205,6.5623343
441,"Helios Universitätsklinikum Wuppertal, Zentrums für Dermatologie, Allergologie und Dermatochirurgie, Wuppertal, Germany",51.264018,7.1780374
442,"Herz- und Diabeteszentrum Nordrhein Westfalen, Bad Oeynhausen, Germany",52.1921357,8.795333972793347
443,"Hillel Yaffe Medical Center, Hadera, Israel",32.43732495,34.91785560662627
444,"Holy Name Hospital, Teaneck, New Jersey, United States",40.8830725,-74.01060090485666
445,"Hope Biosciences Stem Cell Research Foundation, Sugar Land, Texas, United States",29.6196787,-95.6349463
446,"Hopital Civil Marie Curie, Lodelinsart, Belgium",50.431853,4.4489421
447,"Hopital Enfant-Jesus, Quebec, Canada",46.838695200000004,-71.22789382663336
448,"Hopital Henri Mondor, Service de Réanimation chirurgicale polyvalente, Créteil, France",46.1718394,4.7148865
449,"Hopital du Saint-Sacrement, Quebec, Canada",46.79977065,-71.24626006730523
450,"Hopitaux De Brabois, Vandoeuvre les Nancy, France",48.647394399999996,6.149975991839207
451,"Hospital 12 de Octubre, Madrid, Spain",40.37546,-3.6959057
452,"Hospital ASEPEYO Sant Cugat, Sant Cugat, Barcelona, Spain",41.474915800000005,2.0446373204350676
453,"Hospital Barros Luco Trudeau, Santiago de Chile, Región Metropolitana, Chile",-31.7613365,-71.3187697
454,"Hospital Canselor Tuanku Muhriz Universiti Kebangsaan Malaysia (HCTM-UKM), Bandar Tun Razak, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0896887,101.71246244415164
455,"Hospital Carlos Haya, Málaga, Spain",39.3260685,-4.8379791
456,"Hospital Clinic de Barcelona, Barcelona, Spain",41.3881615,2.1505425
457,"Hospital Clinic i Provincial, Barcelona, Spain",41.3828939,2.1774322
458,"Hospital Clinic, Barcelona, Spain",41.3881615,2.1505425
459,"Hospital Clinico San Carlos, Madrid, Spain",40.4407004,-3.7199564527316795
460,"Hospital Clinico Universitario Virgen de la Arrixaca, Murcia, Spain",37.93215975,-1.1625427931490806
461,"Hospital Clinico Universitario Virgen de la Victoria - Campus de Teatinos s/n, Malaga, Spain",36.7213028,-4.4216366
462,"Hospital Clinico Universitario de Valencia, Valencia, Spain",39.478994650000004,-0.3619869553577193
463,"Hospital Clinico Universitario, Valladolid, Spain",41.656005750000006,-4.718737949587745
464,"Hospital Clínic de Barcelona, Barcelona, Spain",41.3828939,2.1774322
465,"Hospital Clínica San Carlos, Servicio de Cirugía Ortopédica y Traumatología, Madrid, Spain",40.4167047,-3.7035825
466,"Hospital Clínico Lozano Blesa, Zaragoza, Aragón, Spain",39.3260685,-4.8379791
467,"Hospital Clínico San Carlos, Madrid, Spain",40.4167047,-3.7035825
468,"Hospital Clínico San Cecilio, Granada, Spain",37.1734995,-3.5995337
469,"Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain",41.6521342,-0.8809428
470,"Hospital Clínico Universitario San Carlos, Madrid, Spain",40.4167047,-3.7035825
471,"Hospital Clínico Universitario Virgen de la Arrixaca, Murcia, Spain",37.9923795,-1.1305431
472,"Hospital Clínico Universitario de Valladolid, Valladolid, Spain",41.6521328,-4.728562
473,"Hospital Clínico Universitario, Salamanca, Castilla-Leon, Spain",40.9651572,-5.6640182
474,"Hospital Clínico Virgen de la Arrixaca, El Palmar, Murcia, Spain",37.9388703,-1.1619192
475,"Hospital Clínico de Valencia, Valencia, Spain",39.4697065,-0.3763353
476,"Hospital Cologne-Merheim, Köln, Germany",38.1329363,-88.744751
477,"Hospital Dr. Peset, Valencia, Spain",39.45328225,-0.3944763980193077
478,"Hospital Fundación Jiménez Díaz, Madrid, Spain",40.4167047,-3.7035825
479,"Hospital General La Mancha Centro, Alcázar De San Juan, Ciudad Real, Spain",38.959734749999996,-3.8828744402485436
480,"Hospital General Universitario Gregorio Marañon, Madrid, Spain",40.4167047,-3.7035825
481,"Hospital General Universitario, Valencia, Comunidad Valenciana, Spain",39.4682149,-0.4084026927199267
482,"Hospital General de Alicante, Alicante, Spain",38.3632372,-0.48591021612544627
483,"Hospital General de Mérida, Mérida, Badajoz, Spain",38.88964355,-6.980142450723942
484,"Hospital Germans Trias i Pujol, Barcelona, Spain",41.4810542,2.2381723732976044
485,"Hospital Gregorio Marañon, Madrid, Spain",40.4167047,-3.7035825
486,"Hospital Gregorio Marañón, Madrid, Spain",40.4167047,-3.7035825
487,"Hospital Hartziekenhuis, Roeselare, Belgium",50.9444948,3.124765
488,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain",40.4167047,-3.7035825
489,"Hospital Juan Ramon Jimenez, Huelva, Spain",37.27977415,-6.926605602122988
490,"Hospital La Arruzafa, Córdoba, Spain",39.3260685,-4.8379791
491,"Hospital La Fe, Valencia, Spain",39.4425115,-0.3728277
492,"Hospital La Princesa, Madrid, Spain",40.4340157,-3.6757531094540887
493,"Hospital Municipal Carmino Caricchio, Sao Paulo, Brazil",-23.533123850000003,-46.56638660561808
494,"Hospital Ntra. Sª de Valme, Sevilla, Spain",37.3886303,-5.9953403
495,"Hospital Nuestra Señora de Valme, Sevilla, Spain",37.3886303,-5.9953403
496,"Hospital Oost-Limburg, Genk, Belgium",50.9654864,5.5001456
497,"Hospital Plato, Barcelona, Spain",41.40129845,2.1422685632987535
498,"Hospital Provincial de Navarra, Pamplona, Spain",42.8182536,-1.6440304
499,"Hospital Puerta De Hierro, Madrid, Spain",40.4659579,-3.7267204347272767
500,"Hospital Puerta de Hierro, Majadahonda, Madrid, Spain",40.4492482,-3.872089758888889
501,"Hospital Ramón y Cajal, Madrid, Spain",40.4167047,-3.7035825
502,"Hospital Regional Lic Adolfo Lopez Mateos, Mexico City, Ciudad De Mexico CDMX (Mexico City), Mexico",19.4239552,-99.1757289
503,"Hospital Regional U de Málaga, Málaga, Spain",39.3260685,-4.8379791
504,"Hospital Regional Universitario Reina Sofía, Cordoba, Spain",37.8845813,-4.7760138
505,"Hospital Regional Universitario de Málaga, Málaga, Spain",39.3260685,-4.8379791
506,"Hospital Reina Sofía, Córdoba, Spain",39.3260685,-4.8379791
507,"Hospital San Lazaro, Sevilla, Spain",37.414489599999996,-5.982144774368795
508,"Hospital San Vicente Fundación, Medellín, Antioquia, Colombia",7.0000085,-75.5000086
509,"Hospital Santa Creu i Sant Pau, Barcelona, Spain",41.413976399999996,2.1755471851785164
510,"Hospital São Rafael S.A. - Instituto D'Or de Pesquisa e Ensino, Salvador, BA, Brazil",-12.9822499,-38.4812772
511,"Hospital São Rafael, Salvador, Bahia, Brazil",-12.9822499,-38.4812772
512,"Hospital Sírio Libanês, São Paulo, Brazil",-10.3333333,-53.2
513,"Hospital Sírio-Libanes, São Paulo, Brazil",-10.3333333,-53.2
514,"Hospital U Virgen del Rocio, Sevilla, Spain",37.3886303,-5.9953403
515,"Hospital U. 12 de Octubre, Servicio de Cirugía Ortopédica y Traumatología, Madrid, Spain",40.4167047,-3.7035825
516,"Hospital U. Central de Asturias, Oviedo, Asturias, Spain",43.3604218,-5.8450534
517,"Hospital U. Gregorio Marañon, Madrid, Spain",40.4167047,-3.7035825
518,"Hospital U. Gregorio Marañon, Servicio de Cirugía Ortopédica y Traumatología, Madrid, Spain",40.4167047,-3.7035825
519,"Hospital U. La Paz, Madrid, Spain",40.4167047,-3.7035825
520,"Hospital U. La Princesa, Servicio de CirugíaOrtopédica y Traumatología, Madrid, Spain",40.4167047,-3.7035825
521,"Hospital U. Marques de Valdecilla, Santander, Spain",43.4620412,-3.8099719
522,"Hospital U. Puerta de Hierro-Majadahonda, Servicio de Cirugía Ortopédica y Traumatología, Majadahonda, Madrid, Spain",40.473055,-3.8724138
523,"Hospital U. Virgen de las Nieves, Granada, Spain",37.1734995,-3.5995337
524,"Hospital U. de Canarias, La Laguna, Tenerife, Spain",28.4857715,-16.3159422
525,"Hospital U. de Guadalajara, Guadalajara, Spain",40.6191669,-3.1530463
526,"Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain",41.4810542,2.2381723732976044
527,"Hospital Universitari La Fe, Valencia, Spain",39.4434289,-0.376040401988849
528,"Hospital Universitari Vall d'Hebron, Barcelona, Spain",41.42821635,2.1412285805156035
529,"Hospital Universitario 12 de Octubre, Madrid, Spain",40.376679499999995,-3.6988633268413382
530,"Hospital Universitario A Coruña, A Coruña, Spain",42.22529,-8.73668
531,"Hospital Universitario Cruces, Barakaldo, Bizkaia, Spain",43.2824977,-2.98431169940688
532,"Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain",40.4167047,-3.7035825
533,"Hospital Universitario Fundación Jiménez Diaz, Madrid, Spain",40.4167047,-3.7035825
534,"Hospital Universitario Germans Trias i Pujol, Barcelona, Spain",41.3828939,2.1774322
535,"Hospital Universitario Getafe, Getafe, Madrid, Spain",40.3126896,-3.742631124860629
536,"Hospital Universitario La Fe, Valencia, Spain",39.4837878,-0.3904493
537,"Hospital Universitario La Paz, Madrid, Spain",40.48144225,-3.6872531870474865
538,"Hospital Universitario Miguel Servet, Zaragoza, Spain",41.63455725,-0.8997979456424298
539,"Hospital Universitario Niño Jesús, Madrid, Spain",40.4167047,-3.7035825
540,"Hospital Universitario Puerta de Hierro-Majadahonda, Majadahonda, Madrid, Spain",40.45028585,-3.8736999198822497
541,"Hospital Universitario Ramon y Cajal, Madrid, Spain",40.487358,-3.693852650508374
542,"Hospital Universitario Ramón y Cajal, Madrid, Spain",40.4167047,-3.7035825
543,"Hospital Universitario Reina Sofia, Cordoba, Spain",37.86840305,-4.797182952409715
544,"Hospital Universitario Reina Sofía, Córdoba, Spain",39.3260685,-4.8379791
545,"Hospital Universitario Rio Hortega, Valladolid, Spain",41.6296811,-4.713905228348496
546,"Hospital Universitario Vall dHebron, Barcelona, Spain",41.3828939,2.1774322
547,"Hospital Universitario Valle de Hebrón, Barcelona, Spain",41.3828939,2.1774322
548,"Hospital Universitario Virgen Macarena, Servicio de Neurología, Seville, Spain",37.3886303,-5.9953403
549,"Hospital Universitario Virgen Macarena, Sevilla, Spain",37.40675795,-5.986849978407201
550,"Hospital Universitario Virgen de la Arrixaca, Murcia, Spain",37.93215975,-1.1625427931490806
551,"Hospital Universitario Virgen de la Victoria, Málaga, Spain",39.3260685,-4.8379791
552,"Hospital Universitario Virgen de las Nieves, Granada, Spain",37.1929345,-3.6071805571518736
553,"Hospital Universitario Virgen de las Nieves, Granada., Spain",37.1929345,-3.6071805571518736
554,"Hospital Universitario Virgen del Rocío de Sevilla, Sevilla, Spain",37.3886303,-5.9953403
555,"Hospital Universitario Virgen del Rocío, Sevilla, Spain",37.3886303,-5.9953403
556,"Hospital Universitario Virgen del Rocío, Seville, Spain",37.3886303,-5.9953403
557,"Hospital Universitario de Cruces, Barakaldo, Bizkaia, Spain",43.2824977,-2.98431169940688
558,"Hospital Universitario de Jerez de la Frontera, Jerez de la Frontera, Cádiz, Spain",42.8734659,-8.9156122
559,"Hospital Universitario de Salamanca, Salamanca, Spain",40.96293715,-5.6759707297806425
560,"Hospital Universitario y Politécnico La Fe, Valencia, Spain",39.4697065,-0.3763353
561,"Hospital Unversitario Virgen del Rocío, Sevilla, Spain",37.3886303,-5.9953403
562,"Hospital Vall D´Hebron, Barcelona, Spain",41.4269357,2.1430121
563,"Hospital Vall Hebron, Barcelona, Spain",41.42821635,2.1412285805156035
564,"Hospital Vall d'Hebron, Barcelona, Spain",41.4269357,2.1430121
565,"Hospital Victoria Eugenia Cruz Roja Española, Sevilla, Spain",37.3886303,-5.9953403
566,"Hospital Virgen Macarena, Sevilla, Spain",37.40675795,-5.986849978407201
567,"Hospital Virgen del Camino, Pamplona, Spain",42.8066386,-1.6673625
568,"Hospital Virgen del Rocio, Seville, Spain",37.3629504,-5.978930232248761
569,"Hospital clinico universitario de salamanca, Salamanca, Spain",40.96377355,-5.675433931406962
570,"Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, Ribeirão Preto, São Paulo, Brazil",-10.3333333,-53.2
571,"Hospital de Basurto, Bilbao, Vizcaya, Spain",43.261611450000004,-2.953289624384577
572,"Hospital de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain",41.3445881,2.1071744
573,"Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil",-30.0324999,-51.2303767
574,"Hospital de Cruces, Barakaldo, Vizcaya, Spain",43.2824977,-2.98431169940688
575,"Hospital de Elche, Elche, Alicante, Spain",38.2593536,-0.6833969
576,"Hospital de Jerez de la Frontera., Jerez de la Frontera, Cádiz., Spain",42.8734659,-8.9156122
577,"Hospital de La Princesa, Madrid, Spain",40.4340157,-3.6757531094540887
578,"Hospital de Manises, Manises, Valencia, Spain",39.4855816,-0.4529130852357861
579,"Hospital de Montecelo, Pontevedra, Spain",42.428592,-8.614510259433034
580,"Hospital de Neurorehabilitació Institut Guttmann, Badalona, Barcelona, Spain",41.4493539,2.248254
581,"Hospital de Sagunto, Valencia, Spain",39.6744027,-0.231082988120229
582,"Hospital de Valladolid, Valladolid, Spain",41.6570882,-4.7169108
583,"Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",41.413976399999996,2.1755471851785164
584,"Hospital del Mar, Barcelona, Spain",41.383587000000006,2.194025106793207
585,"Hospital e Maternidade Dr Christovao da Gama, Santo Andre, Sao Paulo, Brazil",-23.6573395,-46.5322504
586,"Hospital for Special Surgery, New York, New York, United States",40.765164,-73.9526899
587,"Hospital of the University of Pennsylvania, Heart Failure and Transplant Program, Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
588,"Houston Methodist Hospital System, Houston, Texas, United States",29.7589382,-95.3676974
589,"Houston Methodist Hospital, Houston, Texas, United States",29.7108167,-95.39926397738664
590,"Hrodna City Clinical Hospital, Hrodna, Belarus",53.6834599,23.8342648
