,Brief Title,count,enrolled
278,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic P_MMSCs and UC-MMSCs,1,30
279,Umbilical Cord Mesenchymal Stem Cell Transplantation for Decompensated Hepatitis B Cirrhosis,1,30
280,Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia,1,30
281,Autologous Mesenchymal Stem Cells vs. Chondrocytes for the Repair of Chondral Knee Defects,1,30
282,Safety and Efficacy Study of Co-transfering of Mesenchymal Stem Cell and Regulatory T Cells in Treating End-stage Liver Disease,1,30
283,Effectiveness of Autologous Adipose-derived Stem Cells in the Treatment of Knee Cartilage Injury,1,30
284,Cell Therapy With Cellistem-OA for Symptomatic Knee Osteoarthritis,1,30
285,Efficacy and Safety Evaluation of Mesenchymal Stem Cells for the Treatment of Patients With Respiratory Distress Due to COVID-19,1,30
286,Mesenchymal Stem Cells for Radiation-induced Xerostomia,1,30
287,Human Umbilical-Cord-Derived Mesenchymal Stem Cell Therapy in Active Ulcerative Colitis,1,30
288,Mesenchymal Stem Cell-derived Pleiotropic Factor in Treating Non-healing Wounds,1,30
289,Inflammation and Stem Cells in Diabetic and Chronic Kidney Disease,1,30
290,Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Patients With Amyotrophic Lateral Sclerosis,1,30
291,Study on Shoulder Arthritis Treatment With Intra-articular Injections of Autologous Bone Marrow Aspirate.,1,30
292,Mesenchymal Stem Cell Conditioned Medium-derived Pleiotropic Factor in Treating Residual Burn Wound,1,30
293,Efficacy of Infusions of MSC From Wharton Jelly in the SARS-Cov-2 (COVID-19) Related Acute Respiratory Distress Syndrome,1,30
294,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Myelodysplastic Syndromes,1,30
295,Role of Mesenchymal Stem Cells in Fat Grafting,1,30
296,Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,1,30
297,Treatment of Osteoarthritis of the Hip Joint With Intra-articular Injection of Microfractured Autologous Adipose Tissue Containing Mesenchymal Stromal Cells.,1,30
298,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-BI-201 Clinical Trial,1,30
299,Safety and Efficacy of Intravenous Autologous Mesenchymal Stem Cells for MS: a Phase 2 Proof of Concept Study,1,31
300,Stem Cell Therapy Combined With NeuroRegen Scaffold™ in Patients With Erectile Dysfunction After Rectal Cancer Surgery,1,34
301,Prognostic Factors Affecting Survival of Gastric GIST,1,34
302,Human Adipose Derived Mesenchymal Stem Cells for Critical Limb Ischemia (CLI) in Diabetic Patients,1,33
303,Application of Cell Regeneration Therapy With Mesenchymal Stem Cells From Adipose Tissue in Critical Chronic Ischemic Syndrome of Lower Limbs (CLI) in Nondiabetic Patients.,1,33
304,Lomecel-B Infusion Versus Placebo in Patients With Alzheimer's Disease,1,33
305,Autologous Keratinocyte Suspension Versus Adipose-Derived Stem Cell-Keratinocyte Suspension for Post-Burn Raw Area,1,33
306,Safety and Efficacy of FURESTEM-RA Inj. in Patients With Moderate to Severe Rheumatoid Arthritis,1,33
307,"Randomized, Parallel Group, Placebo Control, Unicentric, Interventional Study to Assess the Effect of Expanded Human Allogeneic Adipose-derived Mesenchymal Adult Stem Cells on the Human Response to Lipopolysaccharyde in Human Volunteers",1,32
308,Cosmetic Fat Transplantation Using Expanded ASC Enriched Fat Grafts,1,32
309,Safety and Efficacy Study of Adult Human Mesenchymal Stem Cells to Treat Acute Graft Versus Host Disease (GVHD),1,32
310,"Biochemical Correction of Severe EB by Allo HSCT and ""Off-the-shelf"" MSCs",1,32
311,Treatment of Covid-19 Associated Pneumonia With Allogenic Pooled Olfactory Mucosa-derived Mesenchymal Stem Cells,1,32
312,Management of Retinitis Pigmentosa by Mesenchymal Stem Cells by Wharton's Jelly Derived Mesenchymal Stem Cells,1,32
313,Investigation of Mesenchymal Stem Cell Therapy for the Treatment of Osteoarthritis of the Knee,1,32
314,SVF (Adipose Tissue Derived MSC) Based Therapy for CKD.,1,31
315,Stem Cell Therapy for Vasculogenesis in Patients With Severe Myocardial Ischemia,1,31
316,The Percutaneous Stem Cell Injection Delivery Effects on Neomyogenesis Pilot Study (The POSEIDON-Pilot Study),1,31
317,Allogeneic ABCB5-positive Stem Cells for Treatment of CVU,1,31
318,Intravenous Stem Cells After Ischemic Stroke,1,31
319,Study of Descartes-30 in Acute Respiratory Distress Syndrome,1,30
320,Mesenchymal Stem Cells in Central Nervous System injury2017,1,30
321,Safety Study of Filler Agent Composed of Umbilical Cord Mesenchymal Stem Cells and Hyaluronic Acid,1,30
322,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,1,30
323,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Type 2 Diabetes,1,30
324,Treatment of Knee Osteoarthritis With Allogenic Mesenchymal Stem Cells,1,30
325,Randomized Clinical Trial of Intravenous Infusion Umbilical Cord Mesenchymal Stem Cells on Cardiopathy,1,30
326,Allogeneic Adipose Tissue-Derived Mesenchymal Stem Cells (GXCPC1) for Knee Osteoarthritis,1,30
327,Efficacy of WJ-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture,1,30
328,Therapeutic Treatment of Amyotrophic Lateral Sclerosis,1,30
329,Cotransplantation of Islet and Mesenchymal Stem Cell in Type 1 Diabetic Patients,1,30
330,Application of hUC-MSCs in Treating Acute Lung Injury: a Single Center Prospective Clinical Research,1,30
331,A Proof of Concept Study for the DNA Repair Driven by the Mesenchymal Stem Cells in Critical COVID-19 Patients,1,30
332,Umbilical Cord Mesenchymal Stem Cells Injection for Diabetes Secondary Peripheral Arterial Disease,1,30
333,Allogeneic Umbilical Cord Mesenchymal Stem Cell Transplantation for Type 1 Diabetes With Diabetic Ketoacidosis,1,30
334,Russian Clinical Trial of Mesenchymal Cells in Patients With Septic Shock and Severe Neutropenia,1,30
335,The Clinical Trial on the Use of Umbilical Cord Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis,1,30
336,Autologous Mesenchymal Stem Cells in Spinal Cord Injury (SCI) Patients,1,30
337,Improvement of Liver Function in Liver Cirrhosis Patients After Autologous Mesenchymal Stem Cell Injection:a Phase I-II Clinical Trial,1,30
338,Patient-Derived Stem Cell Therapy for Diabetic Kidney Disease,1,30
339,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Mild-to-Moderate COVID-19: A Phase II Clinical Trial,1,30
340,Cell Therapy in Critical Limb Ischemia,1,30
341,Mesenchymal Stem Cell Infusion as Prevention for Graft Rejection and Graft-versus-host Disease,1,30
342,Intramuscular Injection of Mesenchymal Stem Cell for Treatment of Children With Idiopathic Dilated Cardiomyopathy,1,30
343,Clinical Study for Subjects With COVID-19 Using Allogeneic Adipose Tissue-Derived Mesenchymal Stem Cells,1,30
344,The Study of Early Stage Osteonecrosis of Femoral Head With Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-ONFH),1,30
345,Evaluation of Personalized Nutritional Intervention on Wound Healing of Cutaneous Ulcers in Diabetics,1,30
346,Treatment of Knee Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells,1,30
347,Injectable Collagen Scaffold™ Combined With HUC-MSCs for the Improvement of Erectile Function in Men With Diabetes,1,30
348,Bone Marrow Derived Stem Cell Transplantation in T2DM,1,30
349,"A Study to Evaluate the Safety, Tolerability, and Exploratory Efficacy of IMS001 in Subjects With Multiple Sclerosis",1,30
350,Clinical Use of Stem Cells for the Treatment of Covid-19,1,30
351,Efficacy and Safety of Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Type 2 Diabetes Mellitus,1,30
352,The TRansendocardial Stem Cell Injection Delivery Effects on Neomyogenesis STudy (The TRIDENT Study),1,30
353,Safety and Efficacy Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat Severe Aplastic Anemia,1,30
354,Clinical Efficacy of Exosome in Degenerative Meniscal Injury,1,30
355,Senescence in Chronic Kidney Disease,1,30
356,Safety and Efficacy of Mesenchymal Stem Cells in the Management of Severe COVID-19 Pneumonia,1,30
357,Evaluation of Efficacy and Safety of Autologous MSCs Combined to Biomaterials to Enhance Bone Healing,1,30
358,Autologous Bone Marrow Derived Mesenchymal Stromal Cells Transplantation(BM-MSC) for Kienbock's Disease,1,30
359,Induced Wound Healing by Application of Expanded Bone Marrow Stem Cells in Diabetic Patients With Critical Limb Ischemia,1,30
360,Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,1,30
361,A Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells in Knee Osteoarthritis,1,30
362,Allogeneic Adipose Tissue-derived Mesenchymal Stem Cells in Ischemic Stroke,1,30
363,Autologous Alveolar Bone Marrow Mesenchymal Stem Cells for the Reconstruction of Infrabony Periodontal Defects,1,30
364,The Treatment of Initial Stage of Hip Osteonecrosis: the Core Decompression,1,52
365,"Cx611-0101, eASCs Intravenous Administration to Refractory Rheumatoid Arthritis Patients",1,53
366,Clinical Trial of Autologous Adipose Tissue-Derived Mesenchymal Progenitor Cells (MPCs) Therapy for Knee Osteoarthritis,1,53
367,Treatment of Chronic Graft-Versus-Host Disease With Mesenchymal Stromal Cells,1,130
368,Follow-up Study for Participants of Jointstem Phase 3 Clinical Trial,1,129
369,Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST),1,129
370,Combination of Mesenchymal and C-kit+ Cardiac Stem Cells as Regenerative Therapy for Heart Failure,1,125
371,Transplantation Efficacy of Autologous Bone Marrow Mesenchymal Stem Cells With Intensive Atorvastatin in AMI Patients,1,124
372,Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients,1,120
373,Multicenter Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis.,1,120
374,MSC for Treatment of CMV Infection,1,120
375,Effect of BM-MSCs on Early Graft Function Recovery After DCD Kidney Transplant.,1,120
376,Mesenchymal Stem Cell Therapy for Knee Osteoarthritis,1,120
377,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars,1,120
378,Effect of BM-MSCs in DCD Kidney Transplantation,1,120
379,Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome,1,120
380,the Laparoscopic and Endoscopic Cooperative Surgery of Gastrointestinal Stromal Tumor,1,120
381,Co-transplantation of MSC in the Setting of Allo-HSCT,1,120
382,Peripheral Blood Stem Cell Combined With Mesenchymal Stem Cells for Treatment of Poor Graft Function,1,120
383,A Molecule Basic Study of Early Warning for New Pathogenic Risk of Ankylosing Spondylitis,1,120
384,Induction With SVF Derived MSC in Living-related Kidney Transplantation,1,120
385,MSCs With or Without Peripheral Blood Stem Cell for Treatment of Poor Graft Function and Delayed Platelet Engraftment,1,120
386,Effect of Mesenchymal Stem Cells(MSCs) Transplantation for Acute Cerebral Infarction Patients,1,120
387,Efficacy and Safety of UC-MSCs for the Treatment of Steroid-resistant aGVHD Following Allo-HSCT,1,130
388,Adipose Tissue-derived Mesenchymal Stem Cell (AD-MSC) Therapy for the Treatment of Sexual Function Impairment in Female,1,130
389,A Clinical Study of Mesenchymal Stem Cell Exosomes Nebulizer for the Treatment of ARDS,1,169
390,The Effect of Stem Cells and Stem Cell Exosomes on Visual Functions in Patients With Retinitis Pigmentosa,1,135
391,Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers.,1,164
392,hCT-MSC in Children With Autism Spectrum Disorder,1,164
393,Intracoronary or Intravenous Infusion Human Wharton' Jelly-derived Mesenchymal Stem Cells in Patients With Ischemic Cardiomyopathy,1,160
394,Intracoronary Human Wharton's Jelly- Derived Mesenchymal Stem Cells (WJ-MSCs) Transfer in Patients With Acute Myocardial Infarction (AMI),1,160
395,Influence of Maternal Exercise on Infant Skeletal Muscle and Metabolomics,1,160
396,Therapeutic Effects of Liver Failure Patients Caused by Chronic Hepatitis B After Autologous MSCs Transplantation,1,158
397,Umbilical Cord-Derived Mesenchymal Stem Cell (VCELL 1) for Male Patients With Sexual Deficiency,1,158
398,A Study to Evaluate the Safety and Efficacy of AC607 for the Treatment of Kidney Injury in Cardiac Surgery Subjects,1,156
399,MSC for Treatment of cGVHD After Allo-HSCT,1,152
400,National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),1,150
401,Efficacy in Alveolar Bone Regeneration With Autologous MSCs and Biomaterial in Comparison to Autologous Bone Grafting,1,150
402,Phase IIb Trial to Evaluate Longeveron Mesenchymal Stem Cells to Treat Aging Frailty,1,150
403,The Effect of Platelet-rich Plasma in Patients With Osteoarthritis of the Knee,1,150
404,Constitution of a Biological Cohort Following Bone Marrow Sampling From MDS or AML Patients and Age-matched Healthy Donors,1,150
405,Mesenchymal Stem Cell Transplantation for Refractory Primary Biliary Cholangitis,1,140
406,A Phase 2b/3a Study to Evaluate the Efficacy and Safety of JointStem in Patients Diagnosed as Knee Osteoarthritis,1,140
407,Evaluation of Clinical Efficacy of Autologous Adipose Tissue Derived ADSCSs in Treatment of Osteoarthritis (OA),1,140
408,Study of Subtalar Arthrodesis Using AlloStem® Versus Autologous Bone Graft,1,140
409,Transendocardial Injection of Allogeneic-MSC in Patients With Non-Ischemic Dilated Cardiomyopathy,1,136
410,Sequential Treatment of Extra-Corporeal Shock Wave Combined With aUtologous Bone marRow Mesenchymal Stem Cells on Patients With ischEmic Heart Disease : the S-CURE Study,1,120
411,Effect of SVF Derived MSC in DCD Renal Transplantation,1,120
412,Extracellular Vesicle Infusion Treatment for COVID-19 Associated ARDS,1,120
413,Umbilical Cord Mesenchymal Stem Cells Transplantation Combined With Plasma Exchange for Patients With Liver Failure,1,120
414,Autologous Bone Marrow Stem Cell Transplantation for Osteonecrosis in Sickle Cell Disease,1,100
415,MSCs For Treatment of Azoospermic Patients,1,100
416,Umbilical Cord Mesenchymal Stem Cells Injection for Ocular Corneal Burn,1,100
417,Bone Marrow Aspirate Concentrate Versus Triamcinolone Injection For Hip Osteoarthritis,1,100
418,Stem Cells for Bronchopulmonary Dysplasia,1,100
419,BAttLe Against COVID-19 Using MesenchYmal Stromal Cells,1,100
420,Mesenchymal Stem Cell Augmentation in Patients Undergoing Arthroscopic Rotator Cuff Repair,1,100
421,Efficacy and Safety Study of Allogenic Mesenchymal Stem Cells for Patients With Chronic Graft Versus Host Disease,1,100
422,Mesenchymal Stem Cells Co-transplantation in Alternative Donor Transplantation of Severe Aplastic Anemia.,1,100
423,Study to Evaluate the Safety and Efficacy of AstroStem in Treatment of Alzheimer's Disease,1,100
424,A Study to Compare Two Techniques for Articular Cartilage Repair:ACIC Vs. MCIC,1,100
425,Therapy of Scars and Cutis Laxa With Autologous Adipose Derived Mesenchymal Stem Cells,1,100
426,Transplantation of Autologous Bone Marrow Derived Stem Cells in Patients With Rheumatoid Arthritis,1,100
427,Phase 2B Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,1,100
428,Treatment of Chronic Renal Failure With Adipose Tissue-derived Mesenchymal Stem Cells,1,100
429,Umbilical Cord Mesenchymal Stem Cells for Patients With Primary Biliary Cirrhosis,1,100
430,Safety and Preliminary Efficacy Study of Mesenchymal Precursor Cells (MPCs) in Subjects With Lumbar Back Pain,1,100
431,Adipose-derived Mesenchymal Stem Cells in Osteoarthritis,1,100
432,Clonal Fetal Mesenchymal Stem Cells (cfMSCs) for the Control of Immune-related Disorders,1,100
433,Wharton's Jelly-derived Mesenchymal Stem Cells in Osteoarthritis,1,100
434,Repeated Subarachnoid Administrations of hUC-MSCs in Treating SCI,1,102
435,Efficacy and Safety of Allogenic Stem Cell Product(CARTISTEM®) for Osteochondral Lesion of Talus,1,102
436,Safety and Efficacy Study of Stem Cell Transplantation to Treat Dilated Cardiomyopathy,1,110
437,Allogeneic Bone Marrow Mesenchymal Stem Cells Transplantation in Patients With Liver Failure Caused by Hepatitis B Virus (HBV),1,120
438,Neural Progenitor Cell and Paracrine Factors to Treat Hypoxic Ischemic Encephalopathy,1,120
439,Rituximab Combined With MSCs in the Treatment of PNS (3-4 Stage of CKD),1,116
440,Evaluation the Efficacy and Safety of Mutiple Lenzumestrocel (Neuronata-R® Inj.) Treatment in Patients With ALS,1,115
441,Randomized Clinical Trial to Evaluate the Regenerative Capacity of CardioCell in Patients With Chronic Ischaemic Heart Failure (CIHF),1,115
442,Cellular Immunotherapy for Septic Shock,1,114
443,"""It is a Real"" The First Baby Of Autologous Stem Cell Therapy in Premature Ovarian Failure",1,112
444,Comparison Between Skin Graft Versus Skin Graft and Stem Cell Application,1,110
445,Efficacy of Allogeneic Umbilical Cord Derived Hematopoietic and Mesenchymal Stem Cells in Cerebral Palsy,1,108
446,Mesenchymal Stem Cells to Treat Type 2 Diabetes,1,103
447,Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells for the Treatment of Knee Osteoarthritis,1,108
448,Mesenchymal Stem Cells for the Treatment of Pneumonia Post Haematopoietic Stem Cell Transplantation,1,107
449,Safety Study of Allogeneic Mesenchymal Precursor Cell Infusion in Myocardial Infarction,1,106
450,Stem Cells vs. Steroids for Discogenic Back Pain,1,106
451,Evaluation of Trinity Evolution in Patients Undergoing Foot and Ankle Fusion,1,106
452,Cardiovascular Clinical Project to Evaluate the Regenerative Capacity of CardioCell in Patients With Acute Myocardial Infarction (AMI),1,105
453,Study to Compare Efficacy and Safety of Cartistem and Microfracture in Patients With Knee Articular Cartilage Injury,1,104
454,Follow-Up Study of CARTISTEM® Versus Microfracture for the Treatment of Knee Articular Cartilage Injury or Defect,1,103
455,Induction Therapy With Autologous Mesenchymal Stem Cells for Kidney Allografts,1,165
456,Intratracheal Umbilical Cord-derived Mesenchymal Stem Cell for the Treatment of Bronchopulmonary Dysplasia (BPD),1,180
457,Treatment of Tendon Injury Using Allogenic Adipose-derived Mesenchymal Stem Cells (Rotator Cuff Tear),1,24
458,Prochymal® Expanded Access for Adults Who Have Failed Steroid Treatment for Acute Graft Versus Host Disease (GVHD),1,0
459,Mesenchymal Stem Cells for the Treatment of Various Chronic and Acute Conditions,1,5000
460,Long Term Follow up Mesenchymal Stem Cell Therapy for Patients Virus-related Liver Cirrhosis,1,700
461,Investigational Treatments for COVID-19 in Tertiary Care Hospital of Pakistan,1,600
462,Efficacy and Safety of Allogeneic Mesenchymal Precursor Cells (Rexlemestrocel-L) for the Treatment of Heart Failure.,1,566
463,Stem Cell Ophthalmology Treatment Study II,1,500
464,Multicenter Trial of Stem Cell Therapy for Osteoarthritis (MILES),1,480
465,Bone Marrow Mesenchymal Stem Cell Derived EVs for COVID-19 Moderate-to-Severe Acute Respiratory Distress Syndrome (ARDS): A Phase III Clinical Trial,1,400
466,Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-resistant Moderate-to-severe Crohn's Disease,1,330
467,Safety and Efficacy Study of Umbilical Mesenchymal Stem Cells for Liver Cirrhosis,1,320
468,Human Umbilical Cord Mesenchymal Stem Cells (HUC-MSCs) Transplantation in Women With Primary Ovarian Insufficiency (POI),1,320
469,Safety and Efficacy of Autologous Cardiopoietic Cells for Treatment of Ischemic Heart Failure.,1,315
470,Clinical Investigation to Compare the Safety and Efficacy of Cellular Matrix to Those of Ostenil® Plus and to Those of PRP Only,1,306
471,MIF Involvement in AML,1,300
472,A Controlled Study to Evaluate the Efficacy of Allogeneic MesenCure for the Treatment of Patients With COVID-related Pneumonia,1,300
473,Stem Cell Ophthalmology Treatment Study,1,300
474,WJMSCs Anti-inflammatory Therapy in Coronary Artery Disease,1,300
475,Use of BMAC With Hip Arthroscopy Treatment of FAI and Labral Tear,1,300
476,Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs) for Osteoarthritis,1,300
477,A Study on Non-invasive Early Diagnosis of Gastrointestinal Stromal Tumors and Differentiation of Benign and Malignant Nodules,1,300
478,Prochymal Expanded Access Treatment for Pediatric Patients Who Have Failed Steroids for Acute GVHD,1,0
479,Safety and Treatment Outcome Study of PROCHYMAL® (Remestemcel-L) Intravenous Infusion in Subjects With Treatment-resistant Crohn's Disease,1,0
480,Umbilical Cord Mesenchymal Stem Cells as First-line Treatment for Patients With Acute Graft Versus Host Disease,1,182
481,Expanded Access to Intrathecal Administration of Autologous Mesenchymal Stem Cell-derived Neural Progenitors (MSC-NP) in Progressive Multiple Sclerosis,1,0
482,HBCMD01- Expanded Access for the Treatment of Congenital Muscular Dystrophy.,1,0
483,Autologous Human Adipose-Derived Mesenchymal Stem Cells in Alzheimer's Disease,1,0
484,An Expanded Access IND for the Treatment of Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),1,0
485,"""Individual Patient Expanded Access IND to Treat Primary Lateral Sclerosis""",1,0
486,Intermediate Size Expanded Access Protocol for the Treatment of Post-COVID-19 Syndrome.,1,0
487,Intermediate Size Patient Population Expanded Access IND for the Treatment of Patients With Parkinson's Disease.,1,0
488,Individual Patient Expanded Access IND of HB-adMSCs for Chronic Musculoskeletal Pain.,1,0
489,Expanded Access Protocol: Repeated Administration of Nurown® (Autologous MSC-NTF Cells) for the Treatment of ALS,1,0
490,A Global Expanded Access Protocol on Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicle Infusion Treatment for Patients With COVID-19 Associated ARDS,1,0
491,Individual Patient Expanded Access IND of Autologous HB-adMSCS for the Treatment of Bilateral Knee Pain.,1,0
492,Individual Patient Expanded Access IND of Autologous HBadMSCs for the Treatment of Amyotrophic Lateral Sclerosis,1,0
493,"Intermediate-size Expanded Access Program (EAP), Mesenchymal Stromal Cells (MSC) for Multisystem Inflammatory Syndrome in Children (MIS-C) Associated With Coronavirus Disease (COVID-19)",1,0
494,Infusion of Allogeneic Mesenchymal Stem Cells in Patients With Diffuse Cutaneous Systemic Sclerosis With Refractory Pulmonary Involvement,1,0
495,"Intermediate-size Expanded Access Program (EAP), Mesenchymal Stromal Cells (MSC) for Acute Respiratory Distress Syndrome (ARDS) Due to COVID-19 Infection",1,0
496,Individual Patient Expanded Access IND of Hope Biosciences First Blood Relative Allogeneic Adipose-derived Mesenchymal Stem Cells (HB-adMSCs) for Pancreatic Cancer,1,0
497,Individual Patient Expanded Access IND to Treat Polyneuropathy,1,0
498,Individual Patient Expanded Access IND of Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cells for Chronic Spinal Cord Injury,1,0
499,Individual Patient Expanded Access IND of Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cells for the Treatment of Cerebral Palsy,1,0
500,Individual Patient Expanded Access IND of Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cells for Treatment of SCI,1,0
501,Efficacy of Stem Cell Transplantation Compared to Rehabilitation Treatment of Patients With Cerebral Paralysis,1,300
502,Different Efficacy Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With SCI in China,1,300
503,Prediction of Chronic Allograft Nephropathy,1,300
504,Adipose Derived Mesenchymal Stem Cells for Induction of Remission in Perianal Fistulizing Crohn's Disease,1,278
505,Safety and Efficacy of Diverse Mesenchymal Stem Cells Transplantation for Liver Failure,1,210
506,The Treatment of Bronchopulmonary Dysplasia by Intratracheal Instillation of Mesenchymal Stem Cells,1,200
507,Autologous Adipose-derived Stem Cells (AdMSCs) for COVID-19,1,200
508,Umbilical Cord-derived Mesenchymal Stem Cells for Ischemic Stroke,1,200
509,Trial of Mesenchymal Stem Cell Transplantation in Decompensated Liver Cirrhosis,1,200
510,MSCs Combined With CD25 Monoclonal Antibody and Calcineurin Inhibitors for Treatment of Steroid-resistant aGVHD,1,200
511,WJMSCs Anti-inflammatory Therapy in Acute Myocardial Infarction,1,200
512,Mesenchymal Stem Cells Treat Liver Cirrhosis,1,200
513,Clinical Trial to Evaluate the Efficacy and Safety of Cellgram-LC Administration in Patients With Alcoholic Cirrhosis,1,200
514,Treatment of Tendon Disease Using Autologous Adipose-derived Mesenchymal Stem Cells,1,200
515,Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of CVU (Phase IIb),1,200
516,Mesenchymal Stem Cells Treatment for Decompensated Liver Cirrhosis,1,200
517,Mesenchymal Stem Cell Transplantation for Acute-on-chronic Liver Failure,1,200
518,Safety and Efficacy Study of Umbilical Cord-Derived Mesenchymal Stem Cells for Rheumatoid Arthritis,1,200
519,Clinical Trial to Evaluate Safety and Efficacy of MesoCellA-Ortho Tissue-Engineered Advanced Therapy Product in Patients With Osteoarthrosis and Civilisation Diseases,1,200
520,Therapy of Preconditioned Autologous BMMSCs for Patients With Ischemic Heart Disease,1,200
521,microRNAs Role in Pre-eclampsia Diagnosis,1,200
522,Pre-clinical Models for Mesenchymal Stem Cell Therapy in Hemophilic Arthropathy,1,200
523,Efficacy and Safety of Prochymal® Infusion in Combination With Corticosteroids for the Treatment of Newly Diagnosed Acute Graft Versus Host Disease (GVHD),1,192
524,Treatment Of Steroid-Refractory Acute Graft-versus-host Disease With Mesenchymal Stromal Cells Versus Best Available Therapy,1,210
525,Prochymal® (Human Adult Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction (AMI),1,220
526,MSCs in COVID-19 ARDS,1,223
527,The Safety and Effects of Mesenchymal Stem Cell (MSCs) in the Treatment of Rheumatoid Arthritis,1,250
528,Umbilical Cord Mesenchymal Stem Cells for Patients With Liver Cirrhosis,1,266
529,Safety and Efficacy of Repeated Administrations of NurOwn® in ALS Patients,1,263
530,UC-MSC Infusion for HBV-Related Acute-on-Chronic Liver Failure,1,261
531,A Phase 3 Study to Evaluate the Efficacy and Safety of JointStem in Treatment of Osteoarthritis,1,260
532,Efficacy and Safety of Adult Human Mesenchymal Stem Cells to Treat Steroid Refractory Acute Graft Versus Host Disease (GVHD),1,260
533,A Perspective Multicenter Controlled Study On Application Of Mesenchymal Stem Cell(MSC) To Prevent Rejection After Renal Transplantation By Donation After Cardiac Death,1,260
534,Clinical Trial of Umbilical Cord Mesenchymal Stem Cell Transfusion in Decompensated Liver Cirrhosis,1,252
535,Treatment of Cartilage Defects With Peripheral Blood Stem Cells,1,252
536,A Pilot Study of MSCs Iufusion and Etanercept to Treat Ankylosing Spondylitis,1,250
537,Human Umbilical Cord Mesenchymal Stem Cells Treatment for Lupus Nephritis (LN),1,230
538,The Safety/Efficacy Study of Human Umbilical Cord Mesenchymal Stem Cells Therapy (19#iSCLife®-LDP) for Lumbar Discogenic Pain,1,242
539,Prediction AlgoriThm for regeneraTive Medicine Approach in knEe OA: New Decision-making Process Based on Patient pRofiliNg,1,240
540,Treatment With Human Umbilical Cord-derived Mesenchymal Stem Cells for Decompensated Cirrhosis,1,240
541,Safety and Efficacy of Human Umbilical Cord Derived Mesenchymal Stem Cells for Treatment of HBV-related Liver Cirrhosis,1,240
542,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications,1,240
543,MSCs for Prevention of MI-induced HF,1,240
544,A Clinical Study Using Autologous Bone Marrow Stem Cell for Diabetes Related Vascular Complications,1,240
545,Human Umbilical Cord-derived Mesenchymal Stem Cells for Decompensated Cirrhosis (MSC-DLC-2),1,240
546,Treatment With Human Umbilical Cord-derived Mesenchymal Stem Cells for Severe Corona Virus Disease 2019 (COVID-19),1,100
547,A Study Evaluating the Efficacy of a Single Injection Autologous Adipose Derived Mesenchymal Stromal Cells in Patients With Knee Osteoarthritis,1,100
548,Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Anterior Cruciate Ligament Reconstruction,1,100
