,Official Title,count,enrolled
315,"An Interventional, Single Arm, Multicenter, Phase I/IIa Clinical Trial to Investigate the Efficacy and Safety of Allo-APZ2-CVU on Wound Healing of Chronic Venous Ulcer (CVU)",1,31
316,Potential of Mesenchymal Stem Cell Enriched Adipose Tissue Grafting for Contour Deformities of Face,1,30
317,Intrathecal Injection of Mesenchymal Stem Cells in Central Nervous System injury2017,1,30
318,A Follow-up Study to Evaluate the Safety for the Patients With ALLO-ASC-DFU Treatment in Phase 2 Clinical Trial of ALLO-ASC-BI-201,1,30
319,Umbilical Cord Blood-derived Mesenchymal Stem Cells for the Treatment of Steroid-refractory Acute or Chronic Graft-versus-host-disease,1,30
320,Safety/Efficacy Assessed Study on Transplantation Therapy Using Human Umbilical Cord/Placenta-derived Mesenchymal Stem Cells for Type 2 Diabetes Mellitus,1,30
321,Treatment of Knee Osteoarthritis With Allogenic Mesenchymal Stem Cells (MSV*) *MSV: Mesenchymal Stromal Cells From Valladolid,1,30
322,"Phase 1 Randomized-Double Blind Clinical Trial of Intravenous Infusion of Umbilical Cord Mesenchymal Stem Cells Transplantation in Heart Failure on Patients With Cardiopathy in Dilated Stage, of Different Etiology",1,30
323,Adipose-Derived Stem Cells (ADSCs) Injections for Knee Osteoarthritis,1,30
324,Efficacy of Wharton's Jelly-derived Mesenchymal Stem Cells in Combination With Parathyroid Hormone for Vertebral Compression Fracture,1,30
325,Application of Wharton's Jelly-derived Mesenchymal Stem Cells in the Treatment of Amyotrophic Lateral Sclerosis,1,30
326,Cotransplantation of Islet and Mesenchymal Stem Cell in Type 1 Diabetic Patients,1,30
327,Transplatation of Human Umbilcal Cord Derived Mesenchyamal Stem Cells in Acute Lung Injury: a Single Center Prospective Clinical Research,1,30
328,A Proof of Concept Study for the DNA Repair Driven by the Mesenchymal Stem Cells in Critical COVID-19 Patients,1,30
329,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Injection for Diabetes Secondary Peripheral Arterial Disease,1,30
330,The Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cell Transplantation to Treat New-onset Type 1 Diabetes With Diabetic Ketoacidosis,1,30
331,Russian Single-center Open Randomized Clinical Trial of the Impact of Mesenchymal Stromal Cells Therapy on Organ Dysfunction and 28-day Mortality in Patients With Septic Shock and Severe Neutropenia.,1,30
332,The Clinical Study on the Use of Umbilical Cord Mesenchymal Stem Cells in Amyotrophic Lateral Sclerosis,1,30
333,Autologous Mesenchymal Stem Cells in Spinal Cord Injury (SCI) Patients,1,30
334,A Phase One/Two Clinical Trial on the Use of Autograft Mesenchymal Stem Cells Differentiated Into Progenitor of Hepatocytes for the Salvage Treatment of Patients With End-stage Liver Disease,1,30
335,Intra-arterially Delivered Autologous Mesenchymal Stem/Stromal Cell Therapy in Patients With Diabetic Kidney Disease: A Phase I Study,1,30
336,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for Mild-to-Moderate COVID-19: A Phase II Clinical Trial,1,30
337,Cell Therapy in Critical Limb Ischemia by Implantation of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells,1,30
338,Mesenchymal Stem Cell Infusion as Prevention for Graft Rejection and Graft-versus-host Disease After Allogeneic Hematopoietic Cell Transplantation With Nonmyeloablative Conditioning: a Pilot Study,1,30
339,Effects of Intramuscular Injection of Umbilical Cord Mesenchymal Stem Cell on the Ventricular Function of Children With Idiopathic Dilated Cardiomyopathy,1,30
340,Clinical Study for Subjects With Coronavirus 2019 (COVID-19) Using Multiple Dose Intravenous Infusions of Allogeneic Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs),1,30
341,The Study of Early Stage Osteonecrosis of Femoral Head With Human Umbilical Cord Mesenchymal Stem Cells (hUC-MSC),1,30
342,Evaluation of Personalized Nutritional Intervention Together With the Application of MSC-derived Exosomes on the Regenerative Capacity and Wound Healing of Cutaneous Ulcers in Diabetics,1,30
343,Treatment of Osteoarthritis by Intra-articular Injection of Bone Marrow Mesenchymal Stem Cells,1,30
344,Injectable Collagen Scaffold™ Combined With Human Umbilical Cord-derived Mesenchymal Stem Cells (HUC-MSCs) for the Improvement of Erectile Function in Men With Diabetes,1,30
345,Efficacy and Safety of Autologous Bone Marrow Derived Stem Cell Transplantation in Patients With Type 2 Diabetes Mellitus,1,30
346,"A Phase 1, Dose-Escalating, Open-label Study to Evaluate the Safety, Tolerability, and Exploratory Efficacy of Single Dose of IV IMS001 in Subjects With Multiple Sclerosis and Treatment Failure to Prior Disease Modifying Treatments (DMTs)",1,30
347,What is the Effect of Mesenchymal Stem Cell Therapy on Seriously Ill Patients With Covid 19 in Intensive Care? (Prospective Double Controlled Study),1,30
348,Efficacy and Safety of Umbilical Cord Mesenchymal Stem Cells Transplantation in Patients With Type 2 Diabetes Mellitus,1,30
349,"A Phase II, Randomized, Blinded, Study of the Safety and Efficacy of Transendocardial Injection of Allogeneic Human Mesenchymal Stem Cells (hMSCs) (20 Million or 100 Million Total MSCs) in Patients With Chronic Ischemic Left Ventricular Dysfunction Secondary to Myocardial Infarction.",1,30
350,Phase II Study of Umbilical Cord/Placenta-Derived Mesenchymal Stem Cells to Treat SAA,1,30
351,A Phase II Trial to Investigate Clinical Efficacy of Autologous Synovial Fluid Mesenchymal Stem Cell-Derived Exosome Application in Patients With Degenerative Meniscal Injury,1,30
352,"Senescence, Frailty, and Mesenchymal Stem Cell Functionality in Chronic Kidney Disease: Effect of Senolytic Agents",1,30
353,Safety and Efficacy of Mesenchymal Stem Cells in the Management of Severe COVID-19,1,30
354,Evaluation of Efficacy and Safety of Autologous MSCs Combined to Biomaterials to Enhance Bone Healing in Patients With Delayed Consolidation After Long Bone Fracture Requiring Graft Apposition or Alternative Orthobiologics,1,30
355,Autologous Bone Marrow Derived Mesenchymal Stromal Cells Transplantation for Human Avascular Necrosis of the Lunate Bone of the Wrist (Kienbock's Disease),1,30
356,Study on Induced Wound Healing Through Application of Expanded Autologous Bone Marrow Stem Cells in Diabetic Patients With Ischemia-induced Chronic Tissue Ulcers Affecting the Lower Limbs,1,30
357,Allogenic Adipose Derived Mesenchymal Stem Cells and Vitamin D Supplementation in Patients With Recent-onset Type 1 Diabetes Mellitus,1,30
358,"A Phase I/II, Randomized, Double-blind, Controlled Study to Assess Safety and Efficacy of Umbilical Cord-derived Mesenchymal Stromal Cells (UC-MSCs) in Patients With Knee Osteoarthritis",1,30
359,Allogeneic Adipose Tissue-derived Mesenchymal Stem Cells in Ischemic Stroke. A Phase IIB Multicenter Double Blind Placebo Controlled Clinical Trial,1,30
360,A Phase I/II Double-Blind Randomised Controlled Clinical Trial To Study The Safety and Efficacy Of A Novel Regenerative Treatment Of Infrabony Periodontal Defects Using Autologous Alveolar Bone-Marrow Mesenchymal Stem Cells (aBM-MSCs).,1,30
361,Autologous Mesenchymal Stem/Stromal Cells for the Treatment of Workers Affected by Chronic Low Back Pain Due to Multilevel InterVErtebral Disc Degeneration: a Phase IIB Randomized Clinical Trial,1,52
362,"""Phase Ib/IIa, Escalating Dose, Single Blind, Clinical Trial to Assess the Safety of the i.v Administration of Allogeneic Adipose-derived Mesenchymal Cells (eASCs) to Refractory Rheumatoid Arthritis (RA) Patients"".",1,53
363,"A Phase II, Randomized Study to Evaluate the Safety and Efficacy of Ex-Vivo Cultured Allogenic Mesenchymal Stem Cells For the Treatment of Extensive Chronic Graft Versus Host Disease",1,52
364,Effect of Autologous Stromal Vascular Fraction Derived Mesenchymal Stem Cell in Kidney Transplantation From Chinese Donation After Citizen Death (DCD): A Randomized Controlled Trial,1,120
365,Long-Term Safety and Efficacy Extension Study Of Autologous Adipose-Derived Mesenchymal Stem Cells 『JOINTSTEM』 in Patients With Knee Osteoarthiritis: A Phase III Extension Study,1,129
366,"Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST): An Open Label Dose Escalation Phase 1 Trial Followed by a Randomised, Double-blind, Allocation Concealed, Placebo-controlled Trial.",1,129
367,"A Phase II, Randomized, Placebo-Controlled Study of the Safety, Feasibility, & Efficacy of Autologous Mesenchymal Stem Cells & C-kit+ Cardiac Stem Cells, Alone or in Combination, Administered Transendocardially in Subjects With Ischemic HF",1,125
368,The Randomized Double-blind Placebo-Controlled Multi-center Clinical Trial of Transplantation Efficacy of Autologous Bone Marrow Mesenchymal Stem Cells With Intensive Atorvastatin in Acute Myocardial Infarction Patients,1,124
369,"A Single-centre, Double-blinded, Randomised, Placebo-controlled, Phase II Study to Investigate the Safety and Efficacy of Mesenchymal Stem Cell for Radiation-induced Hyposalivation and Xerostomia in Previous Head and Neck Cancer Patients (MESRIX-III)",1,120
370,"Phase III, Multicenter, Randomized, Open-label Clinical Trial Comparing Treatment With Allogeneic Mesenchymal Cells Versus Autologous Mesenchymal Cells and Versus Active Control With Hyaluronic Acid in Patients With Knee Osteoarthritis",1,120
371,Mesenchymal Stem Cells for Treatment of CMV Infection After Hematopoietic Stem Cell Transplant,1,120
372,Effect of Bone Marrow-derived Mesenchymal Stem Cells (BM-MSCs) on Recovery of Poor Early Graft Function Post Kidney Transplantation From Chinese Donation After Citizen Death (DCD): A Multi-center Randomized Controlled Trial,1,120
373,"A Study to Evaluate the Safety, and Efficacy of Minimally Manipulated Autologous Bone Marrow Aspirate to Treat Knee Osteoarthritis in Patients",1,120
374,"A Phase II, Randomized, Double-Blind, Placebo-Controlled Study of the Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars",1,120
375,The Efficacy and Safety of Bone Marrow-derived Mesenchymal Stem Cells in Kidney Transplantation From Chinese Donation After Citizen Death (DCD): A Multi-center Randomized Controlled Trial,1,120
376,"A Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Clinical Trial of Allogeneic Bone Marrow-derived Human Mesenchymal Stromal Cells (hMSCs) for the Treatment of Acute Respiratory Distress Syndrome",1,120
377,"the Prospective, Randomized and Comparative Clinical Study of Laparoscopic and Endoscopic Cooperative Surgery in the Treatment of Gastrointestinal Stromal Tumor",1,120
378,Co-transplantation of Mesenchymal Stromal Cells in Allogeneic Hematopoietic Stem Cell Transplantation,1,120
379,G-CSF Mobilized Peripheral Blood Stem Cell Combined With Mesenchymal Stem Cells for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplant,1,120
380,A Molecule Basic Study of Early Warning for New Pathogenic Risk of Ankylosing Spondylitis,1,120
381,Effect of Autologous Stromal Vascular Fraction Derived Mesenchymal Stem Cell in Living-Related Kidney Transplants: A Randomized Controlled Trial,1,120
382,Mesenchymal Stem Cells With or Without G-CSF Mobilized Peripheral Blood Stem Cell for Treatment of Poor Graft Function and Delayed Platelet Engraftment After Allogeneic Hematopoietic Stem Cell Transplant,1,120
383,Effect of Human Umbilical Cord Mesenchymal Stem Cells(MSCs) Transplantation for on Prognosis of Acute Cerebral Infarction Patients,1,120
384,"Efficacy and Safety of UC-MSCS for the Treatment of Steroid-resistant aGVHD Following Allo-HSCT: A Multicenter, Randomized, Open-label Trial",1,130
385,Treatment of of Chronic Graft-Versus-Host Disease With Mesenchymal Stromal Cells. A Phase III Randomized Open Label Multi-center Study in Southern China.,1,130
386,Evaluation of Autologous Adipose Tissue-derived Mesenchymal Stem Cell Efficacy for the Treatment of Sexual Function Impairment in Female,1,130
387,National Project to Implement Mesenchymal Stem Cell for the Treatment of Perianal Crohn's Fistula (the PRIME Study),1,150
388,"A Phase II Study of hCT-MSC, an Umbilical Cord-Derived Mesenchymal Stromal Cell Product, in Children With Autism Spectrum Disorder",1,164
389,"Randomised, Double-blind, Placebo-controlled, Intracoronary or Intravenous Infusion Human Wharton' Jelly-derived Mesenchymal Stem Cells in Patients With Ischemic Cardiomyopathy",1,160
390,Phase 2 Study of Intracoronary Human Wharton's Jelly- Derived Mesenchymal Stem Cells (WJ-MSCs) Transfer in Patients With ST-segment Elevation Acute Myocardial Infarction (AMI),1,160
391,Influence of Maternal Exercise on Infant Skeletal Muscle and Metabolomics,1,160
392,Therapeutic Effects Including Short-term Changes And Long-term Outcomes of Liver Failure Patients Caused by Chronic Hepatitis B After Single Transplantation With Autologous Bone Marrow Mesenchymal Stem Cells.,1,158
393,Evaluation of the Safety and Efficacy of Umbilical Cord-Derived Mesenchymal Stem Cell (VCELL 1) for Male Patients With Sexual Deficiency: A Phase I/IIa Randomised Crossover Trial,1,158
394,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Study of AC607 for the Treatment of Acute Kidney Injury in Cardiac Surgery Subjects",1,156
395,Mesenchymal Stem Cell for Treatment of Chronic Graft-versus-host Disease After Allogenetic Hematopoietic Stem Cell Transplantation,1,152
396,Randomized Controlled Clinical Trial to Assess the Efficacy of a Combination of Autologous Mesenchymal Stem Cells and Biomaterial in Jaw Bone Regeneration Prior to Dental Implant Placement in Comparison to Standard Autologous Bone Grafting,1,150
397,The Effect of Wharton Jelly-derived Mesenchymal Stem Cells and Stem Cell Exosomes on Visual Functions in Patients With Retinitis Pigmentosa,1,135
398,"A Phase 2b, Randomized, Blinded and Placebo-Controlled Trial to Evaluate the Safety and Efficacy of Longeveron Allogenic Human Mesenchymal Stem Cells Infusion in Patients With Aging Frailty",1,150
399,The Effects of Intraarticular Injection of Platelet-rich Plasma in Patients With Osteoarthritis of the Knee (in a Clinical Trial Phase III),1,150
400,Constitution of a Biological Cohort Following Bone Marrow Sampling From MDS or AML Patients and Age-matched Healthy Donors (COSMOS),1,150
401,"Mesenchymal Stem Cell Transplantation for Refractory Primary Biliary Cholangitis, a Randomized Double-blind Placebo Controlled Trial",1,140
402,"A 48-Weeks, Phase 2b/3a, Double-Blind, Randomized, Placebo Controlled, Multi-center, Superiority Study to Evaluate the Efficacy and Safety of JointStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells in Patients Diagnosed as Knee Osteoarthritis",1,140
403,"Prospective Single Centre, Open Label, Single Arm Clinical Study for Autologous Adipose Tissue Derived ADSCSs in Treatment of Patients With Osteoarthritis",1,140
404,Study of Subtalar Arthrodesis Using AlloStem® Versus Autologous Bone Graft,1,140
405,"A Phase IIB Randomized, Placebo-Controlled, Multicenter Study of the Comparative Efficacy and Safety of Transendocardial Injection of Allogeneic-MSC Versus Placebo in Patients With Non- Ischemic Dilated Cardiomyopathy",1,136
406,Sequential Treatment of Extra-Corporeal Shock Wave Combined With aUtologous Bone marRow Mesenchymal Stem Cells in Patients With ischEmic Heart Disease : the S-CURE Study,1,120
407,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for COVID-19 Associated Acute Respiratory Distress Syndrome (ARDS): A Phase II Clinical Trial,1,120
408,"A PhaseⅡb, Randomized, Double-blinded, Clinical Trial of Autologous Adipose Tissue-Derived Mesenchymal Progenitor Cells Therapy for Knee Osteoarthritis",1,53
409,Safety and Efficacy of Human Umbilical Cord Mesenchymal Stem Cells Transplantation Combined With Plasma Exchange for Patients With Acute-on-Chronic Liver Failure Caused by Hepatitis B Virus (HBV),1,120
410,"Treatment for Hip, Knee, Ankle and Shoulder Osteonecrosis With Autologous Mononuclear Cells Transplantation in People With Sickle Cell Disease",1,100
411,Using of Bone Marrow Derived Mesenchymal Stem Cells For Treatment of Azoospermic Patients,1,100
412,"Placebo-Controlled,Randomized,Double-blind Trial of Umbilical Cord Mesenchymal Stem Cells Injection for Ocular Corneal Burn",1,100
413,Randomized Trial on the Evaluation of the Effectiveness of One Single Bone Marrow Aspirate Hip Injection Versus Triamcinolone for Hip Osteoarthritis,1,100
414,Stem Cells for Bronchopulmonary Dysplasia: a Cohort Study,1,100
415,"Two-treatment,Randomized, Controlled, Multicenter Clinical Trial to Assess the Safety and Efficacy of Intravenous Administration of Expanded Allogeneic Adipose Tissue Adult Mesenchymal Stromal Cells in Critically Ill Patients COVID-19",1,100
416,A Prospective Randomized Trial of Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Arthroscopic Rotator Cuff Repair,1,100
417,"Phase Ⅱ/Ⅲ Clinical Trial, Multicenter, Randomized, Controlled, for the Evaluation of Efficacy and Safety of Therapy With Allogenic Mesenchymal Stem Cells in Patients With Chronic Graft Versus Host Disease",1,100
418,PhaseⅡTrial of Co-transplantation With Bone Marrow Derived Mesenchymal Stem Cells From Related Donors in Alternative Donor Transplantation of Severe Aplastic Anemia.,1,100
419,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of AstroStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells, in Patients With Alzheimer's Disease",1,100
420,A Study to Compare Two Articular Cartilage Repair Techniques in the Knee Joint: Autologous Collagen Induced Chondrogenesis (ACIC) Vs. Mesenchymal Cell Induced Chondrogenesis (MCIC).,1,100
421,Evaluation the Safety and Efficacy of the Treatment of Scars and Cutis Laxa Syndrome With the Use of Autologous (Fresh and Stored) Stem Cells Isolated From Adipose Tissue.,1,100
422,Transplantation of Autologous Purified Bone Marrow Derived Specific Populations of Stem Cells and Mesenchymal Stem Cells in Patients With Rheumatoid Arthritis,1,100
423,Phase 2B: Randomized Double-Blinded Clinical Study of Chondrogen for Treatment of Knee Osteoarthritis,1,100
424,The Biological Characteristics of Adipose Tissue-derived Mesenchymal Stem Cells and Its Role in the Treatment of Chronic Renal Failure,1,100
425,Phase 1/2 Study of UC-MSC Treatment for Evaluation the Efficacy and Safety in Patients With Primary Biliary Cirrhosis,1,100
426,"A Prospective, Double Blind, Controlled Study Evaluating Safety and Preliminary Efficacy of a Single Injection of Adult Mesenchymal Precursor Cells (MPCs) Combined With Hyaluronan in Subjects With Chronic Discogenic Lumbar Back Pain",1,100
427,"Effectiveness of Adipose-derived Mesenchymal Stem Cells in Patients With Osteoarthritis of the Knee, Hip or Glenohumeral Joint and Analysis of the Regeneration Processes Based on Inflammatory Markers, microRNAs and Clinical Features.",1,100
428,Clonal Fetal Mesenchymal Stem Cells (cfMSCs) for the Control of Immune-related Disorders,1,100
429,"Effectiveness of Wharton's Jelly-derived Stem Cells in Patients With Osteoarthritis of the Knee, Hip or Glenohumeral Joint and Analysis of the Regeneration Processes Based on Inflammatory Markers, microRNAs and Clinical Features",1,100
430,Repeated Subarachnoid Administrations of Human Umbilical Cord Mesenchymal Stem Cells in Treating Spinal Cord Injury,1,102
431,"A Multi-center, Single-blind, Randomized, Phase III Clinical Trial to Evaluate the Efficacy and Safety of Adding CARTISTEM® on Microfracture in Patients With Talar Chondral or Osteochondral Defect",1,102
432,The Effects of Autologous Intracoronary Stem Cell Transplantation In Patients With End-Stage Dilated Cardiomyopathy,1,110
433,Allogeneic Bone Marrow Mesenchymal Stem Cells Transplantation in Patients With Liver Failure Caused by HBV,1,120
434,Safety and Efficacy Study of Neural Progenitor Cell Transplantation and Paracrine Factors From Human Mesenchymal Stem Cells to Treat Newborn With Hypoxic-ischemic Encephalopathy,1,120
435,The Clinical Study of Rituximab Combined With Mesenchymal Stem Cells in the Treatment of Primary Nephrotic Syndrome (3-4 Stage of Chronic Kidney Disease),1,116
436,"A Double-blind, Randomized, Multicenter, Placebo-Controlled, Parallel, Phase III Clinical Trial to Evaluate the Efficacy and Safety of Lenzumestrocel(Neuronata-R® Inj.) in Patients With Amyotrophic Lateral Sclerosis",1,115
437,Regeneration of Ischemic Damages in Cardiovascular System Using Wharton's Jelly as an Unlimited Source of Mesenchymal Stem Cells for Regenerative Medicine. Project of the National Centre for Research and Development (Poland) 'STRATEGMED II'. Randomized Clinical Trial to Evaluate the Regenerative Capacity of CardioCell in Patients With Chronic Ischaemic Heart Failure (CIHF),1,115
438,Cellular Immunotherapy for Septic Shock (CISS2) A Phase II Randomized Controlled Trial,1,114
439,"""It is a Real"" The First Baby Of Autologous Stem Cell Therapy in Premature Ovarian Failure",1,112
440,Comparison of Outcome of Mesenchymal Stem Cells And Skin Graft With Skin Graft In Management of Traumatic Heel Pad Injuries of Children,1,110
441,"Evaluation of the Efficacy of Allogeneic Umbilical Cord Derived Hematopoietic Stem Cells and Mesenchymal Stromal Cells in Patients With Spastic Cerebral Palsy on Developmental Function , A Clinical Trial phase2",1,108
442,"Efficacy and Safety of Umbilical-cord Mesenchymal Stem Cells in Chinese Adults With Type 2 Diabetes: a Single Center, Double-blind, Randomized, Placebo-controlled Trial",1,103
443,"A Multicenter, Randomized, Double-blind, Controlled Phase II Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells (AlloJoin®) for the Treatment of Knee Osteoarthritis",1,108
444,Mesenchymal Stem Cells for the Treatment of Pneumonia Post Haematopoietic Stem Cell Transplantation: a a Retrospective Cohort Study,1,107
445,"A Prospective, Double-Blind, Randomized, Placebo-controlled Clinical Trial of Intracoronary Infusion of Mesenchymal Precursor Cells (MPC) in the Treatment of Patients With ST-Elevation Myocardial Infarction",1,106
446,"Randomized, Comparative-effectiveness Study of Intradiscal Autologous Bone Marrow Concentrate Versus Intradiscal Corticosteroid for Chronic Discogenic Low Back Pain",1,106
447,"A Radiographic and Clinical Study Evaluating a Novel Allogeneic, Cancellous, Bone Matrix Containing Viable Stem Cells (Trinity Evolution Matrix) in Subjects Undergoing Foot and Ankle Fusion",1,106
448,Regeneration of Ischemic Damages in Cardiovascular System Using Wharton's Jelly as an Unlimited Source of Mesenchymal Stem Cells for Regenerative Medicine. Project of the National Centre for Research and Development (Poland) 'STRATEGMED II'. Cardiovascular Clinical Project to Evaluate the Regenerative Capacity of CardioCell in Patients With Acute Myocardial Infarction (AMI).,1,105
449,"Randomized, Open-Label, Multi-Center and Phase 3 Clinical Trial to Compare the Efficacy and Safety of Cartistem® and Microfracture in Patients With Knee Articular Cartilage Injury or Defect",1,104
450,Long Term Follow-Up Study of CARTISTEM® Versus Microfracture for the Treatment of Knee,1,103
451,"Phase 3 Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers: A Randomized, Placebo-controlled, Double-blind, Parallel-group, Multi-center Study",1,164
452,Autologous Bone Marrow Mesenchymal Stem Cell Transplantation in Recipients of Living Kidney Allografts,1,165
453,"A Multiple, Randomized, Double-blinded, Controlled Clinical Study of Allogeneic Human Mesenchymal Stem Cell Exosomes (hMSC-Exos) Nebulized Inhalation in the Treatment of Acute Respiratory Distress Syndrome",1,169
454,Intratracheal Umbilical Cord-derived Mesenchymal Stem Cell for the Treatment of Bronchopulmonary Dysplasia (BPD),1,180
455,"Evaluation of the Safety, Tolerability and Efficacy of Regenerative Therapy for the Treatment of Various Chronic and Acute Conditions",1,5000
456,Long Term Follow up Autologous Mesenchymal Stem Cell Therapy for Patients Virus-related Liver Cirrhosis,1,700
457,"Role of Investigational Therapies Alone or in Combination to Treat Moderate, Severe and Critical COVID-19",1,600
458,"Double-blind, Randomized, Sham-procedure-controlled, Parallel-Group Efficacy and Safety Study of Allogeneic Mesenchymal Precursor Cells (Rexlemestrocel-L) in Chronic Heart Failure Due to LV Systolic Dysfunction (Ischemic or Nonischemic) Dream HF-1",1,566
459,Bone Marrow Derived Stem Cell Ophthalmology Treatment Study II,1,500
460,"Randomized Multicenter Phase 3 Single-blind Trial Comparing the Efficacy of Corticosteroid Control to Mesenchymal Stem Cell Preparations From Autologous Bone Marrow Concentrate (BMAC), Adipose-derived Stem Cells in the Form of Stromal Vascular Fraction (SVF), and Third-party Human Mesenchymal Stem Cells Manufactured From Umbilical Cord Tissue for the Treatment of Unilateral Knee Osteoarthritis (OA)",1,480
461,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles as Early Goal Directed Therapy for COVID-19 Moderate-to-Severe Acute Respiratory Distress Syndrome (ARDS):,1,400
462,"A Phase III, Multicenter, Placebo-controlled, Randomized, Double-blind Study to Evaluate the Safety and Efficacy of PROCHYMAL® (ex Vivo Cultured Adult Human Mesenchymal Stem Cells) Intravenous Infusion for the Induction of Remission in Subjects Experiencing Treatment-refractory Moderate-to-severe Crohn's Disease",1,330
463,Clinical Trial of Umbilical Mesenchymal Stem Cells Transplantation for Liver Cirrhosis-Phase I/II,1,320
464,Human Umbilical Cord Mesenchymal Stem Cells (HUC-MSCs) Transplantation in Women With Primary Ovarian Insufficiency (POI),1,320
465,Efficacy and Safety of Bone Marrow-derived Mesenchymal Cardiopoietic Cells (C3BS-CQR-1) for the Treatment of Chronic Advanced Ischemic Heart Failure.,1,315
466,"Prospective, Randomized, Controlled Clinical Investigation to Compare the Safety and Performance of a Combination of Autologous Platelet-rich Plasma (PRP) and Hyaluronic Acid Prepared With Cellular MatrixTM to Those of Ostenil® Plus and to Those of PRP Alone in the Treatment of Mild to Moderate Osteoarthritis of the Knee",1,306
467,MIF : a New Target to Eradicate the Pre-leukemic Clone in Acute Myeloid Leukemia,1,300
468,A Controlled Study to Evaluate the Efficacy of Allogeneic MesenCure for the Treatment of Patients With COVID-related Pneumonia,1,300
469,Bone Marrow Derived Stem Cell Ophthalmology Treatment Study,1,300
470,"Randomised, Double-blind, Placebo-controlled, Intravenous Infusion Human Wharton' Jelly-derived Mesenchymal Stem Cells in Patients With Coronary Artery Disease",1,300
471,Prospective PROMs Outcomes in Arthroscopic Acetabular Labral Repair With and Without Application of Platelet-Rich Plasma (PRP) Harvested From the Body of the Ilium,1,300
472,"Clinical Study for Subjects With Osteoarthritis of Knees, Hips, and Shoulders Using a Combination of Intravenous Infusions With Intra-articular Injection of Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs)",1,300
473,A Study on Non-invasive Early Diagnosis of Gastrointestinal Stromal Tumors and Differentiation of Benign and Malignant Nodules,1,300
474,Expanded Access of Prochymal (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Pediatric Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD,1,0
475,Expanded Access of Prochymal® (Ex-vivo Cultured Adult Human Mesenchymal Stem Cells) Infusion for the Treatment of Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD,1,0
476,An Open-label Compassionate Treatment Protocol to Evaluate the Safety and Treatment Outcomes of PROCHYMAL® (Remestemcel-L) Intravenous Infusion in Subjects With Treatment-resistant Crohn's Disease,1,0
477,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment: A Global Expanded Access Protocol for Patients With COVID-19 Associated ARDS Who Do Not Qualify for Phase II Randomized Control Trial,1,0
478,An Expanded Access IND to Evaluate the Safety and Efficacy of Autologous HBadMSCs for the Treatment of a Single Pediatric Patient With Congenital Muscular Dystrophy.,1,0
479,Individual Patient Expanded Access Investigation New Drug (IND) Application for Administration of Autologous Human Adipose-Derived Mesenchymal Stem Cells in Alzheimer's Disease,1,0
480,An Expanded Access IND to Evaluate the Safety and Preliminary Efficacy of Autologous HB-adMSCs for the Treatment of a Single Patient With Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),1,0
481,"""Individual Patient Expanded Access IND to Evaluate the Safety and Efficacy of HB-adMSCs for the Treatment of Primary Lateral Sclerosis""",1,0
482,Intermediate Size Patient Population Expanded Access Protocol to Evaluate the Safety and Efficacy of HB-adMSCs for the Treatment of Patients With Post-COVID-19 Syndrome.,1,0
483,An Intermediate Size Patient Population Expanded Access IND to Evaluate the Safety of Autologous HB-adMSCs for the Treatment of Patients With Parkinson's Disease.,1,0
484,Individual Patient Expanded Access IND Using HB-adMSCs for the Treatment of Chronic Musculoskeletal Pain.,1,0
485,Intermediate-size Patient Population Expanded Access Protocol: Repeated Administration of Nurown® (Autologous Mesenchymal Stem Cells Secreting Neurotrophic Factors) for the Treatment of Amyotrophic Lateral Sclerosis (ALS),1,0
486,Individual Patient Expanded Access IND to Evaluate the Safety and Preliminary Efficacy of Autologous HB-adMSCS for the Treatment of Bilateral Knee Pain.,1,0
487,Individual Patient Expanded Access IND (Investigational New Drug) of Autologous HB-adMSCs for the Treatment of Spinal Cord Injury,1,0
